auto#,title,amenityfeatures,type,description,streetaddress,city,state,unclear_address,unclear type or question,notes,Year,Last Modified
7221,The Corral Club & Patio Bar,"(M),(S),(V),(WC)",Bars,"(at Pennsylvania) 817/335-0196 11am- 2am, from noon Sun, shows wknds, patio",621 Hemphill St,Fort Worth,TX,,,,2002,3/12/2024 5:58pm
7222,Crossroads,"(M),(NH)",Bars,"817/332-0071, 11am-2am, from noon Sun",515 S Jennings Ave,Fort Worth,TX,,,,2002,3/12/2024 5:58pm
7223,651 Club Fort Worth,"(M),(D),(CW),(WC)",Nightclubs,"(at Pennsylvania) 817/332-0745, 4pm-2am",651 S Jennings Ave,Fort Worth,TX,,,,2002,3/12/2024 6:00pm
7224,Magnolia Station,"(M),(S)",Nightclubs,"817/332-0415, 9pm-2am, clsd Mon-Tue",600 W Magnolia,Fort Worth,TX,,,,2002,3/12/2024 6:01pm
7225,Paris Coffee Shop,,Cafes,"(at Hemphill) 817/335-2041, 6am-2:30pm, till 11am Sat, clsd Sun",704 W Magnolia,Fort Worth,TX,,,,2002,3/12/2024 6:02pm
7229,The Bright Lights II,,Erotica,"(I-35W) 817/232-5584, 24hrs",10355 N Freeway,Fort Worth,TX,,,,2002,3/12/2024 6:06pm
7230,The New Video,(MR),Erotica,"(I-20 E, take exit 442-A) 817/483-8206 24hrs",6704 Lindale Rd,Fort Worth,TX,,,,2002,3/12/2024 6:06pm
7231,Town Creek B&B,(GS),Accommodations,"(at W Travis) 830/997-6848, full brkfst",304 N Edison,Fredericksburg,TX,,,,2002,3/12/2024 6:07pm
7232,Woody's Warehouse,(MW),Retail Shops,"817/332-6801, 11am-midnight, till 3am Fri-Sat, private patio in rear",209 S Jennings Ave,Ft Worth,TX,,,,2002,3/12/2024 6:08pm
7233,Cottage by the Beach,"(GF),(GO)",Accommodations,"(at Seawall & 8th) 409/770-9332, patio",810 Ave L,Galveston,TX,,,,2002,3/12/2024 6:08pm
7234,Hollywood at Galveston,"(GF),(SW),(GO)",Accommodations,"409/750-8900, 888/899-0899",3028 Seawall Blvd,Galveston,TX,,,,2002,3/12/2024 6:09pm
7235,Paradise Guesthouse & Resort,"(MW),(SW),(NS),(WC),(GO)",Accommodations,"409/762-6677, 877/919-6677, 1 blk from beach",2317 Ave P,Galveston,TX,,,,2002,3/12/2024 6:10pm
7236,Boulevard Saloon,"(MW),(K),(S),(GO)",Bars,"(at 31st) 409/750-8571 4pm-2am, from 2pm Fri-Sun, on the beach, karaoke Th, cabaret wknds",3102 Seawall Blvd,Galveston,TX,,,,2002,3/12/2024 6:10pm
7237,Purgatory,"(MW),(D),(S)",Bars,"(at 25th) 409/770-9389, noon-2am, dancers, patio & outdoor showers",2515 Mechanic St,Galveston,TX,,,,2002,3/12/2024 6:11pm
7238,Robert's Lafitte,"(M),(S),(WC)",Bars,"(at 25th St) 409/765-9092, 8am-2am, from noon Sun, drag show wknds",2501 Q Ave,Galveston,TX,,,,2002,3/12/2024 6:12pm
7239,Venture-N,"(M),(V)",Bars,"(btwn 24th & 25th) 409/762-8088, noon-2am",2405 Post Office,Galveston,TX,,,,2002,3/12/2024 6:13pm
7240,Evolution,"(*),(MW),(D),(V)",Nightclubs,"(at 23rd) 409/763-4212 8pm-2am, till 4am Fri-Sat, DJ Th-Sun",2214 Ships Mechanic Rd,Galveston,TX,,,,2002,3/12/2024 6:13pm
7242,Pearl Street Inn B&B,(GF),Accommodations,"817/579-7465, 888/732-7578 full brkfst, hot tub",319 W Pearl St,Granbury,TX,,,,2002,3/12/2024 6:15pm
7245,Friends,"(MW),(NH),(F),(WC)",Bars,"Hwy 198, 903/887-2061, 4pm-midnight, till 1am Sat, from 3pm wknds, patio",410 S Gun Barrel,Gun Barrel City,TX,,,,2002,3/12/2024 6:17pm
7246,BiNet Houston,,Info Lines & Services,"(at Oscar's Creamery) 713/467-4380 (private home) 7:30pm Wed, bisexual social/ support group",1201-C Westheimer,Houston,TX,,,,2002,3/12/2024 6:18pm
7251,Houston Lesbian/Gay Community Center,,Info Lines & Services,"713/524-3818, 6pm-9pm, noon-4pm Sat, clsd Sun",803 Hawthorne,Houston,TX,,,,2002,3/12/2024 6:21pm
7252,Lambda AA Center,(WC),Info Lines & Services,"(btwn Montrose & Waugh) 713/521-1243, noon-midnight, from 8pm Sat",1201 W Clay,Houston,TX,,,,2002,3/12/2024 6:21pm
7254,Crocker Street Inn,"(M),(SW),(V),(GO)",Accommodations,"(at Pacific) 713/529-3277, 877/642-9466 B&B, close to popular gay bars & restaurants",2609 Crocker St,Houston,TX,,,,2002,3/12/2024 6:22pm
7255,Gar-Den Suites,"(MO),(SW),(NS),(GO)",Accommodations,"#1 (at Westheimer) 713/528-2302, 800/484-1036 X2669, nudity ok at hot tub",2702 Crocker St,Houston,TX,,,,2002,3/12/2024 8:28pm
7256,The Lovett Inn,"(*),(GS),(SW),(GO)",Accommodations,"Montrose (at Whitney), 713/522-5224, 800/779-5224 sundeck, hot tub",501 Lovett Blvd,Montrose,TX,,,,2002,5/20/2024 12:47pm
7257,Montrose Inn,(M),Accommodations,"(at Taft) 713/520-0206, 800/357-1228 full brkfst, 'our motto: basic & butch'",408 Avondale,Houston,TX,,,,2002,5/20/2024 11:13am
7258,Patrician B&B Inn,(GF),Accommodations,"(at San Jacinto) 713/523-1114, 800/553-5797, 1919 three-story mansion, full brkfst",1200 Southmore Blvd,Houston,TX,,,,2002,3/18/2024 5:30pm
7259,The 611 Club,"(*),(M),(NH)",Bars,"(at Stanford) 713/526-7070 7am-2am, from noon-2am Sun",611 Hyde Park,Houston,TX,,,,2002,3/18/2024 5:39pm
7260,Brazos River Bottom (BRB),"(*),(M),(D),(CW)",Bars,"(btwn Hadley & Mellhenny) 713/528-9192, 7am-2am, from noon Sun",2400 Brazos,Houston,TX,,,,2002,3/18/2024 5:40pm
7261,Briar Patch,"(M),(NH),(E)",Bars,"(at Greenbriar) 713/665-9678, 2pm-2am, piano bar",2294 W Holcombe ,Houston,TX,,,,2002,3/18/2024 5:41pm
7262,The Bricks II,"(M),(NH),(CW)",Bars,"(at Stanford) 713/528-8102, 10am-2am, from noon Sun, patio",617 Fairview,Houston,TX,,,,2002,3/18/2024 5:42pm
7263,Chances,"(MW),(D),(E),(WC)",Bars,"(at Waugh) 713/523-7217, 2pm-2am, from noon wknds",1100 Westheimer ,Houston,TX,,,,2002,3/18/2024 6:22pm
7264,Cousins,"(MW),(NH),(S)",Bars,"(at Converse), 713/528-9204, 11am-2am, from noon Sun",817 Fairview,Houston,TX,,,,2002,3/18/2024 6:23pm
7265,Decades,"(MW),(NH)",Bars,"(btwn Mandel & Montrose), 713/521-2224, 11am-2am, from noon Sun",1205 Richmond,Houston,TX,,,,2002,3/18/2024 6:24pm
7266,EJ's,"(M),(D),(E)",Bars,"(at Westheimer) 713/527-9071 7am-2am, from noon Sun",2517 Ralph,Houston,TX,,,,2002,3/18/2024 6:25pm
7267,Guava Lamp,"(M),(K),(S),(WC)",Bars,"(btwn Shepherd & Greenbriar, in Shepherd Plaza), 713/524-3359, 4pm-2am, swanky lounge, karaoke Wed & Sun",2159 Porstmouth,Houston,TX,,,,2002,3/18/2024 6:26pm
7268,JR's,"(*),(M),(S),(V),(WC)",Bars,"(at Grant) 713/521-2519 noon-2am, patio",808 Pacific,Houston,TX,,,,2002,3/18/2024 6:27pm
7269,Mary's,"(*),(M),(NH),(L),(WC)",Bars,"(at Waugh) -713/527-9669 7am-2am, from 10am Sun, patio",1022 Westheimer ,Houston,TX,,,,2002,3/18/2024 7:01pm
7270,Meteor,"(M),(P),(V),(GO)",Bars,(at Fairview) 713/521-0123m 4pm-2am,2306 Genesee ,Houston,TX,,,,2002,3/18/2024 7:01pm
7271,Michael's Outpost,"(M),(NH)",Bars,"(at Mandell) 713/520-8446, 11am-2am, from noon Sun",1419 Richmond ,Houston,TX,,,,2002,3/18/2024 7:02pm
7272,Montrose Mining Co,"(*),(M),(L)",Bars,"(at Grant) 713/529-7488 4pm-2am, from 7 pm wknds, patio",805 Pacific,Houston,TX,,,,2002,5/20/2024 11:13am
7273,The New Barn,"(MW),(D),(CW)",Bars,"(at Waugh) 713/521-9533, 2pm-2am, from noon wknds",1100 Westheimer ,Houston,TX,,,,2002,3/19/2024 1:26am
7274,Ricpord,"(M),(L),(WC)",Bars,"(at Crocker) 713/521-2792, 1pm-2am, till 4am Fri-Sat",715 Fairview ,Houston,TX,,,,2002,3/19/2024 1:27am
7275,Venture-N,"(M),(NH),(B),(L)",Bars,"(btwn Anita & Elgin) 713/522-0000, 3pm-2am, cruisy",2923 S Main,Houston,TX,,,,2002,3/19/2024 1:28am
7276,Charlie's,"(MW),(D),(WC)",Nightclubs,"(at Montrose) 713/522-4065, 7pm-2am Wed-Sat",1100 Westheimer ,Houston,TX,,,,2002,3/19/2024 1:47am
7277,Club Nsomnia,"(M),(D),(BYOB)",Nightclubs,"(at Helena St) 713/522-6100, 2am-5am Wed-Th & Sun, till 6am Fri-Sat",202 Tuam Ave,Houston,TX,,,,2002,3/19/2024 1:47am
7278,Incognito,"(MW),(MR-AF),(S)",Nightclubs,"(at Live Oak) 713/237-9431, 9pm-2am, from 6pm Sun, clsd Tue-Th",2524 McKinney Ave,Houston,TX,,,,2002,3/19/2024 1:48am
7279,Inergy,"(*),(MW),(D),(MR-L),(E)",Nightclubs,"(at Glenmont) 713/666-7310, 8pm-2am, clsd Mon-Tue, dancers wknds",5750 Chimney Rock,Houston,TX,,,,2002,3/19/2024 1:49am
7280,Numbers,"(GF),(D),(E),(YC)",Nightclubs,"(at Taft) 713/526-6551, live music",300 Westheimer ,Houston,TX,,,,2002,3/19/2024 1:49am
7281,Pacific Street,"(*),(M),(D),(L),(S),(V),(WC)",Nightclubs,"(at Crocker) 713/523-0213, 9pm-2am, from 7pm Fri & Sun, patio",710 Pacific St,Houston,TX,,,,2002,3/19/2024 1:51am
7282,Ranch Hill Saloon,"(MW),(NH),(D),(CW),(P),(E),(K),(WC),(GO)",Nightclubs,"(at N Loop 336) Conroe 936/441-6426, 4pm-2am, men's night Th",2111 Airport Rd,Houston,TX,,,,2002,5/20/2024 11:13am
7283,Rascals,"(MW),(D),(MR-AF),(S),(V),(18+)",Nightclubs,"(at CommonweaIth), 713/942-2582, 10pm-2am, clsd Mon-Wed",1318 Westheimer,Houston,TX,,,,2002,5/20/2024 11:13am
7284,Rich's,"(*),(M),(D),(A),(E),(V),(18+)",Nightclubs,"(at Mcllhenny) 713/759-9606 9pm-2am, from 7pm Sun, clsd Mon-Wed",2401 San Jacinto,Houston,TX,,,,2002,5/20/2024 11:13am
7285,Toyz,"(M),(D),(MR-L),(S)",Nightclubs,(at Chimney Rock) 713/668-4892,5322 Glenmont ,Houston,TX,,,,2002,3/19/2024 1:54am
7286,Viviana's Night Club,"(M),(D),(MR)",Nightclubs,"713/862-0203, 5pm-2am",5219 Washington,Houston,TX,,,,2002,3/19/2024 1:55am
7287,Diedrich Coffee,,Cafes,"(btwn Richmond & W Alabama), 713/526-1319 6am-midnight",4005 Montrose,Houston,TX,,,,2002,3/19/2024 1:56am
7288,Java Java Cafe,(*),Cafes,(at Shepherd) 713/880-5282,911 W 11th ,Houston,TX,,,,2002,3/19/2024 1:56am
7289,Baba Yega's,"(*),(WC)",Restaurants,"(at Pacific) 713/522-0042, 11am-10pm, till 11pm Fri-Sat, full bar, patio",2607 Grant,Houston,TX,,,,2002,3/19/2024 1:57am
7290,Barnaby's Cafe,"(*),(BW),(WC)",Restaurants,"(at Stanford) 713/522-0106, 11am- 10pm, till 11 pm Fri-Sat, clsd Mon",604 Fairview,Houston,TX,,,,2002,3/19/2024 1:58am
7291,Barnaby's Cafe,"(*),(BW),(WC)",Restaurants,713/520-5131,11701 S Shepard,Houston,TX,,,,2002,3/19/2024 1:58am
7292,Black-Eyed Pea,"(*),(WC)",Restaurants,"(at Shepherd) 713/523-0200 11am-10pm, Southern",2048 W Grey,Houston,TX,,,,2002,3/19/2024 2:01am
7293,Brasil,(BW),Restaurants,"(at Westheimer) 713/528-1993, 9am-2am bistro, plenty veggie",2604 Dunlavy,Houston,TX,,,,2002,3/19/2024 2:02am
7294,Cafe Annie,,Restaurants,"(at San Felipe} 713/840-1111 lunch Mon-Fri, dinner Mon-Sat, clsd Sun",1728 Post Oak Blvd,Houston,TX,,,,2002,3/19/2024 2:03am
7295,Captain Benny's Half Shell,(BW),Restaurants,"713/666-5469, lunch & dinner, clsd Sun",8506 S Main,Houston,TX,,,,2002,3/19/2024 2:04am
7296,Chapultepec,(BW),Restaurants,"(btwn Montrose & Main) 713/522-2365 24hrs, Mexican",813 Richmond,Houston,TX,,,,2002,3/19/2024 2:04am
7297,Fox Diner,"(BW),(NS),(GO)",Restaurants,"713/523-5369, lunch & dinner Mon-Fri, dinner Sat, brunch Sun",2815 S Shepherd Dr,Houston,TX,,,,2002,3/19/2024 2:05am
7298,House of Pies,(*),Restaurants,"(at Richmond/Alabama) 713/528-3816, 24hrs",3112 Kirby,Houston,TX,,,,2002,3/19/2024 2:06am
7299,Magnolia Bar & Grill,(WC),Restaurants,"(at Fountain) 713/781-6207 Cajun, full bar",6000 Richmond Ave,Houston,TX,,,,2002,3/19/2024 2:06am
7300,Ming's Cafe,,Restaurants,"(at Westheimer) 713/529-7888, 11 am- 10pm, Chinese",2703 Montrose,Houston,TX,,,,2002,3/19/2024 2:07am
7301,Mo Mong,,Restaurants,"#B (at Montrose) 713/524-5664, 11am-11pm, till midnight Fri-Sat, Vietnamese, full bar",1201 Westheimer ,Houston,TX,,,,2002,3/19/2024 2:08am
7302,Ninfa's,(*),Restaurants,"713/228-1175, 11am-10pm, Mexican, full bar",2704 Navigation,Houston,TX,,,,2002,3/19/2024 2:09am
7303,Ninos,,Restaurants,"(btwn Montrose & Waugh) 713/522-5120 lunch Mon-Fri, dinner Mon-Sat, clsd Sun, Italian, full bar",2817 W Dallas,Houston,TX,,,,2002,5/20/2024 11:13am
7304,Pot Pie Pizzeria,"(BW),(GO)",Restaurants,"713/528-4350, 11am-11pm, till 10pm Sun",2207 Richmond,Houston,TX,,,,2002,3/19/2024 2:10am
7305,Spanish Flower,(BW),Restaurants,"(at Airline) 713/869-1706, 24hrs, till 10pm Tue, Mexican",4701 N Main ,Houston,TX,,,,2002,3/19/2024 2:11am
7307,Crossroads Market Bookstore/Cafe,"(F),(WC)",Bookstores,"(at Yoakum) 713/942-0147, 7am-midnight, lgbt",1111 Westheimer ,Houston,TX,,,,2002,3/19/2024 2:13am
7308,Lobo-Houston,(WC),Bookstores,"(at Alabama) 713/522-5156, 9am-midnight, lgbt books & videos, also cafe",3939 Montrose Blvd,Houston,TX,,,,2002,3/19/2024 2:14am
7309,Basic Brothers,(WC),Retail Shops,"(at Commonwealth) 713/522-1626, 10am-9pm, noon-6pm Sun, lgbt clothing, gifts",1232 Westheimer ,Houston,TX,,,,2002,3/19/2024 2:15am
7310,Lucia's Garden,,Retail Shops,"(at W Alabama) 713/523-6494 clsd Sun, spiritual herb center",2942 Virginia ,Houston,TX,,,,2002,3/19/2024 2:16am
7313,Fitness Exchange,(GF),Gyms & Health Clubs,713/524-9932,4040 Milam ,Houston,TX,,,,2002,3/19/2024 2:19am
7314,YMCA Downtown,"(GF),(SW)",Gyms & Health Clubs,(at Pease) 713/659-8501,1600 Louisiana St,Houston,TX,,,,2002,3/19/2024 2:19am
7315,The Club Houston,"(*),(SW),(PC)",Men's Clubs,"(at W Gray) 713/659-4998, 24hrs",2205 Fannin,Houston,TX,,,,2002,3/19/2024 2:20am
7316,The Meat Rack,"(MO),(HPC)",Men's Clubs,"(at Anita St) 713/528-2028, 24hrs wknds",2915 San Jacinto,Houston,TX,,,,2002,3/19/2024 2:21am
7317,Midtowne Spa-Houston,"(*),(SW),(PC)",Men's Clubs,"(at Elgin) 713/522-2379, 24hrs",3100 Fannin ,Houston,TX,,,,2002,3/19/2024 2:21am
7321,BJ/s 24 Hour News,,Erotica,"713/649-9241, 24hrs",6314 Gulf Fwy,Houston,TX,,,,2002,3/19/2024 2:25am
7322,Diners News,,Erotica,"(at Mason) 713/522-9679, 24hrs",240 Westheimer,Houston,TX,,,,2002,3/19/2024 2:26am
7323,Eros 1207,(GO),Erotica,(at Allen Genoa) 713/944-6010,1207 Spencer Hwy,Houston,TX,,,,2002,3/19/2024 2:26am
7324,Leather Forever,,Erotica,713/526-6940,604 Westheimer,Houston,TX,,,,2002,3/19/2024 2:27am
7325,Krossover,"(MW),(D),(S)",Nightclubs,"Harker Heights, 254/680-5239, 9pm-2am Th-Sun, clsd Tue, dress code",1509 E Veterans Memorial Blvd,Killeen,TX,,,,2002,5/20/2024 11:13am
7327,Discovery,"(M),(D),(MR-L),(S),(BW)",Nightclubs,"956/722-9032 7pm-2am, clsd Mon-Tue",2019 Farragut,Laredo,TX,,,,2002,3/19/2024 2:30pm
7329,The Competition Lounge,"(M),(NH)",Bars,"(nr Hwy 20) 903/753-6855, 5pm-2am",2920 Estes ,Longview,TX,,,,2002,3/19/2024 2:31pm
7330,Decisions,"(MW),(D),(S),(WC)",Bars,"(2 blks E of Eastman Rd) 903/757-4884, 5pm-2am, DJ Fri- Sun, shows Fri & Sun",2103 E Marshall,Longview,TX,,,,2002,5/20/2024 11:13am
7333,AA Lambda,,Info Lines & Services,"(at MCC) 806/828-3316, 8pm Tue & Fri",4501 University Ave,Lubbock,TX,,,,2002,3/19/2024 3:18pm
7334,Rue 52,"(MW),(D),(S),(WC)",Bars,"(at Ave X) 806/744-4222, 8pm-2am",2401 Main St,Lubbock,TX,,,,2002,3/19/2024 3:19pm
7335,Club Luxor,"(GS),(D)",Nightclubs,(at 'V') 806/744-3744 9pm-close Th-Sat,2211 4th St,Lubbock,TX,,,,2002,3/19/2024 3:20pm
7337,Adult Etc I,,Erotica,"Rte 1 Box 5-E (exit 270) 915/928-3894, 24hrs",9210 I-20 ,,TX,,,,2002,5/20/2024 12:47pm
7338,The Veranda,"(MW),(SW),(F)",Accommodations,"(at Country Rd 4115) 903/588-2402, B&B on 68 private acres, lake, jacuzzi",Hwy 21,Mt Vernon,TX,,,,2002,3/19/2024 3:22pm
7339,Fictxions,"(MW),(D),(S),(WC)",Nightclubs,"915/580-5449, 9:30pm-2am, clsd Mon",409 N Hancock ,Odessa,TX,,,"Listed under ""Odessa/Midland"".",2002,5/20/2024 1:36pm
7340,Miss Lillie's Nitespot,"(MW),(D),(S),(V),(WC)",Nightclubs,"915/366-6799, 8pm-2am, clsd Mon",8401 Andrews Hwy,Odessa,TX,,,"Listed under ""Odessa/Midland"".",2002,5/20/2024 1:36pm
7341,B&L Adult Bookstore,,Erotica,(at Mercury) 915/381-6855 clsd Sun,5890 W Univ Blvd,Odessa,TX,,,"Listed under ""Odessa/Midland"".",2002,5/20/2024 1:37pm
7342,County Line,,Erotica,915/552-0055,6947 Commerce,Odessa,TX,,,"Listed under ""Odessa/Midland"".",2002,5/20/2024 1:37pm
7343,La Mirada Country Estates,"(GF),(SW),(GO)",Accommodations,"(at Tamm Ln) Harlingen, 956/428-1966 hot tub, clubhouse, also camping & RV hookups",8901 W Business Hwy 83,Rio Grande Valley,TX,,,,2002,3/19/2024 3:26pm
7344,Dolce Vita,"(MW),(D),(MR-L),(S)",Bars,"(at 'D' St), Harlingen 956/428-4349, 8pm-2am clsd Sun-Wed",424 W Van Buren,Rio Grande Valley,TX,,,,2002,3/19/2024 3:27pm
7345,PBD's,"(M),(D),(S),(WC)",Bars,"(at Daffodil) McAllen, 956/682-8019, 7pm-2am",2908 Ware Rd,Rio Grande Valley,TX,,,,2002,3/19/2024 3:28pm
7348,Gay/Lesbian Community Center,(WC),Info Lines & Services,"(at Hwy 281) 210/732-4300, 1pm-8pm, till 6pm Sun",3126 N St Mary's,San Antonio,TX,,,,2002,3/19/2024 3:40pm
7349,The Happy Foundation,,Info Lines & Services,"(next to the Alamo) 210/227-6451, lgbt archives",411 Bonham,San Antonio,TX,,,,2002,3/19/2024 3:41pm
7350,Lambda Club AA,,Info Lines & Services,210/732-4300 call for times,923 E Mistletoe,San Antonio,TX,,,,2002,3/19/2024 3:42pm
7353,Adams House B&B,(GF),Accommodations,"(at S Alamo) 210/224-4791, 800/666-4810 full brkfst, also carriage house",231 Adams St,San Antonio,TX,,,,2002,3/19/2024 3:44pm
7354,Arbor House Inn & Suites,"(GS),(GO)",Accommodations,"(btwn S Alamo & St Mary's) 210/472-2005, 888/272-6700",540 S St Mary's ,San Antonio,TX,,,,2002,3/19/2024 3:45pm
7356,The Painted Lady Inn on Broadway,"(*),(MW)",Accommodations,"(at 6th) 210/220-1092 full brkfst, private art deco suites, rooftop deck & spa",620 Broadway ,San Antonio,TX,,,,2002,3/19/2024 3:47pm
7357,2015 Place,"(M),(NH)",Bars,"(at Woodlawn) 210/733-3365, 4pm-2am, from 2pm wknds, patio",2015 San Pedro,San Antonio,TX,,,,2002,3/19/2024 3:48pm
7358,The Annex,"(M),(NH),(WC)",Bars,"(at Euclid) 210/223-6957, 4pm-2am, cruise bar, patio",330 San Pedro Ave,San Antonio,TX,,,,2002,3/19/2024 3:48pm
7359,Cobalt Club,"(MW),(NH),(S),(WC)",Bars,"210/734-2244, 4pm-2am, from 2pm wknds",2022 McCullough ,San Antonio,TX,,,,2002,3/19/2024 3:51pm
7360,Copa SA,"(M),(NH),(WC)",Bars,"(at San Pedro) 210/342-2276 4pm-2am, DJ wknds, also large game room",119 El Mio,San Antonio,TX,,,,2002,3/19/2024 3:53pm
7361,The Hideout,"(MW),(NH),(WC)",Bars,"(nr Basse) 210/828-4222, 4pm-2am, patio",5307 McCullough ,San Antonio,TX,,,,2002,3/19/2024 3:54pm
7362,The Metropolis,"(M),(NH),(WC)",Bars,"(on the Riverwalk) 210/527-1707, 11am-2am, from noon Sun",140 E Houston,San Antonio,TX,,,,2002,5/20/2024 11:13am
7363,One-Oh-Six Off Broadway,"(MW),(NH),(OC)",Bars,"(at Broadway) 210/820-0906, noon-2am",106 Pershing St,San Antonio,TX,,,,2002,3/19/2024 3:55pm
7364,Pegasus,"(M),(E)",Bars,"(btwn Laurel & Evergreen) 210/299-4222, 2pm-2am",1402 N Main,San Antonio,TX,,,,2002,3/19/2024 3:59pm
7365,Silver Dollar Saloon,"(M),(D),(CW),(K),(S),(WC)",Bars,"(at Laurel) 210/227-2623, 2pm-2am, 2-story patio bar",1418 N Main Ave,San Antonio,TX,,,,2002,3/19/2024 4:00pm
7366,The Bonham Exchange,"(*),(MW),(D),(V),(18+),(GO)",Nightclubs,"(at 3rd/Houston) 210/271-3811, 4pm-2am, from 8pm wknds, till 4am Fri-Sat",411 Bonham St,San Antonio,TX,,,,2002,3/19/2024 4:01pm
7367,El Torro,"(GS),(D),(MR-L),(E)",Nightclubs,"(at Rte 281) 210/732-3150 call for theme nights, more gay Fri",3000 N St Mary's,San Antonio,TX,,,,2002,3/19/2024 4:01pm
7368,The Saint,"(MW),(D),(A),(S),(18+)",Nightclubs,"(at Evergreen) 210/225-7330, 9pm-2am, till 4am Sat",1430 N Main,San Antonio,TX,,,,2002,3/19/2024 4:02pm
7369,Sparks,"(M),(D),(S),(V)",Nightclubs,"(at Walzem) 210/653-9941, 3pm-2am",8011 Webbles St,San Antonio,TX,,,,2002,3/19/2024 4:02pm
7370,Candlelight Coffeehouse,,Cafes,"(at Rte 281) 210/738-0099, 4pm-midnight, till 1am wknds, clsd Mon",3011 N St Mary's,San Antonio,TX,,,,2002,3/19/2024 4:03pm
7371,Giovanni's Pizza & Italian Restaurant,,Restaurants,"(at Guadalupe) 210/212-6626, 10am-8pm, clsd wknds",913 S Brazos,San Antonio,TX,,,,2002,3/19/2024 4:04pm
7372,Madhatter's Tea,"(BYOB),(WC)",Restaurants,"(at Mulberry) 210/821-6555, 7am-10pm, from 9am wknds, till 3pm Sun, brunch 9am-5pm Sun, patio",2606 Ave B,San Antonio,TX,,,,2002,3/19/2024 4:05pm
7373,Backbone Body Mods,,Retail Shops,"(off Loop 10) 210/349-6637, 1 pm-8pm, till 10pm Fri-Sat, piercing",4741 Fredericksburg Rd,San Antonio,TX,,,,2002,3/19/2024 4:06pm
7374,Dark Fire Gallery,,Retail Shops,"Ste 8, 210/682-3500 2pm-7pm Wed or by appt, pride, BDSM & fetish items",7126 Eckert Rd,San Antonio,TX,,,,2002,3/19/2024 4:07pm
7375,FleshWorks/Skins & Needles,,Retail Shops,(at Houston) 210/472-0313 clsd Mon,110 Jefferson,San Antonio,TX,,,,2002,3/19/2024 4:07pm
7376,Minx,,Retail Shops,"#2 (behind San Antonio College) 210/225-2639, 1pm-7pm, clsd Sun-Wed, piercing studio",1621 N Main Ave,San Antonio,TX,,,,2002,3/19/2024 4:08pm
7377,On Main,,Retail Shops,"(btwn Woodlawn & Mistletoe) 210/737-2323 10am-6pm, till 5pm Sat, clsd Sun, gifts, cards & T-shirts",2514 N Main,San Antonio,TX,,,,2002,3/19/2024 4:09pm
7378,Zebra'z,,Retail Shops,"210/472-2800, 800/788-4729, 11am-9pm, lgbt dept store",1608 N Main,San Antonio,TX,,,,2002,3/19/2024 4:09pm
7379,Alternative Clubs,"(SW),(PC)",Men's Clubs,"(at St Mary's) 210/223-2177, 24hrs wknds",827 E Elmira St,San Antonio,TX,,,,2002,3/19/2024 4:10pm
7380,Executive Spa,(PC),Men's Clubs,"(at San Pedro) 210/732-4433, 24hrs",1121 Basse Rd,San Antonio,TX,,,,2002,3/19/2024 4:10pm
7383,Apollo News,,Erotica,"(at Walzem) 210/653-3538, 24hrs",2376 Austin Hwy,San Antonio,TX,,,,2002,3/19/2024 4:13pm
7384,Broadway News,,Erotica,210/223-2034,2202 Broadway,San Antonio,TX,,,,2002,3/19/2024 4:13pm
7385,Encore Video,,Erotica,210/821-5345,1031 NE Loop 410,San Antonio,TX,,,,2002,3/19/2024 4:14pm
7387,New Upper Deck Hotel & Bar,"(M),(SW),(N),(WC)",Accommodations,"(at Padre Blvd) 956/761-5953, bar open from 2pm (5pm off-season)",120 E Atol,South Padre Island,TX,,,,2002,3/19/2024 4:19pm
7391,Leon Valley Social Club,"(MW),(NH)",Bars,"(at Ave 'P') 254/778-9494 6pm-2am, clsd Mon-Tue, steak night Wed, patio",1602 A 1st St,Temple,TX,,,,2002,3/19/2024 4:20pm
7392,Adult Etc V,,Erotica,972/524-1449,6086 W Hwy 80,Terrel,TX,,,,2002,3/19/2024 4:21pm
7393,Outlaw,"(GF),(D),(18+)",Nightclubs,(4 miles S of Loop 323) 903/509-2248 more gay Wed,Hwy 110 ,Tyler,TX,,,,2002,3/19/2024 4:22pm
7397,David's,"(MW),(D),(S),(WC)",Info Lines & Services,"(at N 5th St) 254/753-9189, 9pm-2am, open later Fri-Sat",507 Jefferson,Waco,TX,,,,2002,3/19/2024 4:24pm
7401,Bella Vista,"(MW),(SW),(NS),(WC),(GO)",Accommodations,512/847-6425,2121 Hilltop,Wimberley,TX,,,,2002,3/19/2024 4:25pm
7403,Odds,"(MW),(D),(S),(BW)",Bars,940/322-2996,1205 Lamar,Witchita Falls,TX,,,,2002,3/19/2024 4:26pm
7404,Eagle Star Ranch,"(GF),(GO)",Accommodations,"435/335-7438, working 350-acre ranch",330 E Boulder Pines Rd,Boulder,UT,,,,2002,3/19/2024 4:27pm
7405,Capitol Reef Inn & Cafe,(GF),Accommodations,"Torrey, 435/425-3271, seasonal, hot tub, also restaurant (BW), plenty veggie",360 W Main St,Capitol Reef,UT,,,,2002,5/20/2024 12:47pm
7411,Mayor's House B&B,"(GF),(SW),(NS),(GO)",Accommodations,"(at 400 E) 435/259-3019, 888/791-2345, 2 hot tubs, full brkfst",505 East Rosetree Ln,Moab,UT,,,,2002,3/19/2024 4:35pm
