Auto#,title,unclear_address,streetaddress,description,amenityfeatures,type,city,state,notes,unclear type or question,Year,Last Modified
3263,Temptations,,10235 W Grand Ave,"455-0008 4pm-4am, from 6pm Fri-Sun","(*),(W),(D),(TG),(E),(WC)",Bars & Nightclubs,Franklin Park ,IL,"amenity features include ""EC"" which could be a typo for ""WC"".",,1998,7/2/2024 3:53pm
3701,Trips Unlimited,,10249 Cashel Ave,927-7191/800-256-9661 gay-owned/run,,Travel Agents,Baton Rouge,LA,,,1998,7/2/2024 3:53pm
6462,Joan Sher Travel Consultants at GK Travel ,,10260 SW Greenburg Rd ,#150 244-0344/(800) 200-0344 ask for a loan ,(TA),Travel Agents,Portland,OR,,,1998,7/2/2024 4:15pm
2405,Grace MCC,,10390 NE 2nd Ave,Miami Shores 758-6822 11:30am Sun,,Spiritual Groups,Miami,FL,,,1998,1/29/2024 3:48pm
698,Escapades,,10437 Burbank Blvd, N Hollywood 508-7008 1pm-2am,"(*),(MW),(NH),(S),(WC)",Bars & Nightclubs,North Hollywood,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
4061,Your Travel Agent in Beltsville,,10440 Baltimore Blvd,937-0966/(800) 872-8537,(TA),Travel Agents,Beltsville,MD,,,1998,7/2/2024 3:53pm
697,The Bullet,,10522 Burbank Blvd," N Hollywood 760-9563 noon-2am, til 4am Fri-Sat, patio","(M),(L)",Bars & Nightclubs,North Hollywood,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
2399,Jacquin Travel,,10530 NW 26th St ,#F-105 592-5882/(800) 367-3249,(TA),Travel Agents,Miami,FL,,,1998,7/2/2024 4:15pm
272,Blue Fish Cove Resort,,10573 E Hwy 20," Clearlake Oaks 998-1769 lakeside resort cottages, boat facilities",(GF),Accommodations,Clearlake Oaks,CA,"Listed under ""Clearlake, CA""",,1998,7/2/2024 6:19pm
2638,Golden Arrow,,10604 Gandy Blvd,"577-7774, 1pm-2am; also 'Just A Hole in the Wall' shop, 9:30am-1am Fri-Sat, 4pm-9pm Sun","(M),(NH),(WC)",Bars & Nightclubs,St. Petersburg,FL,,checked,1998,2/8/2024 10:31am
2642,VIP Lounge & Mexican Food Grill,,10625 Gulf Blvd,"360-5062, 10am-2am","(GF),(WC)",Bars & Nightclubs,St. Petersburg,FL,,,1998,2/8/2024 10:32am
6044,U4ia,,10630 Berea Rd,631-7111 9:30pm-3am Fri-Sun,"(*),(MW),(D),(S),(WC)",Bars & Nightclubs,Cleveland,OH,,,1998,7/2/2024 3:53pm
139,Dolphin Travel Services,,10632-B N Scottsdale Rd ,998-9191,(TA),Travel Agents,Scottsdale,AZ,,,1998,2/8/2024 10:54am
7351,Advance Damron Vacations,,10700 Northwest Fwy ,#160  682-2650/(800) 695-0880,(TA),Travel Agents,Houston,TX,,,1998,7/2/2024 4:15pm
7352,Advance Travel ,,10700 NW Fwy ,#160  682-2002/(800) 292-0500 (IGTA),(*),Travel Agents,Houston,TX,,,1998,7/2/2024 4:15pm
7783,Moonlight Bay B&B,,10710 SW Cowen Rd, Vashon Island  567-4333,(MW),Accommodations,Vashon Island,WA,"Listed under ""Seattle, WA""",,1998,7/2/2024 6:19pm
701,Jox,,10721 Burbank Blvd," N Hollywood 760-9031 4pm-2am, from noon wknds","(M),(NH),(S)",Bars & Nightclubs,North Hollywood,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
2601,Silver Chord Bookstore,,10901 Lillian Hwy,"453-6652, 10am-6pm, clsd Mon, metaphysical, lesbigay section",(WC),Bookstores & Retail Shops,Pensacola,FL,,,1998,2/8/2024 10:30am
707,Rawhide,,10937 Burbank Blvd," N Hollywood 760-9798 7pm-2am, from 2pm Sun, clsd Mon-Wed","(*),(M),(D),(CW)",Bars & Nightclubs,North Hollywood,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
923,International Cafe,,10940 River Rd,"Forestville 887-4644 6am-8pm, 8am-10pm wknds, cybercafe",(WC),Cafes,Forestville,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
2245,In Touch Tavern,,10957 Atlantic Blvd,"642-7506 noon-2am, from 3pm Sun","(MW),(NH),(BW),(WC)",Bars & Nightclubs,Jacksonville,FL,,,1998,1/29/2024 8:57am
5192,Page One,,11018 Montgomery NE,294-2026/(800) 521-4122 7am-11:30pm,,Bookstores & Retail Shops,Albuquerque,NM,,,1998,
6048,Billy's on Clifton,,11100 Clifton Blvd,"281-7722 11am-9pm, clsd Mon",,Restaurants,Cleveland,OH,,,1998,
5173,Nuevo Dia,,11110 San Rafael Ave NE,856-7910 hot tub,(MW),Accommodations,Albuquerque,NM,,,1998,7/2/2024 3:53pm
6081,Laws Leather Shop,,11112 Clifton Blvd,"961-0544 hrs vary, clsd Mon-Tue",,Erotica,Cleveland,OH,,,1998,7/2/2024 3:53pm
2684,Sacred Grounds,,11118 30th St N,631-0035,(MW),Cafes,Tampa,FL,,,1998,2/8/2024 10:33am
152,Casa Tierra Adobe B&B Inn,,11155 W Calle Pima,"578-3058 30 min from Tuscon, patio","(GF),(NS)",Accommodations,Tuscon,AZ,,,1998,2/8/2024 10:54am
731,Agate Cove Inn,,11201 N Lansing,"937-0551/(800) 527-3111 full brkfst, fireplaces","(GF),(NS)",Accommodations,Mendocino,CA,,,1998,2/8/2024 10:54am
6030,Club Sexx,,11213 Detroit Ave,221-8576 10am-2:30am,"(*),(M),(D),(S),(WC)",Bars & Nightclubs,Cleveland,OH,,,1998,7/2/2024 3:53pm
6033,The Hawk,,11217 Detroit Ave,"521-5443 10am-2:30am, from noon Sun","(MW),(NH),(WC)",Bars & Nightclubs,Cleveland,OH,,,1998,7/2/2024 3:53pm
568,The Art of Ray Helgeson,,11350 Alethea Dr, Sunland (818) 352-0557,,Bookstores & Retail Shops,Sunland,CA,"Listed under ""LA-West Hollywood""",,1998,7/2/2024 6:19pm
60,3M's Fantasy Video,,11398 Malone Creek Rd, Gordo 339-5918,,Erotica,Gordo,AL,"Listed under ""Tuscaloosa, AL""",,1998,7/2/2024 6:19pm
705,Oil Can Harry's,,11502 Ventura Blvd," Studio City 760-9749 9pm-2am, from 7:30pm Tue &Th, clsd Sun","(M),(D),(CW),(E),(S)",Bars & Nightclubs,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
6059,The Clifton Web,,11512 Clifton Rd,"961-1120 10am-9pm, noon-5pm Sun, gifts",,Bookstores & Retail Shops,Cleveland,OH,,,1998,7/2/2024 3:53pm
3700,Out & About Travel,,11528 Old Hammond Hwy,#610 272-7448,(TA),Travel Agents,Baton Rouge,LA,,,1998,
1513,Breezes Pub & Grill,,11560 Los Osos Valley Rd,"Laguna Village #160 544-8010 8pm-2am Wed-Sat; also restaurant, Caribbean, some veggie","(MW),(D),(BW)",Bars & Nightclubs,San Luis Obispo ,CA,,,1998,1/16/2024 1:53pm
6047,Red Star Cafe,,11604 Detroit Ave,"521-7827 7am-11pm, til 1am Fri-Sat","(MW),(WC)",Cafes,Cleveland,OH,,,1998,7/2/2024 3:53pm
2229,Trinity MCC,,11604 SW Archer Rd,495-3378 10:15am Sun,(WC),Spiritual Groups,Gainesville,FL,,,1998,1/29/2024 8:46am
696,Apache Territory,,11608 Ventura Blvd," Studio City 506-0404 3pm-2am, til 4am Fri-Sat","(*),(MW),(D),(S)",Bars & Nightclubs,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
725,Video & Stuff,,11612 Ventura Blvd, Studio City 761-3162,,Erotica,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
8037,Chase on the Hill B&B,,11624 State Rd 26,868-6646 full brkfst ,(GF),Accommodations,Milton,WI,,,1998,7/2/2024 3:53pm
710,JP Travel,,11632 Luanda St, Sylmar 834-2125,(TA),Travel Agents,Sylmar,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
6036,MJ's Place,,11633 Lorain Ave,"476-1970 4pm-2:30am, clsd Sun, 'the gay Cheers'","(*),(M),(NH),(P),(K)",Bars & Nightclubs,Cleveland,OH,,,1998,7/2/2024 3:53pm
7927,First Discount Travel ,,11700 NE 95th St ,#110 896-6200/(800) 848-1926 ask for Carl ,(TA),Travel Agents,Vancouver,WA,,,1998,7/2/2024 4:15pm
2407,Biscayne Books & Video,,11711 Biscayne Blvd,891-3475 24hrs,,Erotica,Miami,FL,,,1998,1/29/2024 3:50pm
6035,Legends,,11718 Detroit,"Lakewood 226-1199 11am-2:30am, from 7pm Sun","(*),(M),(D),(K)",Bars & Nightclubs,Lakewood,OH,"Listed under ""Cleveland, OH""",,1998,
913,Riverbend Campground & RV Park,,11820 River Rd,Forestville 887-7662,"(GF),(WC)",Accommodations,Forestville,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
704,Oasis,,11916 Ventura Blvd," Studio City 980-4811 3pm-2am, piano bar",(MW),Bars & Nightclubs,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
1617,Good Samaritan MCC,,11931 Washington Blvd,"696-6214 10am Sun, 7:30pm Wed Bible Study",,Spiritual Groups,Whittier,CA,,,1998,2/8/2024 10:54am
1616,Together in Pride AA,,11931 Washington Blvd ,(Church) 696-6213 (church#) 7:30pm Th,,Info Lines & Services,Whitter,CA,,,1998,7/2/2024 4:27pm
708,Venture Inn,,11938 Ventura Blvd," Studio City 769-5400 lunch & dinner, champagne brunch Sun, cont'l full bar","(*),(MW),(WC)",Restaurants,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
7739,Magazine City ,,12063 124th Ave NE,820-9264,"(*),(NS)",Bookstores & Retail Shops,Kirkland,WA,,,1998,7/2/2024 3:53pm
359,Craig’s Travel Service,,12089 Euclid St,638-7381,(TA),Travel Agents,Garden Grove,CA,,,1998,2/8/2024 10:54am
71,China Lights,,12110 Business Blvd, Eagle River 694-8080 10:30am-10pm,,Restaurants,Eagle River,AK,"Listed under ""Anchorage, AK""",,1998,7/2/2024 6:19pm
4453,Off Broadway East,,12215 Harper St ,521-0920 9pm-2am ,"(M),(D),(YC)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
4447,The Edge ,,12322 Contant ,"891-3343 4pm-2am, from 2pm wknds, patio ","(M),(D),(S)",Bars & Nightclubs,Detroit,MI,,,1998,6/25/2024 1:30pm
720,Le Sex Shoppe,,12323 Ventura Blvd, Studio City 760-9352 24hrs,,Erotica,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
4429,Stelle Wunderschönes ,,12410 Entrim Dr ,"599-2847 full brkfst, cedar ",(MW),Accommodations,Atwood,MI,,,1998,7/2/2024 3:53pm
1764,Grandview Lodge,,12429 Hwy 34,"627-3914 sundeck, hot tub","(*),(GF)",Accommodations,Grand Lake,CO,,,1998,2/8/2024 10:54am
706,Queen Mary,,12449 Ventura Blvd," Studio City 506-5619 11am-2am, clsd Mon-Tue, shows wknds","(*),(GF),(S)",Bars & Nightclubs,Studio City,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
7356,Golden Globetrotters,,12600 Bissonnet ,#A4 495-2822,(TA),Travel Agents,Houston,TX,,,1998,7/2/2024 4:15pm
915,Schoolhouse Canyon Park,,12600 River Rd,"869-2311 private beach, campground, RV sites","(GF),(SW)",Accommodations,Russian River,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
2636,Sea Oats & Dunes,,12629 Gulf Blvd,"367-7568, directly on the Gulf of Mexico","(GF),(SW)",Accommodations,Treasure Island,FL,"Listed under ""St. Petersburg""",,1998,2/8/2024 10:31am
361,Hip Pocket,,12686 Garden Grove Blvd,638-8595,,Erotica,Garden Grove,CA,,,1998,2/8/2024 10:54am
7712,East Shore Unitarian Church ,,12700 SE 32nd St ,747-3780 9:15am & 11:15am Sun (10am summers),(WC),Spiritual Groups,Bellevue,WA,,,1998,7/2/2024 3:53pm
7295,The Berryhill II,,12726 North Fwy ,873-8810 6pm-2am ,"(MW),(NH),(D),(E),(WC)",Bars & Nightclubs,Houston,TX,,,1998,7/2/2024 3:53pm
657,Roman Holiday,,12814 Venice Blvd, Mar Vista 391-0200 24 hrs,(MO),Men's Clubs,Mar Vista,CA,"Listed under ""L.A-West L.A. & Santa Monica""",,1998,7/2/2024 6:19pm
237,Gay/Lesbian Community Services Center,,12832 Garden Grove Blvd ,#A 534-0862 10am-10pm,,Info Lines & Services,Anaheim,CA,,,1998,7/2/2024 4:15pm
2710,Radcliff Travel & Tours,,13090 North A1A,,(TA),Travel Agents,Vero Beach ,FL,,,1998,2/8/2024 1:08pm
3081,Clubhouse Players,,13126 S Western,"389-6688 8pm-2am, til 3am Fri-Sat","(MW),(D),(TG),(S),(WC)",Bars & Nightclubs,Blue Island,IL,,,1998,2/12/2024 5:25pm
2690,Deluxe Travel Proffesional  int'l,,13186 N Dale Mabry Hwy ,,(TA),Travel Agents,Tampa,FL,,,1998,2/8/2024 11:05am
6084,Rocky's Entertainment & Emporium,,13330 Brookpark Rd,267-4936 24hrs,,Erotica,Cleveland,OH,,,1998,7/2/2024 3:53pm
4481,TNT Health Club Complex ,,13333 W 8-Mile Rd ,(enter rear) 341-5322 24hrs ,"(*),(MO),(PC)",Men's Clubs,Detroit,MI,,,1998,7/2/2024 3:53pm
2377,Sports Page Pub,,13344 66th St N,"538-2430 noon-2am, from 1pm Sun, sports bar","(MW),(F),(WC)",Bars & Nightclubs,Largo,FL,,,1998,1/29/2024 3:26pm
711,"Meridian Destinations, Inc.",,13400 Riverside Dr ,"#111, Sherman Oaks 986-6868",(TA),Travel Agents,Sherman Oaks,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 4:15pm
894,Applewood-An Estate Inn,,13555 Hwy 116,"Guerneville 869-9093/ (800) 555-8509 21+, full brkfst","(GF),(F),(SW),(NS),(WC)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
699,Gold 9,,13625 Moorpark St," Sherman Oaks 986-0285 11am-2am, from 7am wknds","(M),(NH),(OC)",Bars & Nightclubs,Sherman Oaks,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
375,El Capitan,,13825 S Hawthorne Blvd ,"675-3436 4pm-2am, from noon Fri-Sun","(MW),(NH),(BW)",Bars & Nightclubs,Hawthorne,CA,,,1998,2/8/2024 10:54am
7468,St. Gabriel's Community Church,,13904 Country Rd 193,581-6923 10:30am Sun ,"(*),(NS)",Spiritual Groups,Tyler,TX,,,1998,7/2/2024 3:53pm
922,Coffee Bazaar,,14045 Armstrong Woods Rd ,"Guerneville 869-9706 7am-8pm, soups, salads & pastries",,Cafes,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
918,Molly's Country Club,,14120 Old Cazadero Rd,"Guerneville 869-0511 4pm-2am, from noon wknds, til midnight Sun-Th","(MW),(D),(CW),(F)",Bars & Nightclubs,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
2189,Southport Travel,,14256 SE 7th St,761-1500,(TA),Travel Agents,Fort Lauderdale,FL,,,1998,1/25/2024 1:25pm
717,Roman Holiday,,14435 Victory Blvd, Van Nuys 780-1320 24hrs,"(MO),(SW)",Men's Clubs,Van Nuys,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
7361,Uniglobe Universal Travel,,14455 Memorial Dr ,497-1668 ,(TA),Travel Agents,Houston,TX,,,1998,7/2/2024 3:53pm
934,MCC of the Redwood Empire,,14520 Armstrong Woods Rd,"(Guerneville Community Church), Guerneville 869-0552 6pm Sun",,Spiritual Groups,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
333,Le Sex Shoppe,,14589 Valley Blvd,350-4717 24hrs,,Erotica,Fontana,CA,,,1998,2/8/2024 10:54am
2379,Surf & Sand Lounge/Back Room Bar,,14601 Gulf Blvd,"391-2680 1pm-2am, beach access","(M),(NH),(WC)",Bars & Nightclubs,Madeira Beach,FL,,,1998,1/29/2024 3:27pm
277,Kathy's Inn,,14677 Lake Shore Dr,"994-9933 lunch Wed-Fri, open from 4pm wknds, clsd Mon-Tue, full bar",(WC),Restaurants,Clearlake,CA,,,1998,2/8/2024 10:54am
909,Paradise Cove Resort,,14711 Armstrong Woods Rd,"Guerneville 869-2706 hot tub, fireplaces, studio units, decks","(MW),(SW),(WC)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
4445,The Deck ,,14901 E Jefferson ,"822-1991 4pm-2am, from 6:30pm Mon ","(M),(NH),(S)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
2674,Keith's Lounge,,14905 N Nebraska,"971-3576, 1pm-3am","(M),(NH)",Bars & Nightclubs,Tampa,FL,,,1998,2/8/2024 10:33am
2408,Cloverleaf Book & Video,,14907 NW 7th Ave,681-2001 24hrs,,Erotica,Miami,FL,,,1998,1/29/2024 3:50pm
1604,Oasis Adult Dept. Store,,14949 Palmdale Rd,241-0788,,Erotica,Victorville,CA,,,1998,2/8/2024 10:54am
927,Hiding Place,,15025 River Rd,"Guerneville 869-2887 8am-9pm, homecooking, some veggie",,Restaurants,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
6191,Glenlaurel--A Scottish Country Inn & Cottages,,15042 Mt Olive Rd,Rockbridge 385-4070/(800) 809-7378 fill brkfst & dinner,"(GF),(NS)",Accommodations,Rockbridge,OH,"Listed under ""Logan, OH""",,1998,7/2/2024 3:53pm
7742,Lynnwood Tattoo,,15315 Hwy 99 ,#7 742-8467,"(*),(NS)",Erotica,Lynnwood,WA,,,1998,7/2/2024 4:15pm
925,Burdon's,,15405 River Rd,"Guerneville 869-2615 call for hours, cont'l/pasta, plenty veggie","(MW),(WC)",Restaurants,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
2077,Turtle Club,,15481 49th St N,524-8777 gay night Sun only,"(GF),(D),(WC)",Bars & Nightclubs,Clearwater,FL,,,1998,2/8/2024 10:54am
4569,Warren Woods Inn,,15506 Lakeshore Rd,"469-5880/(800)358-4754 full brkfst, jacuzzis, fireplaces",(GF),Accommodations,Union Pier,MI,,,1998,7/2/2024 3:53pm
6080,Hide Park Leather,,15521 Detroit Ave,Lakewood 529-9699 clsd Mon,,Erotica,Lakewood,OH,"Listed under ""Cleveland, OH""",,1998,7/2/2024 3:53pm
4441,Backstreet ,,15606 Joy Rd,272-8959 9pm-2am Wed & Sat ,"(*),(M),(D),(YC),(WC)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
3348,Marly's,,15615 N Cave Creek Rd,867-2463 3pm-1am,"(MW),(NH),(F),(E)",Bars & Nightclubs,Phoenix,AZ,,,1998,4/3/2024 11:36am
4083,Open Door MCC,,15817 Barnesville Rd,601-9112 9am & 10:30am Sun,,Spiritual Groups,Rockville,MD,,,1998,7/2/2024 3:53pm
917,The Willows,,15905 River Rd,Guerneville 869-2824/(800) 953-2828 old-fashioned country lodge & campground,"(MW),(NS)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
910,Redwood Grove RV Park & Campground,,16140 Neely Rd,Guerneville 869-3670,(GF),Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
929,River Inn Restaurant,,16141 Main St,"Guerneville 869-0481 seasonal, local favorite",(WC),Restaurants,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
933,Up the River,,16212 Main St,"Guerneville 869-3167 cards, ifts, T-shirts & more",,Bookstores & Retail Shops,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
920,Rainbow Cattle Co. ,,16220 River Rd,Guerneville 869-0206 6am-2am,"(M),(NH)",Bars & Nightclubs,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
921,River Business,,16225 Main St ,Guerneville 869-3400,"(M),(NH),(F),(WC)",Bars & Nightclubs,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
919,Mr. T's Bullpen,,16246 1st St ,"Guerneville 869-3377 10am-2am, patio","(MW),(NH),(WC)",Bars & Nightclubs,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
930,Sweet's River Grill,,16251 Main St,Guerneville 869-3383 noon-9pm,"(*),(BW)",Restaurants,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
908,Mountain Lodge,,16350 First St,"Guerneville 869-3722 apartments, hot tub","(MW),(SW),(WC)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
932,River Reader,,16355 Main St,"Guerneville 869-2240 10am-6pm, extended hrs during summer",,Bookstores & Retail Shops,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
924,Big Bertha's Burgers,,16357 Main St,Guerneville 869-2239 11am-8pm,(BW),Restaurants,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
914,Russian River Resort/Triple 'R' Resort,,16390 4th St ,"Guerneville 869-0691/(800) 417-3767 hot tub, cocktail lounge; also full restaurant, some veggie","(MW),(E),(V),(SW),(N),(WC)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
926,Flavors Unlimited,,16450 Main St,"(River Rd.), Guerneville 869-0425 hours vary, custom-blended ice cream",,Restaurants,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
901,Fife's Resort,,16467 River Rd ,"Guerneville 869-0656/(800)734-3371 cabins & 60-100 campsites; also bar (D), (CW); also full restaurant, some veggie","(MW),(SW),(WC),(TA)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
4487,Uptown Book Store ,,16541 Woodward Ave ,869-9477,,Erotica,Detroit,MI,,,1998,7/2/2024 3:53pm
900,Fern Grove Inn,,16650 River Rd ,Guerneville 869-9083/(800)347-9083 cottages,"(GF),(SW)",Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
6357,Diamond Stone Guest Lodge & Gallery ,,16693 Sprague Loop ,536-6263/(800) 600-6263 full brkfst,(GF),Accommodations,La Pine,OR,,,1998,
6079,Brookpark News & Books,,16700 Brookport Rd,267-9019 24 hrs,,Erotica,Cleveland,OH,,,1998,7/2/2024 3:53pm
898,Faerie Ring Campground,,16747 Armstrong Woods Rd,"Guerneville 869-2746 on 14 acres, campsites, RV sites",(GF),Accommodations,Guerneville,CA,"Listed under ""Russian River, CA""",,1998,7/2/2024 6:28pm
4454,The Other Side ,,16801 Plymouth ,836-2324 noon-2am ,"(M),(NH),(F),(WC)",Bars & Nightclubs,Detroit,MI,,,1998,6/25/2024 1:34pm
7355,Future Travel,,16850 Diana Ln ,480-1988,(TA),Travel Agents,Houston,TX,,,1998,7/2/2024 3:53pm
1603,West Side 15,,16868 Stoddard Wells Rd,243-9600 2pm02am,"(MW),(BW)",Bars & Nightclubs,Victorville,CA,,,1998,2/8/2024 10:54am
4448,Gigi's ,,16920 W Warren ,"(enter rear) 584-6525 noon-2am, from 2pm wknds ","(M),(D),(TG),(K),(S)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
2390,The Boardwalk,,17008 Collins Ave,949-4119 6am-5am,"(*),(M),(S)",Bars & Nightclubs,Miami,FL,,,1998,1/29/2024 3:33pm
2393,The Park Place,,17032 Collins Ave,949-4112 3pm-6am,"(M),(S),(V)",Bars & Nightclubs,Miami,FL,,,1998,1/29/2024 3:35pm
2396,Sugar's,,17060 W Dixie,940-9887 3pm-6am,"(M),(NH),(D),(V),(WC)",Bars & Nightclubs,Miami,FL,,,1998,2/8/2024 10:54am
4676,Lofty Oaks Inn,,17288 Hwy 67,"392-6722/(800) 280-4361 full brkfst, hot tub","(GF),(SW)",Accommodations,Biloxi,MS,,,1998,7/2/2024 3:53pm
4460,Tiffany's ,,17436 Woodward ,"883-7162 8pm-2am, from 2pm Sun, clsd Mon","(*),(M),(D),(CW)",Bars & Nightclubs,Detroit,MI,,,1998,6/25/2024 1:36pm
4452,Numbers ,,17518 Woodward ,868-9145 8pm-4am ,"(M),(V),(YC)",Bars & Nightclubs,Detroit,MI,,,1998,6/25/2024 1:33pm
4466,La Dolce Vita ,,17546 Woodward Ave,"865-0331 4pm-2am, 11am-midnight Sun, clsd Mon-Tue, Italian, patio ","(MW),(WC)",Restaurants,Detroit,MI,,,1998,7/2/2024 3:53pm
902,Golden Apple Ranch,,17575 Fitzpatrick Ln,Occidental 874-3756,(GF),Accommodations,Occidental,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
6073,Integrity NE Ohio,,18001 Detroit,(St. Peter's Church) 939-0405 5pm 3rd Sun,,Spiritual Groups,Cleveland,OH,,,1998,
2411,Perrine Books & Video,,18093 S Dixie Hwy,233-3913,,Erotica,Miami,FL,,,1998,1/29/2024 3:51pm
2501,Distinctive Travel Company,,18327 NE 19th Ave,931-4443/(800) 216-6170,(TA),Travel Agents,Miami Beach,FL,"Listed under ""Miami Beach/South Beach""",,1998,2/8/2024 10:23am
4439,Adams Apple ,,18931 W Warren ,240-8482 3pm-2am ,"(M),(NH)",Bars & Nightclubs,Detroit,MI,,,1998,7/2/2024 3:53pm
4459,Stingers Lounge ,,19404 Sherwood ,"892-1765 6pm-5am, from 8pm wknds ","(MW),(NH),(F)",Bars & Nightclubs,Detroit,MI,,,1998,6/25/2024 1:36pm
709,Classic Cruise & Travel,,19626 Ventura Blvd ,"#216, Tarzana 346-8747",(TA),Travel Agents,Tarzana,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 4:15pm
912,Rio Villa Beach Resort,,20292 Hwy 116,"Monte Rio 865-1143 cabins, on the river",(GF),Accommodations,Monte Rio,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
1557,Waldorf Travel,,20920 E Cliff Dr,475-6149,(TA),Travel Agents,Santa Cruz,CA,,,1998,2/8/2024 10:54am
903,Highland Dell Inn,,21050 River Blvd,Monte Rio 865-1759/(800)767-1759 full brkfst,"(GF),(SW),(NS)",Accommodations,Guerneville,CA,"Listed under ""Russian River""",,1998,2/8/2024 10:54am
2065,Choices,,21073 Powerline Rd 2nd fl,"482-2195 3pm-2am, til 3am Fri-Sat","(M),(D),(V),(WC)",Bars & Nightclubs,Boca Raton,FL,,,1998,2/8/2024 10:54am
721,Le Sex Shoppe,,21625 Sherman Way, Canoga Park 992-9801 24hrs,,Erotica,Canoga Park,CA,"Listed under ""L.A.-Valley""",,1998,7/2/2024 6:19pm
376,Rainbow Room,,21859 Mission Blvd,582-8078 noon-2am ,"(MW),(D)",Bars & Nightclubs,Hayward,CA,,,1998,2/8/2024 10:54am
4442,The Body Shop ,,22061 Woodward Ave," Ferndale  (248) 398-1940 4pm-2am, from 5pm Sat, from 2pm Sun",,Bars & Nightclubs,Ferndale,MI,"Listed under ""Detroit, MI""",,1998,7/2/2024 6:19pm
