"title","description","streetaddress","type","amenityfeatures","city","state","Year","notes","full.address","lat","lon","geoAddress","status","unclear_address","ID"
"Piedmont Park","parking lot & nature trails","","Cruising Areas","Cruisy Area,(AYOR)","Atlanta","GA",1981,"",", GA",33.785086,-84.373803,"unclear_coded_by_hand","Verified Location",NA,"1981-GA-3321"
"Pier 9","(Disco)(Snacks)(Super lights & sound show)","1824 Half St. S.W.","Bars/Clubs","(YC),(*),(D),(M)","Washington","DC",1981,"","1824 Half St. S.W., Washington, DC",38.8674472,-77.0103351,"1824 half st sw, washington, dc 20024, usa","Google Verified Location",NA,"1981-DC-3322"
"Pier 54","China Basin at Pier 54","","Restaurant","(R),(M)","San Francisco","CA",1981,"",", CA",37.769992,-122.384475,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3323"
"Pier 86","(Summers only) Cherry Grove Ferry Dock","","Bars/Clubs","","Saranac Lake","NY",1981,"",", NY",40.727256,-73.071916,"unclear_coded_by_hand","Verified Location",NA,"1981-NY-3324"
"Pier Park","","","Cruising Areas","Cruisy Area","Grand Island","NE",1981,"",", NE",40.917855,-98.336962,"unclear_coded_by_hand","Verified Location",NA,"1981-NE-3325"
"Pierce Island","Dock area","","Cruising Areas","Cruisy Area","Portsmouth","NH",1981,"",", NH",43.074656,-70.742555,"unclear_coded_by_hand","Verified Location",NA,"1981-NH-3326"
"Pigalle Club","(Latins) 441 E. Franklin","441 E. Franklin","Bars/Clubs","(OC),(PT)","El Paso","TX",1981,"","441 E. Franklin, El Paso, TX",31.7630176,-106.4872643,"441 e franklin ave, el paso, tx 79901, usa","Google Verified Location",NA,"1981-TX-3327"
"Pigeon House Patio","","303 Whitehead","Restaurant","(PE),(R),(M),(*)","Key West","FL",1981,"","303 Whitehead, Key West, FL",24.5572854,-81.8052749,"303 whitehead st, key west, fl 33040, usa","Google Verified Location",NA,"1981-FL-3328"
"Pilgrim House","","336 Commercial St.","Hotel","(H)","Provincetown","MA",1981,"","336 Commercial St., Provincetown, MA",42.0528506,-70.1849827,"historic district, 336 commercial st, provincetown, ma 02657, usa","Google Verified Location",NA,"1981-MA-3329"
"Pimento","(Lunches only)","139 8th St.","Restaurant","(R),(M)","San Francisco","CA",1981,"","139 8th St., San Francisco, CA",37.7771672,-122.412597,"139 8th st, san francisco, ca 94103, usa","Google Verified Location",NA,"1981-CA-3330"
"Pin Up","& adj. Nite Owl & Middle Room","2228 Park Ave.","Bars/Clubs","","Miami Beach","FL",1981,"","2228 Park Ave., Miami Beach, FL",25.7988876,-80.1303187,"2228 park ave, miami beach, fl 33139, usa","Google Verified Location",NA,"1981-FL-3331"
"Pine Grove","betw. Surf & Oakdale","","Cruising Areas","Cruisy Area","Chicago","IL",1981,"",", IL",41.878114,-87.629798,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-IL-3332"
"Pine Grove Park","","","Cruising Areas","Cruisy Area","Port Huron","MI",1981,"",", MI",42.988158,-82.427538,"unclear_coded_by_hand","Verified Location",NA,"1981-MI-3333"
"Pine View Reservoir","Cemetary Point","","Cruising Areas","Cruisy Area","Ogden","UT",1981,"",", UT",41.262437,-111.794879,"unclear_coded_by_hand","Verified Location",NA,"1981-UT-3334"
"Pines & Company","(Tired drag shows) nr. Jones St.","1093 Pine","Bars/Clubs","","San Francisco","CA",1981,"","1093 Pine, San Francisco, CA",37.7902655,-122.413805,"1093 pine st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-3335"
"Pines Guest House","","521 United St.","Hotel","(H),(*)","Key West","FL",1981,"","521 United St., Key West, FL",24.5488458,-81.7967071,"521 united st, key west, fl 33040, usa","Google Verified Location",NA,"1981-FL-3336"
"Pines West","","1380 Indian Ave.","","","Palm Springs","CA",1981,"","1380 Indian Ave., Palm Springs, CA",33.8302961,-116.5452921,"palm springs, ca, usa","Google Verified Location",NA,"1981-CA-3337"
"Pink Elephant","","1218 Leland","Bars/Clubs","(OC)","Houston","TX",1981,"","1218 Leland, Houston, TX",29.7511158,-95.366607,"1218 leeland, houston, tx 77002, usa","Google Verified Location",NA,"1981-TX-3338"
"Pink Elephant","(Cruisy)(Disco)","2810 Main St.","Bars/Clubs,Cruising Areas","(D),(*)","Santa Monica","CA",1981,"","2810 Main St., Santa Monica, CA",33.9998062,-118.4817259,"2810 main st, santa monica, ca 90405, usa","Google Verified Location",NA,"1981-CA-3339"
"Pioneer Park","at 3rd Ave. (AYOR WE)","5th St.","Cruising Areas","Cruisy Area,(AYOR),(WE)","Lewiston","ID",1981,"","5th St., ID",46.419486,-117.025451,"unclear_coded_by_hand","Verified Location",NA,"1981-ID-3340"
"Pioneer Park","","","Cruising Areas","Cruisy Area","Walla Walla","WA",1981,"",", WA",46.065608,-118.317389,"unclear_coded_by_hand","Verified Location",NA,"1981-WA-3341"
"Pioneer Park","5th W. & Center","","Cruising Areas","Cruisy Area","Provo","UT",1981,"",", UT",40.233059,-111.668294,"unclear_coded_by_hand","Verified Location",NA,"1981-UT-3342"
"Pipeline","(Guest house)","400 N.E. 2nd St.","Hotel","(H)","Ft. Lauderdale","FL",1981,"","400 N.E. 2nd St., Ft. Lauderdale, FL",26.1242461,-80.1395466,"400 ne 2nd st, fort lauderdale, fl 33301, usa","Google Verified Location",NA,"1981-FL-3343"
"Pirate Ship","(Some OC, W, SM)","116 N. Fairchild","Bars/Clubs","(W),(SM),(OC),(*)","Madison","WI",1981,"","116 N. Fairchild, Madison, WI",43.073856,-89.3879733,"116 n fairchild st, madison, wi 53703, usa","Google Verified Location",NA,"1981-WI-3344"
"Pirates Cove 'B.A.' Beach","left turn off Avila","","Cruising Areas","Cruisy Area","San Luis Obispo","CA",1981,"",", CA",35.175962,-120.715886,"unclear_coded_by_hand","Verified Location",NA,"1981-CA-3345"
"Pirates Den","Wildwood Bowling Lanes","1705 S. G arfield","Restaurant,Bars/Clubs","(M),(R),(E),(D)","Traverse City","MI",1981,"","1705 S. G arfield, Traverse City, MI",44.7362912,-85.591918,"1705 s garfield ave, traverse city, mi 49686, usa","Google Verified Location",NA,"1981-MI-3346"
"Pisces Pub","(On again, off again)","6500 Roosevelt Rd.","Bars/Clubs","","Berwin","IL",1981,"","6500 Roosevelt Rd., Berwin, IL",41.865529,-87.786551,"6500 roosevelt rd, oak park, il 60304, usa","Google Verified Location",NA,"1981-IL-3347"
"Pit Stop","(Books)","1020 N. Clark St.","Book Store","","Chicago","IL",1981,"","1020 N. Clark St., Chicago, IL",41.9008205,-87.6313627,"1020 n clark st, chicago, il 60610, usa","Google Verified Location",NA,"1981-IL-3348"
"Pitt Grill","","6th Ave. S. at 24th St.","Bars/Clubs,Restaurant","(M),(R),(C),(AH)","Birmingham","AL",1981,"","6th Ave. S. at 24th St., AL",33.509639,-86.795133,"unclear_coded_by_hand","Verified Location",NA,"1981-AL-3349"
"Pitt Grill","(Late)","400 E. Tennessee","Restaurant","(M),(R),(C)","Florence","AL",1981,"","400 E. Tennessee, Florence, AL",34.8016424,-87.6716362,"400 e tennessee st, florence, al 35630, usa","Google Verified Location",NA,"1981-AL-3350"
"Pixx Theatre","(Wed.)","","Cruising Areas,Theatre","Cruisy Area","El Paso","TX",1981,"",", TX",31.761878,-106.485022,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-3351"
"Place of Ones Own","","Main St.","Restaurant","(R),(L)","South River","NJ",1981,"","Main St., NJ",40.446495,-74.385983,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NJ-3352"
"Placer Hotel","Basement T-Room","","Cruising Areas,Hotel","Cruisy Area","Helena","MT",1981,"",", MT",46.587345,-112.038844,"unclear_coded_by_hand","Verified Location",NA,"1981-MT-3353"
"Plain & Fancy","(Downstairs) Com m ercial St.","Commercial St.","Restaurant","(R),(M),(*)","Provincetown","MA",1981,"","Commercial St., MA",42.048664,-70.188871,"unclear_coded_by_hand","Verified Location",NA,"1981-MA-3354"
"Plain Brown Wrapper","(Books, films, peep shows, liquid, toys, etc.)","1210 New York Ave. N.W.","Book Store,Bars/Clubs,Erotic Shop,Business","(*)","Washington","DC",1981,"","1210 New York Ave. N.W., Washington, DC",38.9007649,-77.0282333,"1210 new york ave nw, washington, dc 20005, usa","Google Verified Location",NA,"1981-DC-3355"
"Planters Tavern Bar","(Downstairs at Pink House)","23 Abercorn St.","Bars/Clubs","(M),(PE),(OC),(E)","Savannah","GA",1981,"","23 Abercorn St., Savannah, GA",32.0796581,-81.0898016,"23 abercorn st, savannah, ga 31401, usa","Google Verified Location",NA,"1981-GA-3356"
"Play Room","(Disco)(Some L)","590 Nepperham Ave.","Bars/Clubs","(D),(L),(*),(E),(S)","Yonkers","NY",1981,"","590 Nepperham Ave., Yonkers, NY",40.9458318,-73.8823925,"590 nepperhan ave, yonkers, ny 10703, usa","Google Verified Location",NA,"1981-NY-3357"
"Players Books","","2208 Avondale","Book Store","","Durham","NC",1981,"","2208 Avondale, Durham, NC",36.0173939,-78.8895529,"2208 avondale dr, durham, nc 27704, usa","Google Verified Location",NA,"1981-NC-3358"
"Playhouse","(Cruisy)(Some W, SM)","519 Central Ave.","Bars/Clubs,Cruising Areas","(SM),(W),(*),(D)","Albany","NY",1981,"","519 Central Ave., Albany, NY",42.6701391,-73.7781454,"519 central ave, albany, ny 12206, usa","Google Verified Location",NA,"1981-NY-3359"
"Playland","('Hustlers')('Combat Zone')","21 Essex","Bars/Clubs","(RT),(*)","Boston","MA",1981,"","21 Essex, Boston, MA",42.3522752,-71.0619906,"19-21 essex st, boston, ma 02111, usa","Google Verified Location",NA,"1981-MA-3360"
"Plaza","(Latins)(Disco)","739 N. La Brea","Bars/Clubs","(D),(S),(*)","Hollywood","CA",1981,"","739 N. La Brea, Hollywood, CA",34.0845845,-118.3443457,"739 n la brea ave, los angeles, ca 90038, usa","Google Verified Location",NA,"1981-CA-3361"
"Plaza 8","Downtown","","Cruising Areas","Cruisy Area","Sheboygan","WI",1981,"",", WI",43.750828,-87.71453,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-WI-3362"
"Plaza across the border in Matamoros","","","Cruising Areas","Cruisy Area","Brownsville","TX",1981,"",", TX",25.869029,-97.502738,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-TX-3363"
"Plaza Guest House","","11 Pearl St.","Hotel","(H)","Provincetown","MA",1981,"","11 Pearl St., Provincetown, MA",42.054698,-70.1836505,"historic district, 11 pearl st, provincetown, ma 02657, usa","Google Verified Location",NA,"1981-MA-3364"
"Plaza Road","'Hustlers' & 'chicken'","","Cruising Areas","Cruisy Area","Charlotte","NC",1981,"",", NC",35.227087,-80.843127,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-NC-3365"
"Pleasant Peasant","","555 Peachtree St. N.E.","Restaurant","(M),(PE),(R)","Atlanta","GA",1981,"","555 Peachtree St. N.E., Atlanta, GA",33.7690404,-84.3850741,"555 peachtree st ne, atlanta, ga 30308, usa","Google Verified Location",NA,"1981-GA-3366"
"Pleasant St.","","'P ' St.","Cruising Areas","Cruisy Area","Portland","ME",1981,"","'P ' St., ME",43.653321,-70.259993,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-ME-3367"
"Pleasant Stock","","421 Washington St.","Restaurant","(R)","Somerville","MA",1981,"","421 Washington St., Somerville, MA",42.3783757,-71.1068186,"421 washington st, somerville, ma 02143, usa","Google Verified Location",NA,"1981-MA-3368"
"Pleasure Chest","(Leather, books, toys, erotica, etc.) (At Club Miami Baths & Double R)","2991 Coral Way","Book Store,Erotic Shop,Bathhouses","(*)","Miami","FL",1981,"","2991 Coral Way, Miami, FL",25.7505182,-80.242182,"2991 coral way, miami, fl 33145, usa","Google Verified Location",NA,"1981-FL-3369"
"Pleasure Chest","(Leather, clothes, 'toys', etc.)","20 W. 20th St.","Erotic Shop","(*)","Greenwich Village","NY",1981,"","20 W. 20th St., Greenwich Village, NY",40.7400486,-73.9925139,"20 w 20th st, new york, ny 10011, usa","Google Verified Location",NA,"1981-NY-3370"
"Pleasure Chest","(Leather, toys, jewelry, erotica, etc.) (Georgetown)","1063 Wisconsin Ave. N.W.","Erotic Shop,Business","(*)","Washington","DC",1981,"","1063 Wisconsin Ave. N.W., Washington, DC",38.9043899,-77.0624277,"1063 wisconsin ave nw, washington, dc 20007, usa","Google Verified Location",NA,"1981-DC-3371"
"Pleasure Chest","(Leather, 'toys, jewelry, erotica, etc.)","7733 Santa Monica Blvd.","Erotic Shop","(*)","Hollywood","CA",1981,"","7733 Santa Monica Blvd., Hollywood, CA",34.0911333,-118.3576317,"7733 santa monica blvd, west hollywood, ca 90046, usa","Google Verified Location",NA,"1981-CA-3372"
"Pleasure Chest","(Leather, 'toys', erotica, etc.)","2039 Walnut St.","Erotic Shop","(*)","Philadelphia","PA",1981,"","2039 Walnut St., Philadelphia, PA",39.9508319,-75.1751267,"2039 walnut st, philadelphia, pa 19103, usa","Google Verified Location",NA,"1981-PA-3373"
"Pleasure Chest","(Leather, 'toys, jewelry, erotica, etc.)","8549 Satna Monica Blvd.","Erotic Shop","(*)","Hollywood","CA",1981,"","8549 Satna Monica Blvd., Hollywood, CA",34.0890642,-118.3776866,"8549 santa monica blvd, west hollywood, ca 90069, usa","Google Verified Location",NA,"1981-CA-3374"
"Pleasure Chest","(Leather, books, 'toys', erotica, etc.)","3143 N. Broadway","Book Store,Erotic Shop","(*)","Chicago","IL",1981,"","3143 N. Broadway, Chicago, IL",41.9388962,-87.6441427,"3143 n broadway, chicago, il 60657, usa","Google Verified Location",NA,"1981-IL-3375"
"Pleasure Chest","(Erotica, etc.)","208 Duval St.","Erotic Shop","","Key West","FL",1981,"","208 Duval St., Key West, FL",24.558487,-81.8054197,"208 duval st, key west, fl 33040, usa","Google Verified Location",NA,"1981-FL-3376"
"Pleasure Chest","(Leather, books, toys, erotica, etc.) (At Club Miami Baths & Double R)","1001 N.E. 2nd Ave.","Book Store,Erotic Shop,Bathhouses","(*)","Miami","FL",1981,"","1001 N.E. 2nd Ave., Miami, FL",25.7840846,-80.1904924,"1001 ne 2nd ave, miami, fl 33132, usa","Google Verified Location",NA,"1981-FL-3377"
"Pleasure Chest","(Leather, 'toys', jewelry, etc.)","939 2nd Ave.","Erotic Shop","(*)","Midtown","NY",1981,"","939 2nd Ave., Midtown, NY",40.7548515,-73.9688863,"939 2nd ave, new york, ny 10022, usa","Google Verified Location",NA,"1981-NY-3378"
"Pleasure Palace","(Books)","5205 Menaul N.E.","Book Store,Erotic Shop","","Albuquerque","NM",1981,"","5205 Menaul N.E., Albuquerque, NM",35.1094435,-106.5860997,"5205 menaul blvd ne, albuquerque, nm 87110, usa","Google Verified Location",NA,"1981-NM-3379"
"Pleasure Palace Book Store","","1524 E. Van Buren","Book Store","","Phoenix","AZ",1981,"","1524 E. Van Buren, Phoenix, AZ",33.451619,-112.047963,"1524 e van buren st, phoenix, az 85006, usa","Google Verified Location",NA,"1981-AZ-3380"
"Pleasure World","(Books 'n' things - erotica)","3814 E. Speedway","Book Store","(*)","Tuscon","AZ",1981,"","3814 E. Speedway, Tuscon, AZ",32.2355719,-110.9111051,"3814 e speedway blvd, tucson, az 85716, usa","Google Verified Location",NA,"1981-AZ-3381"
"Pleasure World","(Books 'n' things - erotica)","1904 S. Craycroft","Book Store","(*)","Tuscon","AZ",1981,"","1904 S. Craycroft, Tuscon, AZ",32.1994213,-110.8754227,"1904 s craycroft rd, tucson, az 85711, usa","Google Verified Location",NA,"1981-AZ-3382"
"Pleasure World","(Books 'n' things - erotica)","120 E. Congress","Book Store","(*)","Tuscon","AZ",1981,"","120 E. Congress, Tuscon, AZ",32.2218664,-110.969213,"120 e congress st, tucson, az 85701, usa","Google Verified Location",NA,"1981-AZ-3383"
"Pleasure World","(Books 'n' things - erotica)","3844 E. Grant Rd.","Book Store","(*)","Tuscon","AZ",1981,"","3844 E. Grant Rd., Tuscon, AZ",32.2503442,-110.9109751,"3844 e grant rd, tucson, az 85716, usa","Google Verified Location",NA,"1981-AZ-3384"
"Plush Room","(Cabaret) (In the Hotel York)","940 Sutter","Bars/Clubs,Hotel","(*)","San Francisco","CA",1981,"","940 Sutter, San Francisco, CA",37.7886297,-122.4159743,"940 sutter st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-3385"
"Polk Gulch Saloon","at Polk","1090 Post St.","Bars/Clubs","","San Francisco","CA",1981,"","1090 Post St., San Francisco, CA",37.7871065,-122.4196194,"1090 post st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-3386"
"Polk Street Connection","","1722 Sacramento","Restaurant","(R)","San Francisco","CA",1981,"","1722 Sacramento, San Francisco, CA",37.7915485,-122.421442,"1722 sacramento st, san francisco, ca 94109, usa","Google Verified Location",NA,"1981-CA-3387"
"Polkstrasse","betw. Post & Union","Polk St.","Cruising Areas","Cruisy Area,(*)","San Francisco","CA",1981,"","Polk St., CA",37.77493,-122.419415,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-CA-3388"
"Pontchartrain Beach","","","Cruising Areas","Cruisy Area,(B)","New Orleans","LA",1981,"",", LA",30.033257,-90.062016,"unclear_coded_by_hand","Verified Location",NA,"1981-LA-3389"
"Pontiac Hotel","","316 6th Ave.","Hotel","","Asbury Park","NJ",1981,"","316 6th Ave., Asbury Park, NJ",40.2264485,-74.0028594,"316 sixth ave, asbury park, nj 07712, usa","Google Verified Location",NA,"1981-NJ-3390"
"Pony Village Shopping Center","upstairs T-Room","","Cruising Areas","Cruisy Area","Coos Bay-North Bend","OR",1981,"",", OR",43.404395,-124.23426,"unclear_coded_by_hand","Verified Location",NA,"1981-OR-3391"
"Poop Deck","(Lower deck disco)(Liquor)Marlin Beach Hotel (Ft. Lauderdale Beach)","17 S. Atlantic Blvd.","Bars/Clubs,Restaurant,Hotel","(YC),(*),(D),(R),(S),(E)","Ft. Lauderdale","FL",1981,"","17 S. Atlantic Blvd., Ft. Lauderdale, FL",26.1223583,-80.1048419,"17 s atlantic blvd, fort lauderdale, fl 33316, usa","Google Verified Location",NA,"1981-FL-3392"
"Poor Richard's","at Converse","E. Lincoln Way","Bars/Clubs","(M)","Cheyenne","WY",1981,"","E. Lincoln Way, WY",41.138426,-104.79007,"unclear_coded_by_hand","Verified Location",NA,"1981-WY-3393"
"Poor Richard's","","9th & Quincy","Restaurant","(M),(R),(C),(AH),(*)","Topeka","KS",1981,"","9th & Quincy, KS",39.046985,-95.673696,"unclear_coded_by_hand","Verified Location",NA,"1981-KS-3394"
"Poor Richard's Buttery","","1208 Simonton St.","Restaurant","(PE),(M),(R),(*)","Key West","FL",1981,"","1208 Simonton St., Key West, FL",24.5496172,-81.7964936,"1208 simonton st, naval air station key west, fl 33040, usa","Google Verified Location",NA,"1981-FL-3395"
"Poor Richard's Dairy & Deli","","","Cruising Areas,Business","Cruisy Area","Nescopeck","PA",1981,"",", PA",41.052029,-76.220767,"unclear_coded_by_hand","Location could not be verified. General city or location coordinates used.",NA,"1981-PA-3396"
"Pop's Club 99","(Cruisy)(Park in back)","1099 S. Virginia","Bars/Clubs,Cruising Areas","(D),(*)","Reno","NV",1981,"","1099 S. Virginia, Reno, NV",39.5127131,-119.8068565,"1099 s virginia st, reno, nv 89502, usa","Google Verified Location",NA,"1981-NV-3397"
"Port of Call","","425 Front St.","Restaurant","(M),(R)","Key West","FL",1981,"","425 Front St., Key West, FL",24.5601113,-81.8064874,"425 front st, key west, fl 33040, usa","Google Verified Location",NA,"1981-FL-3398"
"Portage House","(Disco-D -downstairs -can enter thru backdoor) (Portage)","10441 Shaver Rd.","Restaurant,Bars/Clubs","(R),(*),(YC),(D)","Kalamazoo","MI",1981,"","10441 Shaver Rd., Kalamazoo, MI",42.1651399,-85.6179095,"10441 shaver rd, portage, mi 49024, usa","Google Verified Location",NA,"1981-MI-3399"
