"title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","Year","full.address","lon","lat","geoAddress","status","notes","ID"
"Old Wives Tales","1300 E. Burnside St.",NA,"238-0470 8am-10pm","Portland","OR","(MX)","Restaurants & Cafes",1993,"1300 E. Burnside St. ,  Portland ,  OR",-122.6523974,45.5226528,"old wives' tales restaurant in portland, 1300 e burnside st, portland, or 97214, usa","Geocoded",NA,"1993-OR-4912"
"Starky's","2913 SE Stark St.",NA,"230-7980 11am-2:30am, full bar","Portland","OR","(*),(MX),(NH)","Restaurants & Cafes",1993,"2913 SE Stark St. ,  Portland ,  OR",-122.6356422,45.5195418,"2913 se stark st, portland, or 97214, usa","Geocoded",NA,"1993-OR-4913"
"Tacs","1201 SW 12th",NA,"224-5060 11am-2:30am, full bar & piano lounge","Portland","OR","(MW)","Restaurants & Cafes",1993,"1201 SW 12th ,  Portland ,  OR",-122.6862971,45.5173756,"1201 sw 12th ave, portland, or 97205, usa","Geocoded",NA,"1993-OR-4914"
"Club Portland","303 SW 12th Ave.",NA,"227-9992 24hrs","Portland","OR","(*),(PC)","Gyms/Health Clubs",1993,"303 SW 12th Ave. ,  Portland ,  OR",-122.6834309,45.5227888,"303 sw 12th ave, portland, or 97205, usa","Geocoded",NA,"1993-OR-4915"
"Inner City Hot Springs","2927 NE Everett St.",NA,"238-4010 wellness center, 11am-11pm","Portland","OR","(MX)","Gyms/Health Clubs",1993,"2927 NE Everett St. ,  Portland ,  OR",-122.6352891,45.5252083,"2927 ne everett st, portland, or 97232, usa","Geocoded",NA,"1993-OR-4916"
"Olympic Steam Bath-Downtown","509 SW 4th Ave.",NA,"227-5718 10am-8pm, til 6pm Sat, clsd Sun","Portland","OR","(PC),(V)","Gyms/Health Clubs",1993,"509 SW 4th Ave. ,  Portland ,  OR",-122.676226,45.519704,"509 sw 4th ave, portland, or 97204, usa","Geocoded",NA,"1993-OR-4917"
"Princeton Athletic Club","614 SW 11th Ave.",NA,"222-2639","Portland","OR","(MX)","Gyms/Health Clubs",1993,"614 SW 11th Ave. ,  Portland ,  OR",-122.6823083,45.5205653,"614 sw 11th ave, portland, or 97205, usa","Geocoded",NA,"1993-OR-4918"
"Catbird Seat Books","913 SW Broadway",NA,"222-5817, 9:30am-9:30pm","Portland","OR","","Bookstores/Retail Shops",1993,"913 SW Broadway ,  Portland ,  OR",-122.6807996,45.5179029,"913 sw broadway, portland, or 97205, usa","Geocoded",NA,"1993-OR-4919"
"Ladd's Editions","1864 SE Hawthorne Blvd.",NA,"236-4628, 10am-6pm","Portland","OR","","Bookstores/Retail Shops",1993,"1864 SE Hawthorne Blvd. ,  Portland ,  OR",-122.6463508,45.5120227,"1864 se hawthorne blvd, portland, or 97214, usa","Geocoded",NA,"1993-OR-4920"
"Liz Long Gallery/Urban Art Retreat","1833 NE 2nd Ave.",NA,"281-5386","Portland","OR","","Bookstores/Retail Shops",1993,"1833 NE 2nd Ave. ,  Portland ,  OR",-122.6639304,45.5363619,"1833 ne 2nd ave, portland, or 97212, usa","Geocoded",NA,"1993-OR-4921"
"Looking Glass Bookstore","318 SW Taylor",NA,"227-4760, 10am-6pm, clsd Sun","Portland","OR","","Bookstores/Retail Shops",1993,"318 SW Taylor ,  Portland ,  OR",-122.67678,45.5168928,"318 sw taylor st, portland, or 97204, usa","Geocoded",NA,"1993-OR-4922"
"Powell's Books","1005 W. Burnside St.",NA,"(New & Used) 228-4651, 9am-11pm, til 9pm Sun","Portland","OR","","Bookstores/Retail Shops",1993,"1005 W. Burnside St. ,  Portland ,  OR",-122.6812929,45.5232048,"1005 w burnside st, portland, or 97209, usa","Geocoded",NA,"1993-OR-4923"
"The Store","721 SW 10th Ave.",NA,"222-5888, 10am-6pm, clsd Sun","Portland","OR","","Bookstores/Retail Shops",1993,"721 SW 10th Ave. ,  Portland ,  OR",-122.6824324,45.5197779,"721 sw 10th ave, portland, or 97205, usa","Geocoded",NA,"1993-OR-4924"
"Twenty-Third Ave. Books","1015 NW 23rd Ave.",NA,"224-5097, 9:30am-8pm","Portland","OR","","Bookstores/Retail Shops",1993,"1015 NW 23rd Ave. ,  Portland ,  OR",-122.6987429,45.5300973,"1015 nw 23rd ave, portland, or 97210, usa","Geocoded",NA,"1993-OR-4925"
"Portland Jacks","P.O. Box 69062, 97201","checked","","Portland","OR","","Men's Services",1993,"P.O. Box 69062, 97201, OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4926"
"Advantage Travel Service","812 SW Washington St. Ste. 200",NA,"225-0186/(800)688-6690","Portland","OR","(IGTA)","Travel/Tour Operators",1993,"812 SW Washington St. Ste. 200 ,  Portland ,  OR",-122.6803645,45.5208526,"812 sw washington st #200, portland, or 97205, usa","Geocoded",NA,"1993-OR-4927"
"Gulliver's Travels","502 SE Morrison St.",NA,"230-8008","Portland","OR","","Travel/Tour Operators",1993,"502 SE Morrison St. ,  Portland ,  OR",-122.660419,45.517033,"502 se morrison st, portland, or 97214, usa","Geocoded",NA,"1993-OR-4928"
"In Touch Travel","121 SW Morrison St. #270",NA,"223-1062","Portland","OR","(IGTA)","Travel/Tour Operators",1993,"121 SW Morrison St. #270 ,  Portland ,  OR",-122.6737428,45.5181705,"121 sw morrison st #270, portland, or 97204, usa","Geocoded",NA,"1993-OR-4929"
"Dignity","SE 16th & Division","checked","295-4868, 7:30pm Fri","Portland","OR","","Religious Organizations",1993,"SE 16th & Division, OR",-122.649434,45.504844,"unclear_coded_by_hand","Found",NA,"1993-OR-4930"
"MCC Portland","1644 NE 24th St.",NA,"281-8868, 10:30am Sun","Portland","OR","","Religious Organizations",1993,"1644 NE 24th St. ,  Portland ,  OR",-122.6408008,45.5348069,"1644 ne 24th ave, portland, or 97232, usa","Geocoded",NA,"1993-OR-4931"
"Alternative Connection, The","P.O. Box 2039, 97208","checked","288-8841 monthly","Portland","OR","","Publications",1993,"P.O. Box 2039, 97208, OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4932"
"Just Out","P.O. Box 15117, 97215","checked","236-1252 monthly","Portland","OR","","Publications",1993,"P.O. Box 15117, 97215, OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4933"
"All Adult Video","838 SW 3rd Ave.",NA,"223-6514, 24hrs","Portland","OR","","Erotica",1993,"838 SW 3rd Ave. ,  Portland ,  OR",-122.675973,45.517006,"838 sw 3rd ave, portland, or 97204, usa","Geocoded",NA,"1993-OR-4934"
"Fantasy for Adults","3137 NE Sandy Blvd.",NA,"239-6969","Portland","OR","(*)","Erotica",1993,"3137 NE Sandy Blvd. ,  Portland ,  OR",-122.6322449,45.5313253,"3137 ne sandy blvd, portland, or 97232, usa","Geocoded",NA,"1993-OR-4935"
"Leatherworks","2908 SE Belmont St.",NA,"232-3280","Portland","OR","","Erotica",1993,"2908 SE Belmont St. ,  Portland ,  OR",-122.6358713,45.516256,"2908 se belmont st, portland, or 97214, usa","Geocoded",NA,"1993-OR-4936"
"Columbia Park","","checked","(AYOR)","Portland","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-122.711133,45.579181,"unclear_coded_by_hand","Found",NA,"1993-OR-4937"
"East Delta Park","","checked","(showers) (AYOR)","Portland","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-122.679408,45.599837,"unclear_coded_by_hand","Found",NA,"1993-OR-4938"
"'Rest Stop' I-5, both sides","","checked","","Portland","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4939"
"Rooster Rock State Park, E. end of beach, 25 mi. E. of Portland","","checked","","Portland","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.236468,45.546833,"unclear_coded_by_hand","Found",NA,"1993-OR-4940"
"Sauvie's Island Beach, 25 mi. NW, off US 30, park nr. end of Reeder Park","","checked","","Portland","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.678385,45.515232,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4941"
"Washington Park, by Lewis & Clark Mnmt, Burnside & 25th, also 'Daisy Patch' area","","checked","","Portland","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.685162,45.52085,"unclear_coded_by_hand","Found",NA,"1993-OR-4942"
"Battle Rock Wayside Park, S. edge of town","","checked","","Port Orford","OR","Cruisy Area","Cruisy Areas",1993,", OR",-124.492401,42.742901,"unclear_coded_by_hand","Found",NA,"1993-OR-4943"
"Whispering Pines B&B","9188 W. Evans Creek Rd.",NA,"582-1757/(800)788-1757","Rogue River","OR","(*),(MW),(F)","Accommodations",1993,"9188 W. Evans Creek Rd. ,  Rogue River ,  OR",-123.181684,42.5522423,"9188 w evans creek rd, rogue river, or 97537, usa","Geocoded",NA,"1993-OR-4944"
"Gay/Lesbian Community Center","3856 Carnes Rd.",NA,"679-9144, 3pm-6pm Tues-Fri & 7pm-9pm Tues-Sat","Roseburg","OR","","Info Lines & Services",1993,"3856 Carnes Rd. ,  Roseburg ,  OR",-123.3829141,43.1582933,"3856 carnes rd, roseburg, or 97471, usa","Geocoded",NA,"1993-OR-4945"
"Gayline","","checked","672-4126, 24hrs","Roseburg","OR","","Info Lines & Services",1993,", OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4946"
"MCC Roseburg","3856 Carnes Rd.",NA,"679-9144, 11am Sun","Roseburg","OR","","Religious Organizations",1993,"3856 Carnes Rd. ,  Roseburg ,  OR",-123.3829141,43.1582933,"3856 carnes rd, roseburg, or 97471, usa","Geocoded",NA,"1993-OR-4947"
"Gay Ol' Times","P.O. Box 813, 97470","checked","679-9144, bi-monthly","Roseburg","OR","","Publications",1993,"P.O. Box 813, 97470, OR",-123.341738,43.216505,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4948"
"Stewart Park, river trails & under bridge","","checked","(AYOR)","Roseburg","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-123.372595,43.229225,"unclear_coded_by_hand","Found",NA,"1993-OR-4949"
"Mid-Oregon Support Services","1410 12th St. SE",NA,"363-4963, 11am-6pm Mon, Tues & Th","Salem","OR","","Info Lines & Services",1993,"1410 12th St. SE ,  Salem ,  OR",-123.0304515,44.9236817,"1410 12th st se, salem, or 97302, usa","Geocoded",NA,"1993-OR-4950"
"Upper Deck, The","300 Liberty St. S.",NA,"363-0549 4:30pm-2am, 1pm-9pm Sun","Salem","OR","(MW),(F),(NH)","Bars",1993,"300 Liberty St. S. ,  Salem ,  OR",-123.0396606,44.9373416,"300 liberty st se, salem, or 97301, usa","Geocoded",NA,"1993-OR-4951"
"Off Center Cafe","1741 Center St. NE",NA,"363-9245 popular brkfst, call for hour","Salem","OR","(*),(MX)","Restaurants & Cafes",1993,"1741 Center St. NE ,  Salem ,  OR",-123.0171975,44.9398578,"1741 center st ne, salem, or 97301, usa","Geocoded",NA,"1993-OR-4952"
"Rosebud & Fish","534 Fate St.",NA,"399-9960, 10am-7pm, 11am-5pm Sun","Salem","OR","","Bookstores/Retail Shops",1993,"534 Fate St. ,  Salem ,  OR",-123.0350963,44.9428975,"salem, or, usa","Geocoded",NA,"1993-OR-4953"
"Dignity","","checked","St. Vincent Church 363-1084, 2nd & 4th Sat 7pm","Salem","OR","","Religious Organizations",1993,", OR",-123.035096,44.942898,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4954"
"Sweet Spirit MCC","1410 12th St. SE",NA,"363-4963, 11am Sun","Salem","OR","","Religious Organizations",1993,"1410 12th St. SE ,  Salem ,  OR",-123.0304515,44.9236817,"1410 12th st se, salem, or 97302, usa","Geocoded",NA,"1993-OR-4955"
"Community News","P.O. Box 663, 97308","checked","363-0006 monthly","Salem","OR","","Publications",1993,"P.O. Box 663, 97308, OR",-123.035096,44.942898,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4956"
"Eola 'Rest Stop', 4mi. W. of Salem on Hwy. 22","","checked","(EXTREME RISK)","Salem","OR","Cruisy Area","Cruisy Areas",1993,", OR",-123.035096,44.942898,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4957"
"Lancaster Mall","","checked","(AYOR)","Salem","OR","Cruisy Area,(AYOR)","Cruisy Areas",1993,", OR",-122.986667,44.941944,"unclear_coded_by_hand","Found",NA,"1993-OR-4958"
"Cannon Beach, 10 mi. S.","","checked","(summers only)","Seaside","OR","Cruisy Area","Cruisy Areas",1993,", OR",-123.961527,45.891774,"unclear_coded_by_hand","Found",NA,"1993-OR-4959"
"Seaside Beach, area beneath turn-around","","checked","(summers)","Seaside","OR","Cruisy Area","Cruisy Areas",1993,", OR",-123.930876,45.993153,"unclear_coded_by_hand","Found",NA,"1993-OR-4960"
"Newbry Park","","checked","(EXTREME RISK)","Talent","OR","Cruisy Area","Cruisy Areas",1993,", OR",-122.775199,42.244438,"unclear_coded_by_hand","Found",NA,"1993-OR-4961"
"Cliff House B&B","Yaquina John Point at Adahi St.","checked","563-2506 oceanfront, full gourmet brkfst, hot tub","Waldport","OR","(MX)","Accommodations",1993,"Yaquina John Point at Adahi St., OR",-124.079116,44.418901,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-OR-4962"
"Oregon House, The","94288 Hwy. 101",NA,"547-3329 one B&B room, 9 stes. w/kitchen & some w/jacuzzi, non-smoking","Yachats","OR","(MX)","Accommodations",1993,"94288 Hwy. 101 ,  Yachats ,  OR",-124.1129679,44.1972254,"94288 us-101, yachats, or 97498, usa","Geocoded",NA,"1993-OR-4963"
"See Vue Motel","95590 Hwy. 101",NA,"547-3227 6.2 mi. S. of Yachats, theme rooms, ocean views","Yachats","OR","(MX)","Accommodations",1993,"95590 Hwy. 101 ,  Yachats ,  OR",-124.1101566,44.2334153,"95590 us-101, yachats, or 97498, usa","Geocoded",NA,"1993-OR-4964"
"Gay/Lesbians of Reading & Allentown","P.O. Box 4502, Reading, 19606","checked","(GLORA) social org. sponsors monthly activities, newsletter","Allentown","PA","","Info Lines & Services",1993,"P.O. Box 4502, Reading, 19606, PA",-75.47141,40.602294,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4965"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Allentown","PA","","Info Lines & Services",1993,", PA",-75.47141,40.602294,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4966"
"Candida's","247 N. 12th St.",NA,"434-3071 2pm-2am","Allentown","PA","(MW),(F),(NH)","Bars",1993,"247 N. 12th St. ,  Allentown ,  PA",-75.4834754,40.6036337,"247 n 12th st, allentown, pa 18102, usa","Geocoded",NA,"1993-PA-4967"
"Jeff's City Lion Pub","2327 Hanover Ave.",NA,"433-1770 3pm-2am","Allentown","PA","(MW),(D),(F)","Bars",1993,"2327 Hanover Ave. ,  Allentown ,  PA",-75.4206698,40.62409,"2327 hanover ave, allentown, pa 18109, usa","Geocoded",NA,"1993-PA-4968"
"Stonewall","28-30 N. 10th St.",NA,"432-0706 2pm-2am, clsd Sun, 'Moose Lounge' upstairs (piano bar & restaurant)","Allentown","PA","(*),(MW),(D),(F),(V),(YC)","Bars",1993,"28-30 N. 10th St. ,  Allentown ,  PA",-75.4786136,40.601348,"28 n 10th st #30, allentown, pa 18101, usa","Geocoded",NA,"1993-PA-4969"
"Grace Covenant Fellowship","10th & Chew Sts.","checked","740-0247, 10:45am & 6pm Sun","Allentown","PA","","Religious Organizations",1993,"10th & Chew Sts., PA",-75.47991,40.604725,"unclear_coded_by_hand","Found",NA,"1993-PA-4970"
"MCC","701 Lechauweki Ave., Bethlehem",NA,"439-8755, 7pm Sun","Allentown","PA","","Religious Organizations",1993,"701 Lechauweki Ave., Bethlehem ,  Allentown ,  PA",-75.4014439,40.5974379,"701 lechauweki ave, fountain hill, pa 18015, usa","Geocoded",NA,"1993-PA-4971"
"Leigh Park, nr. Keck's Bridge","","checked","","Allentown","PA","Cruisy Area","Cruisy Areas",1993,", PA",-75.493089,40.579033,"unclear_coded_by_hand","Found",NA,"1993-PA-4972"
"Turner St., btwn. 9th & 10th","","checked","(hustlers) (AYOR)","Allentown","PA","Cruisy Area,(AYOR)","Cruisy Areas",1993,", PA",-75.478006,40.603766,"unclear_coded_by_hand","Found",NA,"1993-PA-4973"
"La Pierre","2523 Union Ave.",NA,"946-8195 9pm-2am Mon, Tues & Th, from 8pm Wed, Fri & Sat","Altoona","PA","(MW),(D),(YC)","Bars",1993,"2523 Union Ave. ,  Altoona ,  PA",-78.4063009,40.5005446,"2523 union ave, altoona, pa 16602, usa","Geocoded",NA,"1993-PA-4974"
"Logan Valley Mall","","checked","","Altoona","PA","Cruisy Area","Cruisy Areas",1993,", PA",-78.411942,40.469124,"unclear_coded_by_hand","Found",NA,"1993-PA-4975"
"'The Block', 13th & 14th Aves.","","checked","","Altoona","PA","Cruisy Area","Cruisy Areas",1993,", PA",-78.403089,40.517043,"unclear_coded_by_hand","Found",NA,"1993-PA-4976"
"Out and About Club","1422 7th Ave.",NA,"(no phone) unconfirmed spring '92","Beaver Falls","PA","","Bars",1993,"1422 7th Ave. ,  Beaver Falls ,  PA",-80.3190787,40.755725,"1422 7th ave, beaver falls, pa 15010, usa","Geocoded",NA,"1993-PA-4977"
"Adult World Book Store","Rte. 220","checked","742-7781","Bellwood","PA","","Erotica",1993,"Rte. 220, PA",-78.334438,40.602401,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4978"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","Bethlehem","PA","","Info Lines & Services",1993,", PA",-75.370458,40.625932,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4979"
"Green Door","1162 Pembroke Rd.",NA,"865-5855, 24hrs, clsd Sun","Bethlehem","PA","","Erotica",1993,"1162 Pembroke Rd. ,  Bethlehem ,  PA",-75.3524452,40.6287772,"1162 pembroke rd, bethlehem, pa 18017, usa","Geocoded",NA,"1993-PA-4980"
"Lark, The","302 Dekalb St.",NA,"(Rte. 202 N.) 275-8136 8pm-2am, from 4pm Sun","Bridgeport","PA","(MW),(D),(F),(NH),(S)","Bars",1993,"302 Dekalb St. ,  Bridgeport ,  PA",-75.3462282,40.1073688,"302 dekalb st, bridgeport, pa 19405, usa","Geocoded",NA,"1993-PA-4981"
"'Rest Stop' on I-79 S., bushes on hill","","checked","(summers) (AYOR)","Bridgeville","PA","Cruisy Area,(AYOR)","Cruisy Areas",1993,", PA",-80.110056,40.356181,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4982"
"Bristol News World","576 Bristol Pike",NA,"785-4770, 24hrs (Rte. 13 N.)","Bristol","PA","","Erotica",1993,"576 Bristol Pike ,  Bristol ,  PA",-74.8592547,40.1055724,"576 bristol pike, bristol, pa 19007, usa","Geocoded",NA,"1993-PA-4983"
"Variety Adult Books","6909 Rte. 13 S., Levittown",NA,"547-2373, 24hrs","Bristol","PA","","Erotica",1993,"6909 Rte. 13 S., Levittown ,  Bristol ,  PA",-74.8275168,40.1541031,"levittown pkwy, pennsylvania, usa","Geocoded",NA,"1993-PA-4984"
"Green Lane, parking lot behind chemical plant","","checked","(late)","Bristol","PA","Cruisy Area","Cruisy Areas",1993,", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4985"
"Mill St., parking lot on Delaware River boat launch","","checked","(late)","Bristol","PA","Cruisy Area","Cruisy Areas",1993,", PA",-74.851831,40.100666,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4986"
"'Rest Stop' on Hwy 422 E.","","checked","(AYOR)","Butler","PA","Cruisy Area,(AYOR)","Cruisy Areas",1993,", PA",-79.895333,40.861176,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4987"
"'Rest Stop' on I-81 N. & S.","","checked","(AYOR)","Chambersburg","PA","Cruisy Area,(AYOR)","Cruisy Areas",1993,", PA",-77.661102,39.937591,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4988"
"Adult World Book Store","Germantown Pike & Ridge Pike","checked","489-9981","Collegeville","PA","","Erotica",1993,"Germantown Pike & Ridge Pike, PA",-75.451571,40.18566,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4989"
"'Rest Stop' on Rte. 54, 1/2 mile S. of I-80","","checked","(AYOR)","Danville","PA","Cruisy Area,(AYOR)","Cruisy Areas",1993,", PA",-76.612733,40.96342,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4990"
"Tops & Bottoms","450 Railroad St.",NA,"451-0222 7pm-2am","Duryea","PA","(MW),(D),(V),(YC)","Bars",1993,"450 Railroad St. ,  Duryea ,  PA",-75.7613147,41.3470495,"450 railroad st, duryea, pa 18642, usa","Geocoded",NA,"1993-PA-4991"
"Global Real Estate Referrals","","checked","(800)346-5592 gay realtor at your service","East Stroudsburg","PA","","Info Lines & Services",1993,", PA",-75.181755,41.003052,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4992"
"Rainbow Mtn. Resort & Restaurant","RD 8, Box 8174, 18301","checked","223-8484 nr. skilling, canoe ing & horseback riding, year round","East Stroudsburg","PA","(*),(MW),(D),(F),(SW)","Accommodations",1993,"RD 8, Box 8174, 18301, PA",-75.181755,41.003052,"unclear_coded_by_hand","General Coordinates Used",NA,"1993-PA-4993"
"Ridley Creek State Park, W. Chester Pike","","checked","","Edgemont","PA","Cruisy Area","Cruisy Areas",1993,", PA",-75.446135,39.948012,"unclear_coded_by_hand","Found",NA,"1993-PA-4994"
"Allegheny House","214 River Ave.",NA,"867-9636 full brkfst","Emlenton","PA","(MX)","Accommodations",1993,"214 River Ave. ,  Emlenton ,  PA",-79.7050899,41.1766685,"214 river ave, emlenton, pa 16373, usa","Geocoded",NA,"1993-PA-4995"
"Lizzy Bordon's Part II","3412 W. 12th St.",NA,"833-4059 9pm-2am, clsd Sun","Erie","PA","(*),(MW),(D)","Bars",1993,"3412 W. 12th St. ,  Erie ,  PA",-80.1595621,42.0953574,"3412 w 12th st, erie, pa 16505, usa","Geocoded",NA,"1993-PA-4996"
"Silver Slipper Lounge","1317 State St.",NA,"454-9287 8pm-2am","Erie","PA","(MW),(D),(S)","Bars",1993,"1317 State St. ,  Erie ,  PA",-80.0800058,42.1221484,"1317 state st, erie, pa 16501, usa","Geocoded",NA,"1993-PA-4997"
"Eastern Adult Books","1313 State St.",NA,"24hrs","Erie","PA","","Erotica",1993,"1313 State St. ,  Erie ,  PA",-80.0800849,42.1222592,"1313 state st, erie, pa 16501, usa","Geocoded",NA,"1993-PA-4998"
"Filmore News","2757 W. 12th",NA,"833-2667","Erie","PA","","Erotica",1993,"2757 W. 12th ,  Erie ,  PA",-80.1429892,42.1004658,"2757 w 12th st, erie, pa 16505, usa","Geocoded",NA,"1993-PA-4999"
