ID,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclearaddress,uncleartype,notes,lastmodified,full.address,lat,lon,geoAddress,status
654,Willow,(L only) (Resort),6517 Dry Creek Rd.,Hotel,"(P),(L),(H)",Napa,CA,1983,,,,12/5/2021 11:00am,"6517 Dry Creek Rd., Napa, CA",38.4073429,-122.4640176,"6517 dry creek rd, napa, ca 94558, usa",Google Verified Location
32,Wilson Dam Overlook,MacLaughlin Park,,Cruising Areas,Cruisy Area,Florence,AL,1983,checked,NA,,2/4/2022 4:07pm,", AL",34.783895,-87.684,unclear_coded_by_hand,Verified Location
2993,Winchester Mall,at Avon,Rochester Rd.,Cruising Areas,"Cruisy Area,(YC)",Rochester,MI,1983,checked,NA,,5/23/2022 7:56am,"Rochester Rd., MI",42.663685,-83.136017,unclear_coded_by_hand,Verified Location
3142,Windjammer,(Some SM),1822 Main St.,Bars/Clubs,"(*),(D),(SM)",Kansas City,MO,1983,,,,12/5/2021 11:02am,"1822 Main St., Kansas City, MO",39.0910963,-94.5839012,"1822 main st, kansas city, mo 64108, usa",Google Verified Location
1761,Windjammer Cruises,(Cap'n Mike) (800) 327-2600,"Box 120, Miami Beach, FL 33139",Travel Service,,Miami Beach,FL,1983,checked,NA,Went out of business during the Financial Crisis of 2007-2008: https://en.wikipedia.org/wiki/Windjammer_Barefoot_Cruises,4/4/2022 12:29pm,"Box 120, Miami Beach, FL 33139, FL",25.790654,-80.130045,unclear_coded_by_hand,Verified Location
4395,Windows on 12th,(Deli),260 S. 12th St.,Restaurant,(R),Philadelphia,PA,1983,,,,12/5/2021 11:02am,"260 S. 12th St., Philadelphia, PA",39.9469399,-75.160947,"260 s 12th st, philadelphia, pa 19107, usa",Google Verified Location
3946,Wine Cellar,(Sun. brunch -only),Quaker Square,Restaurant,"(M),(R)",Akron,OH,1983,checked,NA,,6/2/2022 2:19pm,"Quaker Square, OH",41.081065,-81.515496,unclear_coded_by_hand,Verified Location
892,Wing Cafe,,2753 'B' St.,Restaurant,"(L),(R)",San Diego,CA,1983,,,,12/5/2021 11:00am,"2753 'B' St., San Diego, CA",32.7177897,-117.1349262,"2753 b st, san diego, ca 92102, usa",Google Verified Location
3917,Wiscata Wata Ranch,(704) 765-2372,"Box 362, Spruce Pine, N.C. 28777",Hotel,"(P),(H)",Spruce Pine,NC,1983,checked,NA,,6/2/2022 1:03pm,"Box 362, Spruce Pine, N.C. 28777, NC",35.915401,-82.064561,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5267,Wisconsin Ave.,betw. 10th & 17th,,Cruising Areas,Cruisy Area,Milwaukee,WI,1983,checked,NA,,6/13/2022 4:00pm,", WI",43.038909,-87.929408,unclear_coded_by_hand,Verified Location
4396,Wishes,"(Some B, YC)(Disco)",1215 Walnut St.,Bars/Clubs,"(B),(YC),(D)",Philadelphia,PA,1983,,,,12/5/2021 11:02am,"1215 Walnut St., Philadelphia, PA",39.9491785,-75.161535,"1215 walnut st, philadelphia, pa 19107, usa",Google Verified Location
4211,Witham Truck Stop,"(Open 24 hrs) (1-5, exit 30)",2341 Biddle Rd.,"Cruising Areas,Restaurant","(M),(R),Cruisy Area",Medford,OR,1983,checked,NA,,6/3/2022 4:12pm,"2341 Biddle Rd., OR",42.351428,-122.875323,unclear_coded_by_hand,Verified Location
1149,Without Reservations,,460 Castro St.,Restaurant,"(R),(C)",San Francisco,CA,1983,,,,12/5/2021 11:00am,"460 Castro St., San Francisco, CA",37.7615267,-122.4352861,"460 castro st, san francisco, ca 94114, usa",Google Verified Location
4103,"Wittenberg Univ. - Student Union, Library & Gym Locker Room",T-Rooms,,Cruising Areas,Cruisy Area,Springfield,OH,1983,checked,NA,,6/2/2022 4:26pm,", OH",39.934666,-83.81245,unclear_coded_by_hand,Verified Location
3171,Woman's Eye Book Store,,6344 S. Roseberry,Book Store,(L),St. Louis,MO,1983,,,,12/5/2021 11:02am,"6344 S. Roseberry, St. Louis, MO",38.6373247,-90.3078008,"6344 s rosebury ave, st. louis, mo 63105, usa",Google Verified Location
3702,Womanbooks,,201 W. 92nd St.,Book Store,(L),Uptown,NY,1983,,,,12/5/2021 11:02am,"201 W. 92nd St., Uptown, NY",40.7917966,-73.9725548,"201 w 92nd st, new york, ny 10025, usa",Google Verified Location
4627,Womankind Books,,2015 Belmont,Book Store,,Nashville,TN,1983,,,,12/5/2021 11:02am,"2015 Belmont, Nashville, TN",36.1316308,-86.7958059,"2015 belmont blvd, nashville, tn 37212, usa",Google Verified Location
136,Womansplace,"(Books, etc.)",2401 N. 32nd St.,Book Store,(L),Phoenix,AZ,1983,,,,12/5/2021 11:00am,"2401 N. 32nd St., Phoenix, AZ",33.4742565,-112.012356,"2401 n 32nd st, phoenix, az 85008, usa",Google Verified Location
4319,Women Oriented Women,,230 W. Chestnut St.,Organization,,Lancaster,PA,1983,,,,12/5/2021 11:02am,"230 W. Chestnut St., Lancaster, PA",40.040646,-76.3101917,"230 w chestnut st, lancaster, pa 17603, usa",Google Verified Location
4255,Women's Place Book Store,,2349 S.E. Ankeny,Book Store,,Portland,OR,1983,,,,12/5/2021 11:02am,"2349 S.E. Ankeny, Portland, OR",45.5222755,-122.6415759,"2349 se ankeny st, portland, or 97214, usa",Google Verified Location
4628,Women's Room,,2110 8th Ave. S.,Bars/Clubs,"(L),(D),(*)",Nashville,TN,1983,,,,12/5/2021 11:02am,"2110 8th Ave. S., Nashville, TN",36.131618,-86.7786725,"2110 8th ave s, nashville, tn 37204, usa",Google Verified Location
2280,Won Ten,(Some L),17 Jackson Pl.,Bars/Clubs,(L),Indianapolis,IN,1983,,,,12/5/2021 11:01am,"17 Jackson Pl., Indianapolis, IN",39.7633767,-86.1589287,"17 w jackson pl, indianapolis, in 46225, usa",Google Verified Location
2934,Wood Six Twin Theatre,(All-Male),16549 Woodward Ave.,Theatre,,Detroit,MI,1983,,,,1/7/2022 9:14am,"16549 Woodward Ave., Detroit, MI",42.4174251,-83.1053705,"16549 woodward ave, highland park, mi 48203, usa",Google Verified Location
3376,Woodbridge Center,Lower level T-Rooms,,Cruising Areas,Cruisy Area,Woodbridge,NJ,1983,checked,NA,,5/26/2022 1:44pm,", NJ",40.554339,-74.30072,unclear_coded_by_hand,Verified Location
3377,Woodbridge Mall,T-Room,,Cruising Areas,Cruisy Area,Woodbridge,NJ,1983,checked,NA,,5/26/2022 1:44pm,", NJ",40.554339,-74.30072,unclear_coded_by_hand,Verified Location
1150,Wooden Horse,,622 Polk St.,Bars/Clubs,(E),San Francisco,CA,1983,,,,12/5/2021 11:00am,"622 Polk St., San Francisco, CA",37.782601,-122.418802,"622 polk st, san francisco, ca 94102, usa",Google Verified Location
3370,Wooden Indian,(Some L),677 S. Broad,Bars/Clubs,"(L),(*)",Trenton,NJ,1983,,,,12/5/2021 11:02am,"677 S. Broad, Trenton, NJ",40.208242,-74.7535773,"677 s broad st, trenton, nj 08611, usa",Google Verified Location
4733,Wooden Nickel Saloon,,3911 Cedar Springs,Bars/Clubs,"(D),(S),(*),(C&W)",Dallas,TX,1983,,,,12/5/2021 11:02am,"3911 Cedar Springs, Dallas, TX",32.810535,-96.8110709,"3911 cedar springs rd, dallas, tx 75219, usa",Google Verified Location
4189,Woodland Hills Mall,E end - upstairs,,Cruising Areas,Cruisy Area,Tulsa,OK,1983,checked,NA,,6/3/2022 1:45pm,", OK",36.063774,-95.881885,unclear_coded_by_hand,Verified Location
3450,Woodlawn Beach,,Lakeshore Rd.,Cruising Areas,"Cruisy Area,(AYOR)",Buffalo,NY,1983,checked,NA,,5/28/2022 8:20am,"Lakeshore Rd., NY",42.789146,-78.851962,unclear_coded_by_hand,Verified Location
26,Woodrow Wilson Park,(AYOR-'Fuzz'),,Cruising Areas,"Cruisy Area,(AYOR)",Birmingham,AL,1983,checked,NA,,2/4/2022 3:50pm,", AL",33.520773,-86.809888,unclear_coded_by_hand,Verified Location
779,Woods Resort,(Motel & Cabins)(3 bars)(Disco)(2 swim pools) (707) 869-0111,16881 Armstrong Woods Road,"Restaurant,Hotel","(*),(D),(S),(R)",Guerneville,CA,1983,,,,12/5/2021 11:00am,"16881 Armstrong Woods Road, Guerneville, CA",38.5303025,-123.0027566,"16881 armstrong woods rd, guerneville, ca 95446, usa",Google Verified Location
2935,Woodward Cocktail Lounge,"(No sign, but don't miss it! Enter thru parking lot in rear)",6426 Woodward Ave.,Bars/Clubs,(*),Detroit,MI,1983,,,,12/5/2021 11:01am,"6426 Woodward Ave., Detroit, MI",42.3689354,-83.0721051,"6426 woodward ave, detroit, mi 48202, usa",Google Verified Location
4190,Woodward Park,(WE only *),,Cruising Areas,"Cruisy Area,(WE),(*)",Tulsa,OK,1983,checked,NA,,6/3/2022 1:46pm,", OK",36.131925,-95.973661,unclear_coded_by_hand,Verified Location
316,Woodward Park,,,Cruising Areas,Cruisy Area,Fresno,CA,1983,checked,NA,,2/18/2022 10:30am,", CA",36.872167,-119.78603,unclear_coded_by_hand,Verified Location
4397,Woody's,(Neighborhood levi cruise bar - good days -lunch*),202 S. 13th St.,"Restaurant,Bars/Clubs,Cruising Areas","(R),(*)",Philadelphia,PA,1983,,,,12/10/2021 4:34pm,"202 S. 13th St., Philadelphia, PA",39.9489095,-75.1623361,"202 s 13th st, philadelphia, pa 19107, usa",Google Verified Location
588,Woody's Hyperion Lounge,(Disco),2810 Hyperion,Bars/Clubs,(PT),Silver Lake,CA,1983,,,,12/5/2021 11:00am,"2810 Hyperion, Silver Lake, CA",34.108327,-118.271537,"2810 hyperion ave, los angeles, ca 90027, usa",Google Verified Location
1863,Woolco,T-Room,,Cruising Areas,Cruisy Area,Winter Park,FL,1983,checked,NA,,3/31/2022 7:29am,", FL",28.6,-81.339235,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2864,Worcester Center,Basement T-Room,,Cruising Areas,"Cruisy Area,(AYOR)",Worcester,MA,1983,checked,NA,,5/20/2022 12:09pm,", MA",42.262593,-71.802293,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2713,WordsWorth,(Books),30 Brattle St.,Book Store,(M),Cambridge,MA,1983,,,,12/5/2021 11:01am,"30 Brattle St., Cambridge, MA",42.3731651,-71.1206126,"30 brattle st, cambridge, ma 02138, usa",Google Verified Location
810,World of Adults,(Cruisy arcade) (W. Sacramento),723 Tower Ct.,"Cruising Areas,Erotic Shop",,Sacramento,CA,1983,,,,1/7/2022 9:37am,"723 Tower Ct., Sacramento, CA",38.5803133,-121.5072105,"tower brg, sacramento, ca, usa",Google Verified Location
1977,World Square Liquors,,Alii Dr.,Cruising Areas,Cruisy Area,Kailua-Kona,HI,1983,checked,NA,,4/13/2022 11:11am,"Alii Dr., HI",19.639994,-155.996926,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4629,World's End,,1713 Church,Restaurant,"(M),(R)",Nashville,TN,1983,,,,12/5/2021 11:02am,"1713 Church, Nashville, TN",36.1626638,-86.7816016,"nashville, tn, usa",Google Verified Location
1151,Worn Out West,,1158 Howard,Bars/Clubs,,San Francisco,CA,1983,,,,12/5/2021 11:00am,"1158 Howard, San Francisco, CA",37.777204,-122.4109331,"1158 howard st, san francisco, ca 94103, usa",Google Verified Location
5255,Wreck Room,"(Some SM, W)(Cruisy)",266 E. Erie St.,"Bars/Clubs,Cruising Areas","(*),(SM),(W),(D),(PT)",Milwaukee,WI,1983,,,,12/8/2021 12:42pm,"266 E. Erie St., Milwaukee, WI",43.0312555,-87.9075636,"266 e erie st, milwaukee, wi 53202, usa",Google Verified Location
811,Wreck Room,,925 20th St.,Bars/Clubs,"(SM),(W),(*)",Sacramento,CA,1983,,,,12/5/2021 11:00am,"925 20th St., Sacramento, CA",38.5769824,-121.4796184,"925 20th st, sacramento, ca 95811, usa",Google Verified Location
4081,Wright St. Univ. - Faucett Hall,(Basement T-Room),,Cruising Areas,Cruisy Area,Dayton,OH,1983,checked,NA,,6/2/2022 3:59pm,", OH",39.784627,-84.058734,unclear_coded_by_hand,Verified Location
5178,Wright St. Univ. - Gym Locker Room,,,Cruising Areas,Cruisy Area,Dayton,OH,1983,checked,NA,,6/2/2022 3:59pm,", OH",39.784627,-84.058734,unclear_coded_by_hand,Verified Location
3919,Wrightsville Beach,N. end,,Cruising Areas,Cruisy Area,Wilmington,NC,1983,checked,NA,,6/2/2022 1:05pm,", NC",34.208504,-77.796371,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2636,Wyatt's Saloon,,1614 Eastern Ave.,Bars/Clubs,,Fells Point,MD,1983,,,,12/5/2021 11:01am,"1614 Eastern Ave., Fells Point, MD",39.2856208,-76.5947811,"1614 eastern ave, baltimore, md 21231, usa",Google Verified Location
2640,Wyman Park,nr. Baltimore A rt Museum,,Cruising Areas,"Cruisy Area,(RT),(AYOR)",Baltimore,MD,1983,checked,NA,,5/18/2022 1:26pm,", MD",39.33087,-76.627553,unclear_coded_by_hand,Verified Location
520,Y-Baths,,7661 Melrose,"Hotel,Bathhouses",(H),Hollywood,CA,1983,,checked,,12/10/2021 8:40am,"7661 Melrose, Hollywood, CA",34.0839785,-118.3568115,"7661 melrose ave, los angeles, ca 90046, usa",Google Verified Location
813,Y.M.C.A.,,'L' St.,Hotel,"(M),(H)",Sacramento,CA,1983,,,,12/5/2021 11:00am,"'L' St., Sacramento, CA",38.5721517,-121.4722653,"l st, sacramento, ca, usa",Google Verified Location
812,Y.M.C.A.,,17th St.,Hotel,"(M),(H)",Sacramento,CA,1983,,,,12/5/2021 11:00am,"17th St., Sacramento, CA",38.5432127,-121.4966053,"17th st, sacramento, ca, usa",Google Verified Location
5017,Y.M.C.A.,,312 W. Butte St.,Hotel,"(M),(H)",Norfolk,VA,1983,,,,12/5/2021 11:02am,"312 W. Butte St., Norfolk, VA",36.8530114,-76.293934,"312 w bute st, norfolk, va 23510, usa",Google Verified Location
4529,Y.M.C.A.,,,"Cruising Areas,Hotel","Cruisy Area,(M),(H)",Columbia,SC,1983,checked,NA,,6/6/2022 9:35am,", SC",34.00071,-81.034814,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
1404,Y.M.C.A.,'Bunk Roon' Downtown,,Cruising Areas,Cruisy Area,New London,CT,1983,checked,NA,,3/14/2022 4:43am,", CT",41.355654,-72.099521,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3861,Y.M.C.A.,,400 E. Morehead,Hotel,"(M),(H)",Charlotte,NC,1983,,,,12/5/2021 11:02am,"400 E. Morehead, Charlotte, NC",35.2174865,-80.8489363,"400 e morehead st, charlotte, nc 28202, usa",Google Verified Location
4495,Y.M.C.A.,(Cruisy gym),160 Broad St.,"Hotel,Cruising Areas","(M),(H)",Providence,RI,1983,,,,12/5/2021 11:02am,"160 Broad St., Providence, RI",41.8169108,-71.4167171,"160 broad st, providence, ri 02903, usa",Google Verified Location
521,Y.M.C.A.,,1553 N. Hudson,Hotel,"(M),(H)",Hollywood,CA,1983,,,,12/5/2021 11:00am,"1553 N. Hudson, Hollywood, CA",34.0979916,-118.3315946,"1553 n hudson ave, los angeles, ca 90028, usa",Google Verified Location
5060,Y.M.C.A.,,,Cruising Areas,Cruisy Area,Bremerton,WA,1983,checked,NA,,6/9/2022 12:46pm,", WA",47.565007,-122.626977,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
4875,Y.M.C.A.,(Gym),,"Cruising Areas,Hotel","Cruisy Area,(M),(H)",Houston,TX,1983,checked,NA,,6/7/2022 5:33pm,", TX",29.760427,-95.369803,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3038,Y'All Come Back,"('The Saloon')(Some W, YC)(Disco)",830 Hennepin Ave.,Bars/Clubs,"(*),(W),(YC),(D)",Minneapolis,MN,1983,,,,12/5/2021 11:01am,"830 Hennepin Ave., Minneapolis, MN",44.9768367,-93.2770621,"830 hennepin ave, minneapolis, mn 55403, usa",Google Verified Location
1152,Yacht Club,,2155 Polk St.,Bars/Clubs,,San Francisco,CA,1983,,,,12/5/2021 11:00am,"2155 Polk St., San Francisco, CA",37.7966369,-122.4222047,"2155 polk st, san francisco, ca 94109, usa",Google Verified Location
5155,Yakima Arcade,Front St. at W. Yakima,,Cruising Areas,Cruisy Area,Yakima,WA,1983,checked,NA,,6/11/2022 1:28pm,", WA",46.601001,-120.506808,unclear_coded_by_hand,Verified Location
5153,Yakima Magazine Center,,18 S. 1st St.,Book Store,,Yakima,WA,1983,,,,1/7/2022 9:34am,"18 S. 1st St., Yakima, WA",46.6002583,-120.5053645,"18 s 1st st, yakima, wa 98901, usa",Google Verified Location
4260,Yamhill,('Camp St.') betw. 3rd & 9th,,Cruising Areas,Cruisy Area,Portland,OR,1983,checked,NA,,6/4/2022 6:24am,", OR",45.517558,-122.676306,unclear_coded_by_hand,Verified Location
4212,Yaquina Bay St. Park,,,Cruising Areas,Cruisy Area,Newport,OR,1983,checked,NA,,6/3/2022 4:14pm,", OR",44.62423,-124.064766,unclear_coded_by_hand,Verified Location
3604,Ye Waverly Inn,,16 Bank St.,Restaurant,(R),Greenwich Village & Chelsea,NY,1983,,,,12/5/2021 11:02am,"16 Bank St., Greenwich Village & Chelsea, NY",40.7369054,-74.0022657,"16 bank st, new york, ny 10014, usa",Google Verified Location
2583,Yellow Monkey Guest House,,44 Main St.,Hotel,(H),Ogunquit,ME,1983,,,,12/5/2021 11:01am,"44 Main St., Ogunquit, ME",43.2407872,-70.6011635,"44 main st, ogunquit, me 03907, usa",Google Verified Location
1153,Yes Books,,1525 Franklin St.,Book Store,(M),San Francisco,CA,1983,,,,12/5/2021 11:00am,"1525 Franklin St., San Francisco, CA",37.7885868,-122.4238983,"1525 franklin st, san francisco, ca 94109, usa",Google Verified Location
1398,York St. Books,,166 York St.,Book Store,,New Haven,CT,1983,,,,12/5/2021 11:00am,"166 York St., New Haven, CT",41.3080861,-72.9321753,"166 york st, new haven, ct 06511, usa",Google Verified Location
3669,York's Restaurant,,710 2nd Ave.,Restaurant,"(R),(*)",Midtown,NY,1983,,,,12/5/2021 11:02am,"710 2nd Ave., Midtown, NY",40.7472917,-73.9735275,"710 2nd ave, new york, ny 10016, usa",Google Verified Location
1154,Young Boys Hotel,,664 Larkin St.,Hotel,(H),San Francisco,CA,1983,,,,12/5/2021 11:00am,"664 Larkin St., San Francisco, CA",37.7839482,-122.4175465,"664 larkin st, san francisco, ca 94109, usa",Google Verified Location
1627,Young Circle,,,Cruising Areas,Cruisy Area,Hollywood,FL,1983,checked,NA,,4/30/2022 7:06am,", FL",26.01154,-80.143033,unclear_coded_by_hand,Verified Location
4131,Youngstown College campus,,,Cruising Areas,Cruisy Area,Youngstown,OH,1983,checked,NA,,6/3/2022 12:31pm,", OH",41.106649,-80.648146,unclear_coded_by_hand,Verified Location
5256,Your Place,,813 S. 1st St.,Bars/Clubs,"(D),(PT),(*)",Milwaukee,WI,1983,,,,12/8/2021 12:42pm,"813 S. 1st St., Milwaukee, WI",43.0227778,-87.9117596,"813 s 1st st, milwaukee, wi 53204, usa",Google Verified Location
4398,Your Place,,Juniper & Chancellor,"Restaurant,Bars/Clubs","(R),(D)",Philadelphia,PA,1983,checked,NA,,6/4/2022 8:58am,"Juniper & Chancellor, PA",39.948857,-75.163204,unclear_coded_by_hand,Verified Location
710,Your Place in the Sun,,1491 Via Soledad,Hotel,(H),Palm Springs,CA,1983,,,,12/5/2021 11:00am,"1491 Via Soledad, Palm Springs, CA",33.8043453,-116.5444199,"1491 vía soledad, palm springs, ca 92264, usa",Google Verified Location
522,Yukon Mining Co.,(24 hours *),7328 Santa Monica Blvd.,Restaurant,"(R),(*)",Hollywood,CA,1983,,,,12/10/2021 4:28pm,"7328 Santa Monica Blvd., Hollywood, CA",34.0906018,-118.3495707,"7328 santa monica blvd, west hollywood, ca 90046, usa",Google Verified Location
211,Yuma County Library,,,Cruising Areas,Cruisy Area,Yuma,AZ,1983,checked,NA,,2/12/2022 7:11am,", AZ",32.673971,-114.645177,unclear_coded_by_hand,Verified Location
210,Yuma Downtown Mall,,,Cruising Areas,Cruisy Area,Yuma,AZ,1983,checked,NA,,2/12/2022 6:59am,", AZ",32.692651,-114.627692,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
5257,Zak's,(Disco)(Sun - only),Humboldt & North,Bars/Clubs,(D),Milwaukee,WI,1983,checked,NA,,6/13/2022 4:02pm,"Humboldt & North, WI",43.038903,-87.906474,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
2153,Zazoo's,(WE*)(BYO wine),1355 W. Foster,Restaurant,"(R),(WE),(BYOB),(*)",Chicago,IL,1983,,,,12/10/2021 4:42pm,"1355 W. Foster, Chicago, IL",41.9760881,-87.6643521,"1355 w foster ave, chicago, il 60640, usa",Google Verified Location
3172,Zebra Lounge,,3230 Olive,Bars/Clubs,"(B),(D)",St. Louis,MO,1983,,,,12/5/2021 11:02am,"3230 Olive, St. Louis, MO",38.6607357,-90.2981473,"3230 olive blvd, university city, mo 63130, usa",Google Verified Location
589,Zen,(Japanese R),2609 Hyperion Blvd.,Restaurant,"(M),(R)",Silver Lake,CA,1983,,,,12/5/2021 11:00am,"2609 Hyperion Blvd., Silver Lake, CA",34.1058763,-118.2729202,"2609 hyperion ave, los angeles, ca 90027, usa",Google Verified Location
4183,Zipper's,(Disco) at Yale,4812 E. 33rd St.,Bars/Clubs,"(*),(YC),(D)",Tulsa,OK,1983,,,,12/5/2021 11:02am,"4812 E. 33rd St., Tulsa, OK",36.1153295,-95.9233259,"4812 e 33rd st, tulsa, ok 74135, usa",Google Verified Location
3493,Zipperz,(Disco),480 Main St.,Bars/Clubs,"(YC),(D),(*)",New Rochelle,NY,1983,,,,12/5/2021 11:02am,"480 Main St., New Rochelle, NY",40.9092703,-73.7807713,"480 main st, new rochelle, ny 10801, usa",Google Verified Location
158,Zobra's Book Shop,,2924 N. Scottsdale Rd.,Book Store,(*),Scottsdale,AZ,1983,,,,12/5/2021 11:00am,"2924 N. Scottsdale Rd., Scottsdale, AZ",33.4812106,-111.9266701,"2924 n scottsdale rd, scottsdale, az 85251, usa",Google Verified Location
4684,Zodiac,(Disco),617 S. Staples,Bars/Clubs,"(YC),(D),(*)",Corpus Christi,TX,1983,,,,12/5/2021 11:02am,"617 S. Staples, Corpus Christi, TX",27.7852375,-97.402207,"617 s staples st, corpus christi, tx 78401, usa",Google Verified Location
4589,Zodiac,"(Some YC, L)(Disco)",1501 White Ave. S.,Bars/Clubs,"(P),(YC),(L),(D),(BYOB),(*)",Knoxville,TN,1983,,,,12/5/2021 11:02am,"1501 White Ave. S., Knoxville, TN",35.9591063,-83.9291435,"1501 white ave, knoxville, tn 37916, usa",Google Verified Location
