"title","status","description","streetaddress","city","Year","state","amenityfeatures","type","notes","unclear_address","full.address","lon","lat","geoAddress"
"Fairmont Park ","General City Coordinates Used","","","Redwood City",1980,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Different Strokes","Found","(Disco) 1500 California at Poll-","","San Francisco",1980,"CA","(B) - Blacks frequent,(D) - Dancing","Bars/Clubs","",NA,NA,NA,NA,NA
"'Hitch-hikers'","Found","On Broadway betw. Long Beach Blvd. & Magnolia","","Long Beach",1980,"CA","Cruisy Area","Cruising Areas","Location for the middle of this 2 block radius.",NA,NA,NA,NA,NA
"Sukker's Likkers","Found","Pine & Polk Sts.","","San Francisco",1980,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Sunset Blvd.","Found","'Hitch-hikers' W. of Highland","","Hollywood",1980,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Art Museum","Found","","","Long Beach",1980,"CA","Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas","",NA,NA,NA,NA,NA
"Wildwood Ranch","General City Coordinates Used","(Resort) (Swim pool - 2 day min.) P.O. Box 78, Guerneville 95446 (707) 632 - 5321","","Russian River",1980,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Beach Park","Found","21st & Oak Sts.","","Bakersfield",1980,"CA","Cruisy Area,(*) - Very popular","Cruising Areas","",NA,NA,NA,NA,NA
"Popeye's","Found","(Liquor) ","31 39th Place","Long Beach",1980,"CA","","Business","",NA,NA,NA,NA,NA
"S.F. State U. ","Found","Library & Creative Arts Bldg.","","San Francisco",1980,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Dave's Villa Caprice Country Club & Spa ","General City Coordinates Used","(Sauna) ","67-670 Carey Rd.","Palm Springs",1980,"CA","(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"Paperback Traffic ","Found","(Books) 535 & 538 Castro St. ","","San Francisco",1980,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
"Buena Vista Park ","Found","","","San Francisco",1980,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Solarius ","Found","(Nautilus gym) 254 Sutter & 1335 Sutter","1335 Sutter","San Francisco",1980,"CA","","Baths","",NA,NA,NA,NA,NA
"Youngmen's Hotels","Found","(Register by 8pm) 719 Ellis & 1233 Polk St.","1233 Polk St.","San Francisco",1980,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,NA,NA,NA,NA
"'F' St. Bookstore ","Found","4th & F and 2004 University ","2004 University","San Diego ",1980,"CA","(*) - Very popular","Book Store","",NA,NA,NA,NA,NA
"Casanova's Adult Books","Found","1626 N. Cahuenga & 7766 Santa Monica Blvd. ","1626 N. Cahuenga","Hollywood",1980,"CA","","Book Store","",NA,NA,NA,NA,NA
"Manspace","Found","5524 Santa Monica Blvd. & 309 S. Orlando (Some SM) (Baths)","5524 Santa Monica Blvd","Hollywood",1980,"CA","(P) - Private club - Inquire locally to admission,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman""","Baths","",NA,NA,NA,NA,NA
"The Toilet ","General City Coordinates Used","(Telephone club) (415) 826-8072 ","","San Francisco",1980,"CA","(P) - Private club - Inquire locally to admission","Bars/Clubs","",NA,NA,NA,NA,NA
"Torry Pines Beach St. Park ","Found","Blacks Beach - a half hour walk from parking lot to base of golf course","","San Diego ",1980,"CA","Cruisy Area,(BA) - Bare-ass (Usually nude beach)","Cruising Areas","",NA,NA,NA,NA,NA
"Echo Park","Found","(sure suicide)","","Echo Park",1980,"CA","Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz","Cruising Areas","",NA,NA,NA,NA,NA
"Main St. ","Found","'Hustlers' - betw. 4th & 6th Sts.","","Los Angeles ",1980,"CA","Cruisy Area","Cruising Areas","Approximate. Pin in middle of block between 4th and 6th on main.",NA,NA,NA,NA,NA
"Val du Val's School of FFA Instruction","General City Coordinates Used","621-3549","","San Francisco",1980,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Central Park","Found","","21st & 'R' St.","Bakersfield",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Griffith Park","Found","(HOT!)   near Golf Course, E. of Greek Theatre ","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"West St. Beach","General City Coordinates Used","(So. Laguna)","near Laguna Royal Motel","Laguna Beach ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lion Pub","Found","","Sacramento & Divisadero","San Francisco",1975,"CA","(HIP) - Heads frequent","Bars/Clubs","",NA,NA,NA,NA,NA
"Truck Stop","General City Coordinates Used","on U.S. 101 just So. of Burlingame (east side)","","Redwood City",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Mission Beach","Found","behind Belmont Amusement Park","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Miracle Mile","Found","","Folsom betw. 6th & 12th","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Detour","Found","(Looks promising)","1089 Manzanita, near Sunset & Santa Monica","Los Angeles ",1975,"CA","(W) - Western or coyboy types","Bars/Clubs","",NA,NA,NA,NA,NA
"Balboa Park","Found","(HOT)","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Sandy's Lounge ","Found","","7th & Main","Chico",1975,"CA","(M) - Mixed Crowds - Some Straights","Bars/Clubs","",NA,NA,NA,NA,NA
"Ventura Blvd.","Found","by car from Studio City to Sherman Oaks","","Los Angeles ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Santa Monica Blvd.","Found","Hitch-hikers W. of Fairfax","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Astrinsky's","General City Coordinates Used","3 Mi. So. of town","","Phillipsville",1975,"CA","(M) - Mixed Crowds - Some Straights,(HIP) - Heads frequent","Bars/Clubs","",NA,NA,NA,NA,NA
"Wharf No. 2","Found","","","Monterey",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Fremont Park","Found","","","Sacramento ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Buddy and Mathew of Glendale","General City Coordinates Used","","","Los Angeles ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Magic Forest ","Found","(May be closing)","Railroad Ave. at Jensen Overpass","Fresno ",1975,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Bear Wallow Ranch","General City Coordinates Used","Call (707) 895-3435 for reservations & directions. P.O. Box 476, Boonville, CA","","Boonville",1975,"CA","""(H) - Hotel, motel, or other overnight accomodations"",(BYOB) - Bring your own bottle","Hotel,Restaurant","",NA,NA,NA,NA,NA
"Fetter's Hot Springs","Found","3 Mi. No. of Boyce Hot Spring","","Sonoma",1975,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotel","",NA,NA,NA,NA,NA
"Bidwell Park","Found","Cedar Grove Area","","Chico",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Club San Francisco Baths","Found","(May be opening Summer '74)","8th St. at Folsom","San Francisco",1975,"CA","","Baths","",NA,NA,NA,NA,NA
"Seagull Inn","Found","(downstairs)","Lansing & Ukiah","Mendocino",1975,"CA","(M) - Mixed Crowds - Some Straights","Bars/Clubs,Hotels","",NA,NA,NA,NA,NA
"Canyon Room","Found","","13625 Moorpark at Woodman","Sherman Oaks",1975,"CA","(D) - Dancing","Restaurant","",NA,NA,NA,NA,NA
"Beach area near Power Plant","Found","","","Manhattan Beach ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Robertson Blvd.","Found","'the Bushes' between Beverly and Melrose","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","Approximate. Pin for middle of Robertson between Melrose and Beverly.",NA,NA,NA,NA,NA
"Granada Beach & Parking Lot","Found","","","Long Beach",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Hitch-hikers","Found","(late afternoons)","on U.S. 101 nr. State St.","Santa Barbara",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Cahuenga 'hustlers' between Hollywood and Sunset","Found","","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","Approximate. Pin in the middle of the block on Cahuenga between Hollywood Blvd and Sunset.",NA,NA,NA,NA,NA
"Del Monte Beach","Found","","","Monterey",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Sunset Blvd.","Found","Hitch-hikers, W. of Highland","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"U.C.S.D. Campus","Found","Gym, Sauna & library (4th floor)","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Twin Peaks Tavern","Found","","Castro & Market","San Francisco",1975,"CA","(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Selma Ave.","Found","Near YMCA (sure suicide - (very, very HOT!)","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"End Up","Found","","6th & Harrison","San Francisco",1975,"CA","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Eddie's","Found","","Franklin & Tyler","Monterey",1975,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,NA,NA,NA,NA
"Legg's Ice Rink","Found","","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Broadway Pier","Found","","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Seawall","Found","","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Strand Theatre","Found","","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Park along river","Found","2 blocks E. of Main St. (early evenings)","","Red Bluff",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'The Strip'","Found","Market St. from Van Ness to Castro St. by cars, walking or hitching","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Y.M.C.A.","Found","(Armed Services)","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Cal St. Univ.","Found","Liberal & Creative Arts Bldgs.","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Caravan","Found","","","Salinas",1975,"CA","(M) - Mixed Crowds - Some Straights,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,NA,NA,NA,NA
"Truck Stop","Found","(Burke's) (Open 24 hrs.)
","14th & Market","San Francisco",1975,"CA","(*) - Very popular,""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,NA,NA,NA,NA
"Beach & Boardwalk near Jct. of Coast Hwy. & Laguna Canyon Rd.","Found","","","Laguna Beach ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'K' St. Mall","Found","","","Sacramento ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Broadway ","Found","Plaza to YMCA","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lake Temascal Regional Park & Beach","Found","","","Berkeley",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Orlando Baths","Found","","309 S. Orlando at 3rd.","Hollywood",1975,"CA","(P) - Private club - Inquire locally to admission","Baths","",NA,NA,NA,NA,NA
"Downtown Airlines Bus Terminal","General City Coordinates Used","basement","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Silver Saddle Baths","Found","","Sunset & Fountain","Los Angeles ",1975,"CA","(P) - Private club - Inquire locally to admission","Baths","",NA,NA,NA,NA,NA
"'Muscle Beach'","Found","","","Santa Monica",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'MIlk Run'","General City Coordinates Used","","","Long Beach",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Coyote Point","Found","beach & parking lot - off Bayshore (U.S. 101) betw. Burlingame & San Mateo","","Redwood City",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Vicinity of City Hall","Found","","","Pasadena",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Devils Slide","General City Coordinates Used","","So. on Hwy 1","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Bo Jangles","Found","(Disco)","Ellis & Larkin St.","San Francisco",1975,"CA","(B) - Blacks frequent,(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Nashville West","Found","(bar only)","1st or 2nd between Main & Broadway","Chico",1975,"CA","(HIP) - Heads frequent,(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types","Bars/Clubs","",NA,NA,NA,NA,NA
"Beach opposite City Park","General City Coordinates Used","","","Redondo Beach",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"'Polk Strasse'","Found","","Polk St. between Post and Union","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lake Merritt","Found","","","Oakland",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Chapultepec Park","General City Coordinates Used","","","El Centro",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Echo Park","Found","(HOT!)","","Los Angeles ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Copper Shield","Found","El Camino Real at Roosevelt","","Redwood City",1975,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","",NA,NA,NA,NA,NA
"'Rest Stop'","General City Coordinates Used","on N. side of I-10, between Fontana & Ontario","","San Bernardino",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Windjammer Cove Inn","General City Coordinates Used","6 Mi. S. in Albion","","Mendocino",1975,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Horizon","Found","","Washington & 6th Ave.","Los Angeles ",1975,"CA","(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,NA,NA,NA,NA
"Juanita's","Found","3 Mi. No. of Boyce Hot Spring","","Sonoma",1975,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Rose Room","Found","","Cren-Rose Plaza, Rosecranz at Crenshaw","Hawthorne",1975,"CA","(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy,(E) - Entertainment,(*) - Very popular","Restaurant","",NA,NA,NA,NA,NA
"Deer Park","General City Coordinates Used","","","Fresno ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"The 'Bluffs'","Found","","on a beach between Gaviota & Redondo","Long Beach",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Whispering Pines Motel","Found","20 Mi. W. on Hwy. 140 in Begintown. P.O. Box 90, Midpines, CA
","","Yosemite ",1975,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotel","",NA,NA,NA,NA,NA
"Denny's","General City Coordinates Used","","S. Coast Hwy.","Laguna Beach ",1975,"CA","(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours","Restaurant","",NA,NA,NA,NA,NA
"Buena Vista Park","Found","","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Torrey Pines Beach St. Park","Found","'BA' beach - a half hour walk from parking lot to base of golf course","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Greyhound Bus Depot","Found","","Gabilon & Salinas","Salinas",1975,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Hollywood Blvd.","Found","Walking, hitch-hiking, or by car from Highland to Vermont (very HOT!)","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","Approximate. Pin in middle of Hollywood between HIghland and Vermont.",NA,NA,NA,NA,NA
"Tenderloin","Found","'Midnight Cowboys' at Flagg Bros. 'corner'","Mason & Market Sts.","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Hob Nob Lounge","Found","","Geary & Leavenworth","San Francisco",1975,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Alondra Park","Found","","","Redondo Beach",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"San Gregorio 'BA' Beach","Found","","S. on Hwy 1","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"San Onofre Beach State Park","Found","south end near Camp Pendleton","","Oceanside",1975,"CA","(BA) - Bare-ass (Usually nude beach),Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Wildwood Ranch","Found","(A resort 69 mi. No. of S.F. in Sonoma county - write P.O. Box 31384, San Francisco, CA 94131)","","Sonoma",1975,"CA","""(H) - Hotel, motel, or other overnight accomodations""","Hotel","",NA,NA,NA,NA,NA
"Rear End ","Found","('Truck Stop' Bar)","14th & Market","San Francisco",1975,"CA","","Bars/Clubs","",NA,NA,NA,NA,NA
"Magnolia Park","Found","(HOT)","","Los Angeles ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Lafayette Park","Found","","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Mike's Corral","Found","","2020 Artesia at Cherry","Long Beach",1975,"CA","(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Brass Rail","Found","","5th & Robinson","San Diego ",1975,"CA","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Febe's","Found","","11th & Folsom St.","San Francisco",1975,"CA","(W) - Western or coyboy types,(*) - Very popular","Bars/Clubs","",NA,NA,NA,NA,NA
"Castro St.","Found","(Castro Village)","betw. 18th Market","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Barnsdale Park","Found","","","Hollywood",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"T-Rooms at Camp Curry","Found","","","Yosemite ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Presidio Park","Found","","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Pier 54","Found","","China Basin Rd. at Pier 54","San Francisco",1975,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Radio Park","Found","","1st & Clinton","Fresno ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Roeding Park","Found","","","Fresno ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Beach","Found","nr. end of N. 10th & Richards at Jct. of American & Sacramento Rivers","","Sacramento ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"The Boardwalk","Found","","","Santa Monica",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Sunset Cliffs Beach","Found","'BA' at end, down around rocks","","San Diego ",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"M.C.C.","Found","","7th & Lemon","Riverside",1975,"CA","","Church","",NA,NA,NA,NA,NA
"Aloha","Found","","58 'A' St.","Hayward",1975,"CA","(D) - Dancing","Bars/Clubs","",NA,NA,NA,NA,NA
"Dolores Park","Found","","","San Francisco",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Art Museum","Found","","","Long Beach",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Ruby Taboo's","Found","","Columbus & Grant","San Francisco",1975,"CA","(M) - Mixed Crowds - Some Straights,""(G) - Girls, but seldom exclusively""","Bars/Clubs","",NA,NA,NA,NA,NA
"Taste of Leather","Found","(Leather & 'toy' shop - upstairs at Febe's)","11th & Folsom St.","San Francisco",1975,"CA","","Business","",NA,NA,NA,NA,NA
"Weill Park","Found","","26th & 'Q' St.","Bakersfield",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Summerland Beach","Found","","","Santa Barbara",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Jack's Cracked Pot","General City Coordinates Used","2 1/5 mi. S. on Cal. 49","2 1/5 mi. S. on Cal. 49","Grass Valley",1975,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
"Queen's Palace","Found","","799 'B'St.","Hayward",1975,"CA","(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,NA,NA,NA,NA
"Berkeley Aquatic Park","Found","","","Berkeley",1975,"CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA,NA
"Mackerel Flats","Found","","100 Main St. at foot of Balboa Pier","Balboa",1975,"CA","(M) - Mixed Crowds - Some Straights","Restaurant","",NA,NA,NA,NA,NA
