"title","status","description","streetaddress","notes","city","state","amenityfeatures","type","Year","unclear_address","full.address","lon","lat","geoAddress"
"Odyssey I","Found","","Preston & Oak","","Louisville","KY","(OC)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"Public Library - York St.","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Iroquois Park  ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Central Park – 4th & Magnolia ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Public Library York Street ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Cherokee Park ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Cameras Eye – “Peep Show” and arcade – 3rd & Market Street ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Good Times","Found","","Main Street near 2nd ","","Louisville","KY","","Bars/Clubs",1977,NA,NA,NA,NA,NA
"Pornucopia – “Peep Show” etc. near 3rd & Market  ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Savoy Street ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Public Library ","Found","","York St.","","Louisville","KY","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Iriquois Park","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Savoy Theatre","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas,Theatre",1975,NA,NA,NA,NA,NA
"Cherokee Park","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Central Park","Found","","4th and Magnolia","","Louisville","KY","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Iroquois Park ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Cameras Eye – ‘Peep Show’ & arcade  3rd & Market Sts.","Found","","","","Louisville","KY","Cruisy Area,(*)","Cruising Areas",1978,NA,NA,NA,NA,NA
"Cherokee Park ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Central Park – 4th & Magnolia ","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Julep Lounge ","Found","","655 So. 4th St. – River City Mall betw. Broadway & Chestnut ","","Louisville","KY","(D),(PT),(*)","Bars/Clubs",1978,NA,NA,NA,NA,NA
"Cherokee Park","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Iriquois Park","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Central Park - 4th & Magnolia","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Public Library- York St.","Found","","","","Louisville","KY","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"The Falls","General City Coordinates Used","Across Ohio River in Jeffersonville, Indiana","","","Louisville","KY","Cruisy Area,(*)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Steak Barn","General City Coordinates Used","downtown - inquire locally.","","","Auburn","AL","(C),(M)","Bars/Clubs",1971,NA,NA,NA,NA,NA
"Harry's Bar","Found","(Best late)","1106 Opelika Hwy.","","Auburn","AL","(M),(PT),(AYOR)","Bars/Clubs",1980,NA,NA,NA,NA,NA
"Square at Franklin & Rudolph","Found","","","approximate","Huntsville","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Jacksonville St. U – Bibb Graves Hall ","Found","","","","Huntsville","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Greyhound Bus Depot","General City Coordinates Used","","","","Huntsville","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Jacksonville St. U – Ayer Hall- 2nd floor T-Rooms ","Found","","","","Huntsville","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Olympic Lounge","General City Coordinates Used","(inquire locally)","","","Huntsville","AL","","Bars/Clubs",1970,NA,NA,NA,NA,NA
"Square at Franklin & Randolph","Found","","","approximate","Huntsville","AL","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Square at Franklin & Randolph ","Found","","","approximate","Huntsville","AL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Square at Franklin and Randolph","Found","","","","Huntsville","AL","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Square at Franklin & Randolph","Found","","","","Huntsville","AL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Square at Franklin & Randolph","Found","(Fuzz)","Franklin & Randolph","","Huntsville","AL","Cruisy Area,(AYOR)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Greyhound Bus Depot","General City Coordinates Used","

","","","Huntsville","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Lee Mall","General City Coordinates Used","Upstairs T-Room (Cl. 4pm)","","","Huntsville","AL","Cruisy Area,(*)","Cruising Areas",1980,NA,NA,NA,NA,NA
"Amtrak & Greyhound Depots","General City Coordinates Used","","","","Decatur","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"‘Rest Stop’ on old Hwy. 31 N.","General City Coordinates Used","","","","Decatur","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Pancake House ","General City Coordinates Used","","Hwy. 31 S.","","Decatur","AL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"'Rest Stop'","General City Coordinates Used","","Old Hwy. 31 N","","Decatur","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Pancake House","General City Coordinates Used","","Hwy. 31 S.","","Decatur","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Amtrak & Greyhound Depots","General City Coordinates Used","","","","Decatur","AL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Crusiy Area","Found","","","","Ft. Smith","AR","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Show Boat","Found","","","","Ft. Smith","AR","","Bars/Clubs",1974,NA,NA,NA,NA,NA
"6th & Garrison","Found","","","","Ft. Smith","AK","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"‘Rest Stop’ on I-30, 5 mi. S.  ","General City Coordinates Used","","","","Ft. Smith","AK","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"‘The Block’ around Tradewinds Motel","General City Coordinates Used","","","","Ft. Smith","AK","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Show Bar","Found","","11th & Rogers","","Ft. Smith","AR","","Bars/Clubs",1972,NA,NA,NA,NA,NA
"around 9th & Garrison","Found","","","","Ft. Smith","AR","Cruisy Areas","Cruising Areas",1972,NA,NA,NA,NA,NA
"around 9th & Garrison ","Found","","","","Ft. Smith","AK","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"6th & Garrison","Found","","6th and Garrison","","Ft. Smith","AR","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Bonnie's","Found","","600 block of N. 10th St","Coordinates for 600 N. 10th St. ","Ft. Smith","AR","(M)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"6th & Garrison","Found","","","","Ft. Smith","AK","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"6th and Garrison","Found","","","","Ft. Smith","AR","Cruisy Area","Cruising Areas",1975,NA,NA,NA,NA,NA
"Bonnie's","Found","","600 block of N. 10th St.","","Ft. Smith","AR","(M)","Bars/Clubs",1975,NA,NA,NA,NA,NA
"
  6th
  & Garrison 
  ","Found","","","","Ft. Smith","AK","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"The Block around Tradewinds Motel","General City Coordinates Used","","","","Ft. Smith","AR","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Rest Stop on I-30","General City Coordinates Used","5 miles South","","","Ft. Smith","AR","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"6th & Garrison","Found","","6th & Garrison","","Ft. Smith","AR","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"‘Rest Stop’ - 5 mi. So. on US Hwy. 27 ","General City Coordinates Used","","","","Lake Worth","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Harper's ","Found","","539 W. Fairbanks","","Winter Park","FL","(YC),(*)","Bars/Clubs",1975,NA,NA,NA,NA,NA
"Catfish Hut","General City Coordinates Used","","","","Ponce De Leon","FL","(M),(R)","Restaurant",1974,NA,NA,NA,NA,NA
"‘Rest Stop’ next to Gulf Coast College at foot of bay bridge – E. ","Found","","","","Panama City","FL","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Rest area next to Gulf Coast College at foot of Bay Bridge - East","General City Coordinates Used","","","","Panama City","FL","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Kids from Alabama hitch-hiking","General City Coordinates Used","","","","Panama City","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"“Rest Area” next to Gulf Coast College at foot of Bay Bridge – East ","Found","","","","Panama City","FL","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"‘Rest Stop’ next to Gulf Coast college at foot of Bay Bridge -East ","Found","","","","Panama City","FL","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"T-Rooms at New Municipal Pier","General City Coordinates Used","","","","Panama City","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Rest Stop next to Gulf Coast College","General City Coordinates Used","at foot of bay bridge- E. ","","","Panama City","FL","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Continental Lounge","Found","New Albany Motor Hotel","","Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel","Albany","GA","","Hotels,Bars/Clubs",1974,NA,NA,NA,NA,NA
"‘Bus Stop’ at Pine & Jefferson","Found","","","","Albany","GA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Continental Lounge ","Found","New Albany Motor Hotel","","Located at 245 Pine Ave. Added to National Registry of Historic Places in 1982. Now The Flats @ 249, an apartment complex. See https://en.wikipedia.org/wiki/New_Albany_Hotel","Albany","GA","","Hotels,Bars/Clubs",1973,NA,NA,NA,NA,NA
"Continental Lounge","Found","New Albany Motor Hotel","","","Albany","GA","(M),(YC)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"Continental Lounge ","Found","New Albany Motor Hotel ","","","Albany","GA","(M),(YC)","Hotels,Bars/Clubs",1977,NA,NA,NA,NA,NA
"Continental Lounge","Found","","New Albany Motor Hotel","","Albany","GA","(M),(YC)","Hotels,Bars/Clubs",1975,NA,NA,NA,NA,NA
"Continental Lounge ","Found","New Albany Motor Hotel ","","","Albany","GA","(M),(YC)","Hotels,Bars/Clubs",1978,NA,NA,NA,NA,NA
"'Bus Stop' at Pine & Jefferson","Found","","Pine & Jefferson","","Albany","GA","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Street in front of Holiday Inn","Found","","","Approximate. See https://www.hotel-online.com/archives/archive-33400/","Athens","GA","Cruisy Area","Cruising Areas",1974,NA,NA,NA,NA,NA
"Varsity","Found","","Broad & College ","","Athens","GA","(M),(YC),(RT)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Circus Bar","General City Coordinates Used","","At Old RR Station ","","Athens","GA","(M),(HIP),(YC)","Bars/Clubs",1979,NA,NA,NA,NA,NA
"Key to America Motel Bar","Found","","Prince & Milledge ","","Athens","GA","(M)","Hotels,Bars/Clubs",1979,NA,NA,NA,NA,NA
"Legion Pool ","General City Coordinates Used","","","","Athens","GA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"U. of Ga. – Stegeman Hall ","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Hull St. betw. Broad & Clayton ","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"
  The Rail
  ","General City Coordinates Used","Inquire locally","","","Athens","GA","(M),(YC)","Bars/Clubs",1973,NA,NA,NA,NA,NA
"
  Street in front of Holiday Inn
  ","General City Coordinates Used","","","","Athens","GA","Cruisy Areas","Cruising Areas",1973,NA,NA,NA,NA,NA
"U. of Ga. – Main Library","Found","","","Broken in 3 separate locations.","Athens","GA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"U. of Ga. –  Russel Hall Dormitory – T-Rooms","Found","","","Broken in 3 separate locations.","Athens","GA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Legion Pool","General City Coordinates Used","","","","Athens","GA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Dunkin Donuts","Found","","Prince & Milledge","","Athens","GA","(M),(R),(C),(AH)","Restaurant",1976,NA,NA,NA,NA,NA
"Hull St., betw. Broad & Clayton","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Varsity","Found","","Broad & College","","Athens","GA","(M),(RT),(YC),(*)","Bars/Clubs",1976,NA,NA,NA,NA,NA
"Univ of Georgia - Main Library","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Legion Pool ","General City Coordinates Used","","","","Athens","GA","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"University of Georgia – Main Library","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Varsity ","Found","","Broad & College ","","Athens","GA","(M),(RT),(YC),(*)","Bars/Clubs",1977,NA,NA,NA,NA,NA
"Circus Bar ","General City Coordinates Used","","At Old Railway Station","","Athens","GA","(M),(HIP),(YC)","Bars/Clubs",1977,NA,NA,NA,NA,NA
"Dunkin Donuts ","Found","","Prince & Milledge ","","Athens","GA","(M),(C),(AH)","Bars/Clubs",1977,NA,NA,NA,NA,NA
"Hull Street. between Broad & Clayton  ","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"University of Georgia – Stegeman Hall","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"University of Georgia – Russel Hall Dormitory ","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1977,NA,NA,NA,NA,NA
"Univ of Georgia - Russell Hall Dormitory","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Univ of Georgia - Stegeman Hall","Found","","","Broken in 3 separate locations. Demolished. Now Historic Athletic Grounds. See https://georgiainfo.galileo.usg.edu/topics/historical_markers/county/clarke/historic-athletic-grounds","Athens","GA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Hull St.","Found","","betw. Broad & Clayton","","Athens","GA","Cruisy Area","",1975,NA,NA,NA,NA,NA
"Dunkin Donuts","Found","","Prince & Milledge","","Athens","GA","(M),(C),(AH)","",1975,NA,NA,NA,NA,NA
"Varsity","Found","","Broad & College","","Athens","GA","(M),(RT),(YC),(*)","",1975,NA,NA,NA,NA,NA
"Univ. of Georgia - Stegman Hall","Found","","Main Library, Stegeman Hall & Russell Hall Dormitory","","Athens","GA","Cruisy Area","",1975,NA,NA,NA,NA,NA
"Legion Pool","General City Coordinates Used","","","","Athens","GA","Cruisy Area","",1975,NA,NA,NA,NA,NA
"U. of Ga. - Stegeman Hall","Found","","","Broken in 3 separate locations.","Athens","GA","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Hull St. betw. Broad & Clayton ","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Circus Bar ","General City Coordinates Used","At Old Railroad Station","","","Athens","GA","(M),(HIP),(YC)","Bars/Clubs",1978,NA,NA,NA,NA,NA
"Legion Pool ","General City Coordinates Used","","","","Athens","GA","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"Circus Bar","General City Coordinates Used","","At Old RR Station","","Athens","GA","(M),(HIP),(YC)","Bars/Clubs",1980,NA,NA,NA,NA,NA
"Hull St. between Broad & Clayton","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"University of Georgia - Main Library","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Legion Pool","General City Coordinates Used","","","","Athens","GA","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Varsity","Found","","Broad & College","","Athens","GA","(M),(YC),(E)","Bars/Clubs",1980,NA,NA,NA,NA,NA
"U. of Ga. - Main Library","Found","","","Broken in 3 separate locations.","Athens","GA","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"U. of Ga. - Russell Hall Dormitory – T-Rooms ","Found","","","Broken in 3 separate locations.","Athens","GA","Cruisy Area","Cruising Areas",1978,NA,NA,NA,NA,NA
"University of Georgia - Russell Hall Dormitory T-Rooms","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"University of Georgia  - Stegeman Hall","Found","","","","Athens","GA","Cruisy Area","Cruising Areas",1980,NA,NA,NA,NA,NA
"Univ. of Georgia - Russell Hall Dormitory","Found","","Main Library, Stegeman Hall & Russell Hall Dormitory","","Athens","GA","Cruisy Area","",1975,NA,NA,NA,NA,NA
"Univ. of Georgia - Main Library","Found","","Main Library, Stegeman Hall & Russell Hall Dormitory","","Athens","GA","Cruisy Area","",1975,NA,NA,NA,NA,NA
"Riviera Club","Found","","","Approximate location. It appears that 2nd st at this location no longer exists due to construction of the Newport Aquarium in 1999.","Newport","KY","(R),(C),(G)","Restaurant",1974,NA,NA,NA,NA,NA
"Twelve Ceasars","Found","(until 5 am)","adjoining Riviera Club","","Newport","KY","(C),(R)","Restaurant",1972,NA,NA,NA,NA,NA
"Riviera Club","Found","(some (G))","Monmouth & 2nd St. ","","Newport","KY","(P),(D),(S),(*)","Bars/Clubs",1972,NA,NA,NA,NA,NA
"Riviera Club ","Found","","2nd St. bet. Monmouth & York","","Newport","KY","(R),(G),(S),(M),(*)","Restaurant",1973,NA,NA,NA,NA,NA
"Holiday Inn Bar","Found","","","","Alexandria","LA","(M)","Hotels,Bars/Clubs",1974,NA,NA,NA,NA,NA
"Trailways Bus Depot","General City Coordinates Used","","","","Alexandria","LA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"City Park ","Found","","","","Alexandria","LA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Iwo Jima Memorial – wooded area ","Found","(once good spot is sure suicide – murders, muggings & arrests are common) ","","","Alexandria","VA","Cruisy Area","Cruising Areas",1979,NA,NA,NA,NA,NA
"Cabaret","General City Coordinates Used","","Inquire Locally","","Alexandria","LA","","Bars/Clubs",1976,NA,NA,NA,NA,NA
"'Rest area' on I 20 - Westbound","General City Coordinates Used","","","","Alexandria","LA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Holiday Inn Bar","Found","","2 mi W. on MacArthur Drive (Hwy. 71)","","Alexandria","LA","(M)","Hotels,Bars/Clubs",1976,NA,NA,NA,NA,NA
"Downtown Bus Terminal","General City Coordinates Used","","","","Alexandria","LA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Riverside Mall","Found","","","","Alexandria","LA","Cruisy Area","Cruising Areas",1976,NA,NA,NA,NA,NA
"Steve’s ","Found","","2700 Jefferson Davis Highway ","","Alexandria","VA","(M),(C),(AH)","Bars/Clubs",1977,NA,NA,NA,NA,NA
