"status","lat","lon","description","streetaddress","city","state","Year","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
"Found",26.078522,"-97.167822","County Park at S. end","","South Padre Island","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",26.11184,"-97.168126","","","South Padre Island","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",32.360743,"-95.323049","nights","","Tyler","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",32.332912,"-95.301764","","","Tyler","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",31.549333,"-97.146669","PO Box 9081, 76714 752-7727, info & newsletter & pride shop","","Waco","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",31.583658,"-97.156257","","","Waco","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",31.524328,"-97.225013","","","Waco","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",33.913709,"-98.493387","322-4100","","Wichita Falls","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",33.917338,"-98.516607","","","Wichita Falls","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",33.109472,"-96.971398","","","Denton","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",33.109472,"-96.971398","(at Harvest MCC) 321-2332 (AA#)","","Denton","TX",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",31.458219,"-100.435658","","","San Angelo","TX",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.262437,"-111.794879","Cemetery Point","","Ogden","UT",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",41.208086,"-111.939208","","","Ogden","UT",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",40.760779,"-111.891047","533-0927, info & support","","Salt Lake City","UT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.760779,"-111.891047","533-0927/ (800) 533-4357 call for reservations & info","","Salt Lake City","UT",1996,"(M),(WC)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",40.760779,"-111.891047","(800)-346-5592 gay realtor at your service, no rentals ","","Salt Lake City","UT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.760779,"-111.891047","363-1818, 12:30pm-1pm Wed","KRCL 91 FM","Salt Lake City","UT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",40.646062,"-111.497973","PO Box 3808, 84060 (800) 243-2932","","Park City","UT",1996,"(IGTA)","Travel/Tour Operators","",NA,NA,NA,NA
"General Coordinates Used",39.482463,"-111.496024","(312) 857-0801, 857-0805 (fax) see ad in center National Section","","Spring City","UT",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",38.299028,"-111.418162","425-3222 full brkfst, hot tub, nr. Capitol Reef National Park ","Hwy. 24","Torrey ","UT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.770266,"-111.602119","PO Box 333, 84726 826-4567/ (800) 252-8824 full brkfst","","Escalante","UT",1996,"(GF),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.314064,"-72.704649","875-2724 full brkfst, sauna, ski trails & hiking","East Hill Rd.","Andover","VT",1996,"(GF),(F),(SW),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.066533,"-73.157405","Rte. 7A, PO Box 97, 05250 375-6647/ (800) 348-5294 nr. outdoor recreation","","Arlington","VT",1996,"(GF),(SW),(IGTA)","Accommodations","",NA,NA,NA,NA
"Found",43.109285,"-73.120277","RR #2, Box 2015, 05250 375-2269/ (800) 882-2545 country inn on 50 acres of farmland, mtn. views, dinner Th-Sat, full brkfst","","Arlington","VT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.850915,"-72.557868","PO Box 875, 05302 254-5947","","Brattleboro","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.475883,"-73.212072","PO Box 177, 05402 monthly","","Burlington","VT",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",44.475883,"-73.212072","05401 658-5136, monthly mtgs.","21 Robinson Clarke Wy.","Burlington","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.475883,"-73.212072","658-4221 (AA#) 7pm Th","St. Paul's Church on Cherry St.","Burlington","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",44.477031,"-73.214092","downtown Bank, College & St. Pauls Sts.","","Burlington","VT",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",44.475883,"-73.212072","PO Box 237, 05402 865-3734, active social group, call for more info","","Burlington","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",44.481301,"-73.219886","N. Public Beach","","Burlington","VT",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",44.475883,"-73.212072","PO Box 4235, 05402 865-9677, hotline noon-6pm, support/educational group for lesbigay youth","","Burlington","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",44.477239,"-73.196718","B-163 Billings, UVM, 05405 656-0699","","Burlington","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.475883,"-73.212072","c/o Micha Olsen, PO Box 8456, 05402 862-8246, support & penpal network for lesbigays & their kids; also Goddess/Pagan gatherings","","Burlington","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.395906,"-72.700652","off Rte. 103 toward Chester","","Ludlow","VT",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",43.158976,"-73.072311","362-2200, 10am-5:30pm, til 9pm Fri & 7pm Sat","Main St.","Manchester","VT",1996,"","Bookstores/Retail Shops","",NA,NA,NA,NA
"Found",44.008108,"-73.176041","Drawer 8, Middlebury College, 05753","","Middlebury","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.260059,"-72.575387","PO Box 1125, 05602 365-9139, political group","","Montpelier","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.260059,"-72.575387","PO Box 88, Northfield, 05663 485-6668, Destiny Lodge faerie group for central Vermont, monthly moon rituals","","Montpelier","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.715348,"-72.307869","Box 479, 05055 649-3133, 7:30pm Tue, call for location","","Norwich","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",44.278986,"-72.438101","Goddard College, 05667","","Plainfield","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",43.610624,"-72.972606","PO Box 218, 05736","","Rutland","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",44.337834,"-72.756229","RR 2, Box 1595, Rte. 100 S., 05676-9621 244-7726/ (800) 800-7760 chalet on a secluded hillside in the Green Mtns., full brkfst, jacuzzi & sauna","","Waterbury","VT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.630548,"-72.469455","School St., PO Box 72, Taftsville, 05073-0072 457-5181/ (800) 959-1404 gracious accommodations in an early 19th century home, full brkfst","","Woodstock","VT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.464589,"-72.500767","PO Box 579, Rowe Hill Rd., Brownsville, 05037 484-7934 classic Vermont log home","","Woodstock","VT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.465433,"-72.687402","RFD 1 Box 1879, 05655 888-3834/ (800) 639-2903 colonial farmhouse situated at the top of a scenic hill","","Stowe","VT",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.878135,"-73.196774","Rte. 1B, Box 212, Shaftsbury 375-6985/ (800) 479-6985 Greek Revival house, built in 1824, located in a beautiful valley btwn. the Taconic & Green Mtns.","","Bennington","VT",1996,"(MW),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",42.878135,"-73.196774","RD 2 Box 56W (N. Bennington Rd. 7 mi. W. of town) Hoosick, Falls, NY, 12090 (518) 686-7275 B&B, hot tub & sauna, nr. boating, mean welcome","","Bennington","VT",1996,"(W)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.254807,"-73.09878","on Rte. 30 & Kelly Rd.","","Dorset","VT",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",44.878596,"-72.608343","PO Box 43, 05471 326-4306 full brkfst, nr. outdoor recreation & lay Peak","","Montgomery Center","VT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",43.546735,"-72.423965","PO Box 101, 05049 436-3070 nr. outdoor recreation","","Hartland Four Corners","VT",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.592528,"-72.614841","RFD 1, Box 1879, 05655 888-3834/ (800) 639-2903 colonial farmhouse situated at the top of maple forested hill, full brkfst","","Hyde Park","VT",1996,"(GF),(F)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",44.419263,"-72.015118","RR1 Box 261, 05819 748-5849, social & activities group","","St. Johnsbury","VT",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.804836,"-77.046921","(800) 209-9408, hotels, guesthouses, B&B, corporate apts./stes.","","Alexandria","VA",1996,"","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",38.804836,"-77.046921","(800)-346-5592 gay realtor at your service, no rentals ","","Alexandria","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",38.875198,"-77.048943","","","Arlington","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",38.815279,"-77.044775","nr. marina","","Arlington","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.87997,"-77.10677","(800)-346-5592 gay realtor at your service, no rentals ","","Arlington","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",38.890437,"-77.069721","wooded area","","Arlington","VA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.87997,"-77.10677","PO Box 324, 22210 522-7660, monthly mtgs","","Arlington","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",36.572536,"-79.419015","","","Danville","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",38.962764,"-77.150517","off. G.W. Parkwy ","","Fairfax","VA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",37.082564,"-76.274619","walk past rock mounds to nude beach","","Hampton","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.665397,"-78.459452","Rte. 4, Box 620, 22835 743-7855 full brkfst","","Luray","VA",1996,"(MW),(SW)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",37.413754,"-79.142246","","","Lynchburg","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.413754,"-79.142246","PO Box 10511, 24506 847-5242, 7pm-10pm Tue, info & referrals","","Lynchburg","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.413754,"-79.142246","","","Lynchburg","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"Found",36.928742,"-76.256699","nr. baseball diamond","","Norfolk","VA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",36.850769,"-76.285873","(800)-346-5592 gay realtor at your service, no rentals ","","Norfolk","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",36.850769,"-76.285873","622-4297, taped message","","Norfolk","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",36.850769,"-76.285873","PO Box 41112, 23502 583-7468","","Norfolk","VA",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",36.850769,"-76.285873","PO Box 1325, 23501  active social group","","Norfolk","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",36.855308,"-76.288831","623-0303 9pm-2am, clsd Mon","at the Garage","Norfolk","VA",1996,"(M),(D),(CW),(S),(YC)","Bars","Garage's address is 731 Granby St.",NA,NA,NA,NA
"Found",37.520799,"-77.476325","","","Richmond","VA",1996,"Cruisy Area","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.540725,"-77.436048","355-1212 (AA#)","","Richmond","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.540725,"-77.436048","PO Box 342 Capital Stn., 23202 643-4816, statewide lesbigay org., info & referrals","","Richmond","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.540725,"-77.436048","PO Box 5542, 23220 353-2077","","Richmond","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.596023,"-77.467256","James River Park, N. bank nr. S. end of Meadow St.","","Richmond","VA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.540725,"-77.436048","353-3626, taped event & resource info","","Richmond","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.540725,"-77.436048","(800)-346-5592 gay realtor at your service, no rentals ","","Richmond","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",37.544727,"-77.473065","","","Richmond","VA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",37.27097,"-79.941427","(800)-346-5592 gay realtor at your service, no rentals ","","Roanoke","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.27097,"-79.941427","PO Box 237, 24002 890-3184, newsletter, covers western VA","","Roanoke","VA",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",36.851644,"-75.979219","(800)-346-5592 gay realtor at your service, no rentals ","","Virginia Beach","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.029306,"-78.476678","(800)-346-5592 gay realtor at your service, no rentals ","","Charlottesville","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.029306,"-78.476678","971-7720, 7:30pm Th","Thomas Jefferson Unitarian Church on Rugby Rd.","Charlottesville","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.029306,"-78.476678","PO Box 1754, 22902","","Charlottesville","VA",1996,"","Publications","",NA,NA,NA,NA
"General Coordinates Used",38.029306,"-78.476678","Rte. 1, Box 375, Nellysford, 22958 361-1101/ (800) 278-2154 full brkfst","","Charlottesville","VA",1996,"(GF),(SW),(WC)","Accommodations","",NA,NA,NA,NA
"Found",38.031539,"-78.480533","","","Charlottesville","VA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",38.029306,"-78.476678","PO Box 2368,, 22902 296-8783; also contact for Piedmont Triangle Society, active social org.","","Charlottesville","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.029306,"-78.476678","971-1555, social clearinghouse for region meets 2nd Fri ","","Charlottesville","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",37.087082,"-76.473012","(800)-346-5592 gay realtor at your service, no rentals ","","Newport News","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",38.880945,"-77.300817","532-0992 ","","Oakton","VA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",47.299943,"-122.216879","","","Auburn","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",48.776543,"-122.484679","","","Bellingham","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",48.751911,"-122.478685","(800)-346-5592 gay realtor at your service, no rentals ","","Bellingham","WA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",48.751911,"-122.478685","650-6120, social/political group ","Western Washington University","Bellingham","WA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",48.750448,"-122.426905","","","Bellingham","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",48.694449,"-122.495981","","","Bellingham","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",47.562776,"-122.624555","across from ferry terminal ","","Bremerton","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",47.565007,"-122.626977","792-3960, lesbigay social/support group","","Bremerton","WA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",47.810652,"-122.377355","by ferry dock","","Edmonds","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",47.958444,"-122.220193","","","Everett","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",48.408214,"-122.327757","just off Blackburn Rd.","","Mt. Vernon","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"Found",46.731338,"-117.163675","335-3564","","Pullman","WA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"General Coordinates Used",47.615309,"-122.337866","PO Box 313, Index, 98256 793-2103 peaceful B&B nestled among towering firs & cedars on the Skykomish River","","Seattle","WA",1996,"(MW),(SW),(N),(IGTA)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",47.60621,"-122.332071","450-4890, social/support group for Seattle's East Side","","Seattle","WA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",47.605479,"-122.321382","(in the Broadway Market) 860-3070 6am-11pm, 9am-7pm Sun","","Seattle","WA",1996,"(GF)","Gyms & Health Clubs","Market's address is 401 E. Broadway ",NA,NA,NA,NA
"Found",47.606204,"-122.315472","325-7805 Ethiopian","Jefferson & 13th ","Seattle","WA",1996,"(*)","Restaurants & Cafes","",NA,NA,NA,NA
"General Coordinates Used",47.60621,"-122.332071","bluffs above parking lot & beach","","Seattle","WA",1996,"Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
"General Coordinates Used",47.60621,"-122.332071","PO Box 2241, 98070 567-4177 private cottage in a lovely wooded setting on the west side of Vashon Island","","Seattle","WA",1996,"(GF)","Accommodations","",NA,NA,NA,NA
"General Coordinates Used",47.60621,"-122.332071","PO Box 9685, 98109 935-1206","","Seattle","WA",1996,"","Info Lines & Services","",NA,NA,NA,NA
"Found",47.761987,"-122.38202","along RR tracks ","","Seattle","WA",1996,"Cruisy Area,(N),(AYOR)","Cruising Areas","",NA,NA,NA,NA
