"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"559/271-9760 Meet hot Fresno men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 2039.",NA,"Fresno","CA","","Men's Services","General Coordinates Used","36.737798","-119.787125",2000,"",NA,NA,NA,NA
"781/721-6600 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 6104.",NA,"Boston","MA","","Men's Services","General Coordinates Used","42.360083","-71.05888",2000,"",NA,NA,NA,NA
"310/854-6666 Meet hot LA men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 6241.",NA,"Los Angeles","CA","","Men's Services","General Coordinates Used","34.052234","-118.243685",2000,"",NA,NA,NA,NA
"Meet hot Reno men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 7230.",NA,"Reno","NV","","Men's Services","General Coordinates Used","39.529919","-119.814269",2000,"",NA,NA,NA,NA
"215/875-9900 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 2101.",NA,"Philadelphia","PA","","Men's Services","General Coordinates Used","39.952584","-75.165221",2000,"",NA,NA,NA,NA
"619/692-4385 Meet hot San Diego men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 6009. ",NA,"San Diego","CA","","Men's Services","General Coordinates Used","32.740978","-117.249975",2000,"",NA,NA,NA,NA
"305/999-9200 Connect with locals tonight! 18+ Record, Listen and Respond FREE! Use FREE code 3004.",NA,"Miami","FL","","Men's Services","General Coordinates Used","25.768517","-80.133206",2000,"",NA,NA,NA,NA
"414/224-6462 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 4123.",NA,"Milwaukee","WI","","Men's Services","General Coordinates Used","43.038903","-87.906474",2000,"",NA,NA,NA,NA
"219/791-1100 Play the field, by phone! 18+. Record, Listen and Respond FREE! Use FREE code 1000.",NA,"Gary","IN","","Men's Services","General Coordinates Used","41.600851","-87.262025",2000,"",NA,NA,NA,NA
"404/870-8830 Dial your match! 18+ Browse, Match, Chat! Use FREE code 4018.",NA,"Atlanta","GA","","Men's Services","General Coordinates Used","34.075376","-84.29409",2000,"",NA,NA,NA,NA
"916/474-5757 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 8103.",NA,"Kansas City","MO","","Men's Services","General Coordinates Used","38.923754","-76.993844",2000,"",NA,NA,NA,NA
"817/838-8100 Let a Texan show you how it's done! Meet hot locals! 18+. Record, Listen and Respond FREE! Use access code 2113.",NA,"Fort Worth","TX","","Men's Services","General Coordinates Used","32.755488","-97.330766",2000,"",NA,NA,NA,NA
"919/460-7171 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 9102.",NA,"Raleigh ","NC","","Men's Services","General Coordinates Used","35.77959","-78.638179",2000,"",NA,NA,NA,NA
"225/343-8800 Meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 5002.",NA,"Baton Rouge","LA","","Men's Services","General Coordinates Used","30.451468","-91.187147",2000,"",NA,NA,NA,NA
"801/575-6000 Meet hot Salt Lake City men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 8034.",NA,"Salt Lake City","UT","","Men's Services","General Coordinates Used","40.734303","-111.891078",2000,"",NA,NA,NA,NA
"253/272-1515 Meet hot Tacoma TONIGHT! 18+/ It's FREE to Record, Listen & Respond to ads! Use FREE code 2153.",NA,"Tacoma","WA","","Men's Services","General Coordinates Used","47.252877","-122.444291",2000,"",NA,NA,NA,NA
"330/376-7733 meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 3316.",NA,"Akron","OH","","Men's Services","General Coordinates Used","41.081445","-81.519005",2000,"",NA,NA,NA,NA
"Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 3301.",NA,"Wichita","KS","","Men's Services","General Coordinates Used","37.687176","-97.330053",2000,"",NA,NA,NA,NA
"410/653-6900 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 4117.",NA,"Baltimore","MD","","Men's Services","General Coordinates Used","39.290385","-76.612189",2000,"",NA,NA,NA,NA
"502/584-8080 Connect with locals tonight! 18+ Record, Listen and Respond FREE! Use FREE code 5008.",NA,"Louisville","KY","","Men's Services","General Coordinates Used","38.252665","-85.758456",2000,"",NA,NA,NA,NA
"757/533-9300 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 7502.",NA,"Norfolk","VA","","Men's Services","General Coordinates Used","36.850769","-76.285873",2000,"",NA,NA,NA,NA
"760/754-5556 Meet hot Oceanside men TONIGHT! 18+ It's FREE to Record, Listen & Respond to ads! Use FREE code 6105.",NA,"Oceanside","CA","","Men's Services","General Coordinates Used","33.19587","-117.379483",2000,"",NA,NA,NA,NA
"203/394-6222 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 2009.",NA,"Bridgeport","CT","","Men's Services","General Coordinates Used","41.198022","-73.201272",2000,"",NA,NA,NA,NA
"512/472-7722 meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 5116.",NA,"Austin","TX","","Men's Services","General Coordinates Used","30.267153","-97.743061",2000,"",NA,NA,NA,NA
"408/532-3003 Meet hot San Jose men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 4139. ",NA,"San Jose","CA","","Men's Services","General Coordinates Used","37.33874","-121.885252",2000,"",NA,NA,NA,NA
"520/791-7000 Meet hot Tucson men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 5213.",NA,"Tucson","AZ","","Men's Services","General Coordinates Used","32.222607","-110.974711",2000,"",NA,NA,NA,NA
"919/460-7171 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 9102.",NA,"Chapel Hill","NC","","Men's Services","General Coordinates Used","35.9132","-79.055844",2000,"",NA,NA,NA,NA
"920/431-9000 Meet hot locals! 18+. Record, Listen and Respond FREE! Use FREE code 4103.",NA,"Green Bay","WI","","Men's Services","General Coordinates Used","44.513319","-88.013296",2000,"",NA,NA,NA,NA
"803/255-0035 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 8303.",NA,"Columbia","SC","","Men's Services","General Coordinates Used","34.00071","-81.034814",2000,"",NA,NA,NA,NA
"915/545-2424 Let us introduce you to local men! 18+. Record, Listen and Respond FREE! Use access code 9103.",NA,"El Paso","TX","","Men's Services","General Coordinates Used","31.761878","-106.485022",2000,"",NA,NA,NA,NA
"303/831-8800 Meet hot Denver men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 2133. ",NA,"Denver","CO","","Men's Services","General Coordinates Used","39.747363","-105.108354",2000,"",NA,NA,NA,NA
"Santa Clarita  818/734-4830 Meet hot Valley men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 8037. ",NA,"Santa Clarita Valley","CA","","Men's Services","General Coordinates Used","37.248848","-121.839959",2000,"",NA,NA,NA,NA
"214/688-7450 Paint the town red with a SEXY local! 18+. Record, Listen and Respond FREE! Use access code 2113.",NA,"Dallas","TX","","Men's Services","General Coordinates Used","32.776664","-96.796988",2000,"",NA,NA,NA,NA
"402/341-2300 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 4007.",NA,"Omaha","NE","","Men's Services","General Coordinates Used","41.256537","-95.934503",2000,"",NA,NA,NA,NA
"612/338-2100 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 6107.",NA,"","MN","","Men's Services","General Coordinates Used","46.729553","-94.6859",2000,"",NA,NA,NA,NA
"610/770-7771 Dial your match! 18+ Browse, Match, Chat! Use FREE code 6012. ",NA,"Allentown","PA","","Men's Services","General Coordinates Used","40.602294","-75.47141",2000,"",NA,NA,NA,NA
"208/376-1114 Meet hot Boise men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 2019.",NA,"Boise","ID","","Men's Services","General Coordinates Used","43.615019","-116.202314",2000,"",NA,NA,NA,NA
"916/489-2300 Meet hot Sacramento men TONIGHT! 18+. It's FREE to Record, Listen, & Respond to ads! Use FREE code 9108.",NA,"Sacramento","CA","","Men's Services","General Coordinates Used","38.581572","-121.4944",2000,"",NA,NA,NA,NA
"954/497-3000 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 3004.",NA,"Fort Lauderdale","FL","","Men's Services","General Coordinates Used","26.151619","-80.119214",2000,"",NA,NA,NA,NA
"513/381-4477 Meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 5107.",NA,"Cincinnati ","OH","","Men's Services","General Coordinates Used","39.103118","-84.51202",2000,"",NA,NA,NA,NA
"813/626-6020 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 8105.",NA,"Tampa","FL","","Men's Services","General Coordinates Used","27.950575","-82.457178",2000,"",NA,NA,NA,NA
"419/242-3999 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 4605.",NA,"Toledo","OH","","Men's Services","General Coordinates Used","41.652805","-83.537867",2000,"",NA,NA,NA,NA
"317/791-1234 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 3104.",NA,"Indianapolis","IN","","Men's Services","General Coordinates Used","39.768403","-86.158068",2000,"",NA,NA,NA,NA
"907/563-3332 Meet hot Anchorage men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 2004.",NA,"Anchorage","AK","","Men's Services","General Coordinates Used","61.218923","-149.850373",2000,"",NA,NA,NA,NA
"504/523-0330 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 5008.",NA,"New Orleans","LA","","Men's Services","General Coordinates Used","29.951066","-90.071532 ",2000,"",NA,NA,NA,NA
"937/227-3454 Paint the town red with a SEXY local! 18+. Record, Listen and Respond REE! Use access code 5122.",NA,"Dayton","OH","","Men's Services","General Coordinates Used","39.758948","-84.191607",2000,"",NA,NA,NA,NA
"509/325-8100 Meet hot Spokane TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 5018.",NA,"Spokane","WA","","Men's Services","General Coordinates Used","47.65878","-117.426047",2000,"",NA,NA,NA,NA
"405/235-3366 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 4013. ",NA,"Oklahoma City","OK","","Men's Services","General Coordinates Used","35.46756","-97.516428 ",2000,"",NA,NA,NA,NA
"602/252-3333 Meet hot Phoenix men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 6107.",NA,"Phoenix","AZ","","Men's Services","General Coordinates Used","33.448377","-112.074037",2000,"",NA,NA,NA,NA
"412/322-8888 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 4113.",NA,"Pittsburgh","PA","","Men's Services","General Coordinates Used","40.440625","-79.995886",2000,"",NA,NA,NA,NA
"843/853-5995 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 3810.",NA,"Charleston","SC","","Men's Services","General Coordinates Used","32.776475","-79.931051",2000,"",NA,NA,NA,NA
"901/578-8900 Connection with locals tonight! 18+ Record, Listen and Respond FREE! Use FREE code 9008.",NA,"Memphis","TN","","Men's Services","General Coordinates Used","35.149534","-90.04898",2000,"",NA,NA,NA,NA
"616/456-1144 Meet hot locals! 18+. Record, Listen and Respond FREE! Use FREE code 6601.",NA,"Grand Rapids","MI","","Men's Services","General Coordinates Used","42.96336","-85.668086",2000,"",NA,NA,NA,NA
"407/345-9300 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 4710.",NA,"Orlando","FL","","Men's Services","General Coordinates Used","28.538383","-81.378927",2000,"",NA,NA,NA,NA
"Meet hot Palm Springs men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 6125. ",NA,"Palm Springs","CA","","Men's Services","General Coordinates Used","33.830296","-116.545292",2000,"",NA,NA,NA,NA
"615/726-1199 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 6104.",NA,"Nashville","TN","","Men's Services","General Coordinates Used","36.162664","-86.781602",2000,"",NA,NA,NA,NA
"707/522-5002 Meet hot Santa Rosa men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 7011. ",NA,"Santa Rosa","CA","","Men's Services","General Coordinates Used","38.440429","-122.714055",2000,"",NA,NA,NA,NA
"919/460-7171 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 9102.",NA,"Durham","NC","","Men's Services","General Coordinates Used","35.994033","-78.898619",2000,"",NA,NA,NA,NA
"912/234-7700 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 9104.",NA,"Savannah","GA","","Men's Services","General Coordinates Used","32.080899","-81.091203 ",2000,"",NA,NA,NA,NA
"515/243-2700 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use accss code 5103.",NA,"Des Moines","IA","","Men's Services","General Coordinates Used","41.586835","-93.624959",2000,"",NA,NA,NA,NA
"773/878-7077 Meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 7749.",NA,"Chicago","IL","","Men's Services","General Coordinates Used","41.878114","-87.629798",2000,"Listed under ""Chicago-Overview""",NA,NA,NA,NA
"313/962-7070, 248/395-0100 Meet your mate tonight! 18+. Record, Listen and Respond FREE! Use access code 3017.",NA,"Detroit","MI","","Men's Services","General Coordinates Used","42.331427","-83.045754 ",2000,"",NA,NA,NA,NA
"713/892-5757 Play the field, by phone! 18+. Record, Listen and Respond FREE! Use FREE code 7122.",NA,"Houston","TX","","Men's Services","General Coordinates Used","29.760427","-95.369803",2000,"",NA,NA,NA,NA
"904/633-9009 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 9004.",NA,"Jacksonville","FL","","Men's Services","General Coordinates Used","30.332184","-81.655651 ",2000,"",NA,NA,NA,NA
"918/592-5959 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 9101. ",NA,"Tulsa","OK","","Men's Services","General Coordinates Used","36.136072","-95.985075",2000,"",NA,NA,NA,NA
"212/244-3033 HOT local men are just a phone call away! 18+ Record, Listen and Respond FREE! Use FREE code 2103.",NA,"New York City","NY","","Men's Services","General Coordinates Used","40.592193","-73.508611",2000,"",NA,NA,NA,NA
"505/837-2272 Meet hot Albuquerque men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 5524. ",NA,"Albuquerque","NM","","Men's Services","General Coordinates Used","35.075459","-106.564133",2000,"",NA,NA,NA,NA
"202/408-7878 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 2009.",NA,"Washington","DC","","Men's Services","General Coordinates Used","38.907192","-77.036871",2000,"",NA,NA,NA,NA
"702/693-6800 Meet hot Las Vegas men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 7032. ",NA,"Las Vegas","NV","","Men's Services","General Coordinates Used","36.171563","-115.139101",2000,"",NA,NA,NA,NA
"601/982-7030 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 6001.",NA,"Jackson","MS","","Men's Services","General Coordinates Used","32.298757","-90.18481",2000,"",NA,NA,NA,NA
"973/243-7000 Don't be alone, pick up the phone! Hot local men await your call! 18+. Record, Listen and Respond FREE! Use FREE code 2204.",NA,"Newark","NJ","","Men's Services","General Coordinates Used","40.729841","-74.145759",2000,"",NA,NA,NA,NA
"914/682-3000 Dial your match INSTANTLY! 18+ Record, Listen and Respond FREE! Use FREE code 9102. ",NA,"Westchester","NY","","Men's Services","General Coordinates Used","41.122019","-73.794852",2000,"",NA,NA,NA,NA
"614/486-7777 Meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 6106.",NA,"Columbus","OH","","Men's Services","General Coordinates Used","39.961176","-82.998794",2000,"",NA,NA,NA,NA
"909/784-4042 Meet hot Inland Empire men TONIGHT! 18+. It's Free to Record, Listen & Respond to ads! Use Free code 9016. ",NA,"Riverside","CA","","Men's Services","General Coordinates Used","33.980601","-117.375494",2000,"",NA,NA,NA,NA
"209/473-5960 Meet hot Modesto & Stockton men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 2026.",NA,"Modesto","CA","","Men's Services","General Coordinates Used","37.63926","-120.997001",2000,"",NA,NA,NA,NA
"216/621-4222 meet locals for fun times. 18+. Record, Listen and Respond FREE! Use access code 2107. ",NA,"Cleveland","OH","","Men's Services","General Coordinates Used","40.798947","-81.378447",2000,"",NA,NA,NA,NA
"864/370-2218 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 8404. ",NA,"Greenville","NC","","Men's Services","General Coordinates Used","35.612661","-77.366354",2000,"",NA,NA,NA,NA
"608/274-7171 Meet locals for fun times! 18+. Record, Listen and Respond FREE! Use FREE code 6001. ",NA,"Madison","WI","","Men's Services","General Coordinates Used","43.072166","-89.40075",2000,"",NA,NA,NA,NA
"415/247-2000 Meet hot San Francisco men TONIGHT! 18+. It's FREE to Record, Listen & Respond to ads! Use FREE code 4101. ",NA,"San Francisco","CA","","Men's Services","General Coordinates Used","37.77263","-122.386967",2000,"",NA,NA,NA,NA
"704/372-2400 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 7004.",NA,"Charlotte","NC","","Men's Services","General Coordinates Used","35.227087","-80.843127",2000,"",NA,NA,NA,NA
"716/834-1500 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 7112.",NA,"Buffalo","NY","","Men's Services","General Coordinates Used","42.886447","-78.878369",2000,"",NA,NA,NA,NA
"336/273-3007 Connect with locals tonight! 18+ Browse, Match, Chat! Use FREE code 9105. ",NA,"Greensboro","NC","","Men's Services","General Coordinates Used","36.072635","-79.791975",2000,"",NA,NA,NA,NA
"606/254-3800 Connect with locals tonight! 18+ Record, Listen and Respond FREE! Use FREE code 6012. ",NA,"Lexington","KY","","Men's Services","General Coordinates Used","38.040584","-84.503716",2000,"",NA,NA,NA,NA
"609/663-7900 Meet locals for fun times! 18+ Browse, Match, Chat! Use FREE code 2110.",NA,"Camden","NJ","","Men's Services","General Coordinates Used","39.925946","-75.11962",2000,"",NA,NA,NA,NA
"520/634-0701",NA,"Jerome","AZ","(GF)","Accommodations","General Coordinates Used","34.748911","-112.113772",2000,"",NA,NA,NA,NA
"30th St location 619/284-4724 ",NA,"San Diego","CA","","Erotica","General Coordinates Used","32.712284","-117.130057",2000,"location from previous entry's description",NA,NA,NA,NA
"415/255-3086, 800/605-1357 full brkfst",NA,"San Francisco","CA","(GF)","Accommodations","General Coordinates Used","37.77263","-122.386967",2000,"",NA,NA,NA,NA
"E to W Service Rd of I-91 N  Riverside Park ",NA,"Hartford","CT","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used","41.763964","-72.667475",2000,"",NA,NA,NA,NA
"518/891-3464, 888/518-3464 full brkfst ",NA,"Adirondack Mtns","NY","(GF),(TA)","Accommodations","General Coordinates Used","44.124715","-73.869304",2000,"",NA,NA,NA,NA
