"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"Syracuse U.","(Maxwell Hall - downstairs T-Room) (AYOR)","","Syracuse","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-76.136253,43.038403,"unclear_coded_by_hand","Found"
"Thorton Park","(nr. Water Tower (days*))","","Syracuse","NY","Cruisy Area,(*)","Cruising Areas",1982,"checked","The name of the park is likely a typo in the Damron Guides from 1982 to 1985. The 1986 guide corrects the name of the park to Thronden Park.",", NY",-76.126668,43.042096,"unclear_coded_by_hand","Found"
"'B.A.' Beach","(2 mi. E. on Rte. 2)","","Troy","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.691785,42.728412,"unclear_coded_by_hand","General Coordinates Used"
"75th St.","(betw. Amsterdam & Columbus)","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.978736,40.78019,"unclear_coded_by_hand","Found"
"Ansonia Bath & Health Club","(Ansonia Hotel) (OC))","2109 Broadway at 73rd","Uptown","NY","(OC)","Bathhouses,Bars/Clubs,Hotel",1982,"checked","","2109 Broadway at 73rd, NY",-73.982314,40.780042,"unclear_coded_by_hand","Found"
"Beekman","","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.964796,40.753309,"unclear_coded_by_hand","Found"
"Boot Hill","(Some W, YC, SM) (Cruisy)","317 Amsterdam Ave. nr. 75th","Uptown","NY","(*),(W),(YC),(SM)","Cruising Areas,Bars/Clubs",1982,"checked","","317 Amsterdam Ave. nr. 75th, NY",-73.979991,40.780417,"unclear_coded_by_hand","Found"
"Cahoots","(Cruisy)","428 Columbus at 81st. St.","Uptown","NY","(R),(E)","Cruising Areas,Restaurant",1982,"checked","","428 Columbus at 81st. St., NY",-73.975025,40.783124,"unclear_coded_by_hand","Found"
"Camp David","","1007 Lexington at 72nd St.","Uptown","NY","(*)","Bars/Clubs",1982,"checked","","1007 Lexington at 72nd St., NY",-73.961739,40.77073,"unclear_coded_by_hand","Found"
"Candle II","('Wild back room')","168 Amsterdam Ave. at 67th","Uptown","NY","(P),(AH)","Bars/Clubs",1982,"checked","","168 Amsterdam Ave. at 67th, NY",-73.983857,40.775875,"unclear_coded_by_hand","Found"
"Central Park","(Bethesda Fountain) (AYOR)","","Uptown","NY","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NY",-73.970818,40.773823,"unclear_coded_by_hand","Found"
"Central Park West","(Betw. 72nd & 78th Sts.)","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.969822,40.784612,"unclear_coded_by_hand","Found"
"Chap's","(Top uptown East Side cruise bar) (Opening P men's bar - upstairs)","1558 3rd Ave. at 87th St.","Uptown","NY","(*),(PT),(P)","Bars/Clubs",1982,"checked","","1558 3rd Ave. at 87th St., NY",-73.953502,40.779939,"unclear_coded_by_hand","Found"
"Chez Netta","","1053 Lexington at 75th St.","Uptown","NY","(M),(R)","Restaurant",1982,"checked","","1053 Lexington at 75th St., NY",-73.96072,40.772181,"unclear_coded_by_hand","Found"
"Fulton's Sidewalk Cafe","","2061 Broadway at 71st St.","Uptown","NY","(R)","Restaurant",1982,"checked","","2061 Broadway at 71st St., NY",-73.982337,40.778212,"unclear_coded_by_hand","Found"
"Harry's Back East","(Disco) (Cruisy)","1422 3rd Ave. at 80th St.","Uptown","NY","(D),(*)","Cruising Areas,Bars/Clubs",1982,"checked","","1422 3rd Ave. at 80th St., NY",-73.956809,40.775491,"unclear_coded_by_hand","Found"
"Hawaiian George's","","1485 3rd Ave. at 84th St.","Uptown","NY","","Bars/Clubs",1982,"checked","","1485 3rd Ave. at 84th St., NY",-73.954699,40.777279,"unclear_coded_by_hand","Found"
"Les Hommes Book Shop","","217 W. 80th St. at Broadway","Uptown","NY","(*)","Book Store",1982,"checked","","217 W. 80th St. at Broadway, NY",-73.978671,40.784454,"unclear_coded_by_hand","Found"
"Lincoln Center","","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.983489,40.772464,"unclear_coded_by_hand","Found"
"Metropolitan Museum","","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.963244,40.779437,"unclear_coded_by_hand","Found"
"Mt. Morris Baths","","1944 Madison Ave. at 125th St.","Uptown","NY","(B)","Bars/Clubs,Bathhouses",1982,"checked","","1944 Madison Ave. at 125th St., NY",-73.940981,40.805547,"unclear_coded_by_hand","Found"
"Numbers","","2057 Broadway at 70th","Uptown","NY","","Bars/Clubs",1982,"checked","","2057 Broadway at 70th, NY",-73.900856,40.678089,"unclear_coded_by_hand","Found"
"Peeche","(Many L)","1201 Lexington Ave. at 81st St.","Uptown","NY","(L),(D)","Bars/Clubs",1982,"checked","","1201 Lexington Ave. at 81st St., NY",-73.957555,40.776563,"unclear_coded_by_hand","Found"
"Riverside Park","(West Side betw. 72nd & 78th Sts.)","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.97231,40.801234,"unclear_coded_by_hand","Found"
"Rockinghorse","","224 Columbus Ave. betw. 70th & 71st","Uptown","NY","(R)","Restaurant",1982,"checked","","224 Columbus Ave. betw. 70th & 71st, NY",-73.977151,40.779362,"unclear_coded_by_hand","Found"
"Twilight","(Some Orientals)","1463 3rd Ave. nr. 82nd St.","Uptown","NY","","Bars/Clubs",1982,"checked","","1463 3rd Ave. nr. 82nd St., NY",-73.955304,40.776502,"unclear_coded_by_hand","Found"
"Uncle Charlie's North","(Cruisy)","1049 Lexington Ave. at 75th St.","Uptown","NY","(*),(YC)","Cruising Areas,Bars/Clubs",1982,"checked","","1049 Lexington Ave. at 75th St., NY",-73.960755,40.77208,"unclear_coded_by_hand","Found"
"Warehouse Pier 51","(Mixed bag - small disco)","324 Amsterdam Ave. at 75th","Uptown","NY","(YC)","Bars/Clubs",1982,"checked","","324 Amsterdam Ave. at 75th, NY",-73.980291,40.780938,"unclear_coded_by_hand","Found"
"Wildwood Tavern","(Cruisy)","308 Columbus Ave. nr. 74th St.","Uptown","NY","(*)","Cruising Areas,Bars/Clubs",1982,"checked","","308 Columbus Ave. nr. 74th St., NY",-73.977796,40.77916,"unclear_coded_by_hand","Found"
"Third Ave.","(from 53rd to 70th Sts.)","","Uptown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.966123,40.762177,"unclear_coded_by_hand","General Coordinates Used"
"'Turn around circle' at the end of Main, & block from 1st to 2nd betw. Main & Catherine","","","Utica","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-75.223951,43.10199,"unclear_coded_by_hand","Found"
"Midnight Mary's","(Disco)","308 Columbia at Broadway","Utica","NY","","Bars/Clubs",1982,"checked","","308 Columbia at Broadway, NY",-75.233629,43.102206,"unclear_coded_by_hand","Found"
"Valley View Park","(off Utica Parkway)","","Utica","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-75.234715,43.079811,"unclear_coded_by_hand","Found"
"Jones Beach","(Dunes & bushes E. of parking field)","No. 6","Wantagh","NY","Cruisy Area","Cruising Areas",1982,"checked","","No. 6, NY",-73.508644,40.594639,"unclear_coded_by_hand","Found"
"Nevada","(Disco)","Rtw. 9W. N. at Westpark","Westpark","NY","(M),(D)","Bars/Clubs",1982,"checked","","Rtw. 9W. N. at Westpark, NY",-73.96028,41.792699,"unclear_coded_by_hand","General Coordinates Used"
"Broadway & Main","","","White Plains","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.763288,41.03389,"unclear_coded_by_hand","Found"
"Westchester Mall","","","Yorktown","NY","Cruisy Area","Cruising Areas",1982,"checked","",", NY",-73.759185,41.031275,"unclear_coded_by_hand","Found"
"Asheville Mall","","","Asheville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-82.526651,35.580568,"unclear_coded_by_hand","Found"
"'The Cage'","(Block around Federal Bldg.)","","Asheville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-82.551487,35.595058,"unclear_coded_by_hand","General Coordinates Used"
"Bus Depot","","","Asheville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-82.551487,35.595058,"unclear_coded_by_hand","General Coordinates Used"
"Waterfront area","","","Beaufort","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-76.663819,34.718217,"unclear_coded_by_hand","General Coordinates Used"
"U.N.C.","(Carrol Hall (1st floor) T-Rooms)","","Chapel Hill","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-79.052767,35.909113,"unclear_coded_by_hand","Found"
"U.N.C.","(Wilson Library (Basement))","","Chapel Hill","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-79.050769,35.90984,"unclear_coded_by_hand","Found"
"""The Wall""","(Franklin St. - Downtown)","","Chapel Hill","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-79.055844,35.9132,"unclear_coded_by_hand","General Coordinates Used"
"Act I, II, & III Books","(Cruisy*)","2137 South Blvd., 1413 Central & 12528 E. Independence","Charlotte","NC","(*)","Cruising Areas,Book Store",1982,"checked","","2137 South Blvd., 1413 Central & 12528 E. Independence, NC",-80.860481,35.20691,"unclear_coded_by_hand","Found"
"Eastland Shopping Mall","(Arthurs (R) at Ivey's Dept. Store & nr. Ice Rink)","","Charlotte","NC","(R),Cruisy Area","Cruising Areas,Business,Restaurant",1982,"checked","",", NC",-80.752236,35.206799,"unclear_coded_by_hand","Found"
"Freedom Park","(AYOR)","","Charlotte","NC","(AYOR),Cruisy Area","Bars/Clubs,Cruising Areas",1982,"checked","",", NC",-80.841873,35.194243,"unclear_coded_by_hand","Found"
"Odyssey I","(Disco) (AH-WE) (Cl. Mon)","Plaza Rd. & Eastway","Charlotte","NC","(YC),(D),(S),(AH),(WE),(PT),(*)","Bars/Clubs",1982,"checked","","Plaza Rd. & Eastway, NC",-80.781132,35.249457,"unclear_coded_by_hand","Found"
"Original Brass Rail","(Cruisy) (Some OC)","105 W. Morehead at Tryon","Charlotte","NC","(*),(OC),(PT)","Bars/Clubs,Cruising Areas",1982,"checked","","105 W. Morehead at Tryon, NC",-80.851732,35.220917,"unclear_coded_by_hand","Found"
"South Park Shopping Mall","","","Charlotte","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-80.831897,35.152231,"unclear_coded_by_hand","Found"
"Tags","(Game room) (Cruisy) (AH-WE*)","3018 The Plaza at Sharon","Charlotte","NC","(AH),(WE),(*)","Cruising Areas,Bars/Clubs",1982,"checked","","3018 The Plaza at Sharon, NC",-80.798997,35.238222,"unclear_coded_by_hand","Found"
"White Tower","","1801 Scott at East St.","Charlotte","NC","(M),(R),(C),(AH)","Restaurant",1982,"checked","","1801 Scott at East St., NC",-80.843812,35.200814,"unclear_coded_by_hand","Found"
"Gateway Escorts","","(704) 535-7144","Charlotte","NC","","Escort Services",1982,"checked","","(704) 535-7144, NC",-80.843127,35.227087,"unclear_coded_by_hand","General Coordinates Used"
"Plaza Road","('Hustlers' & 'chicken')","","Charlotte","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-80.843127,35.227087,"unclear_coded_by_hand","General Coordinates Used"
"Trailways Bus Depot","","","Charlotte","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-80.843127,35.227087,"unclear_coded_by_hand","General Coordinates Used"
"Clown's In","(Under Ken's Quickie Mart)","2526 Erwin Rd.","Durham","NC","","Bars/Clubs",1982,"checked","","2526 Erwin Rd., NC",-78.943448,36.009023,"unclear_coded_by_hand","Found"
"Duke U.","(Page Auditorium - T-Room)","","Durham","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.939965,36.001194,"unclear_coded_by_hand","Found"
"""Truck Stop""","(at Guess Rd. & I-85)","","Durham","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.898619,35.994033,"unclear_coded_by_hand","General Coordinates Used"
"Chapel Hill St.","(nr. book store)","","Durham","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.898619,35.994033,"unclear_coded_by_hand","General Coordinates Used"
"Emo River","(Very secluded - Inquire locally)","","Durham","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.898619,35.994033,"unclear_coded_by_hand","General Coordinates Used"
"Fountainhead","","3712 Bragg Blvd.","Fayetteville","NC","(*)","Bars/Clubs",1982,"checked","","3712 Bragg Blvd., NC",-78.940652,35.079854,"unclear_coded_by_hand","Found"
"Holiday Inn Bar","","442 Eastern Blvd.","Fayetteville","NC","(M),(OC)","Bars/Clubs",1982,"checked","","442 Eastern Blvd., NC",-78.863843,35.053278,"unclear_coded_by_hand","Found"
"'Truck Stops'","(along I-95)","","Fayetteville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.878358,35.052664,"unclear_coded_by_hand","General Coordinates Used"
"Hay St.","","","Fayetteville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.878358,35.052664,"unclear_coded_by_hand","General Coordinates Used"
"Trailways Bus Depot","","","Fayetteville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.878358,35.052664,"unclear_coded_by_hand","General Coordinates Used"
"West Main Adult Books","(Peep shows etc.)","","Gastonia","NC","","Book Store",1982,"checked","",", NC",-81.187085,35.262174,"unclear_coded_by_hand","General Coordinates Used"
"Commerce Pl., betw. Green & Eugene. off Friendly Ave.","","","Greensboro","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-79.792452,36.074157,"unclear_coded_by_hand","Found"
"U.N.C.G.","(Campus Library T-Room)","","Greensboro","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-79.809607,36.068188,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on I-85) (AYOR)","","Greensboro","NC","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", NC",-79.791975,36.072635,"unclear_coded_by_hand","General Coordinates Used"
"Court Ave.","(Downtown)","","Jacksonville","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-77.431852,34.748081,"unclear_coded_by_hand","Found"
"N.C.S.U.","(Harrelson Hall T-Room)","","Raleigh","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.670675,35.786777,"unclear_coded_by_hand","Found"
"Block in front of Holiday Inn","(Downtown)","","Raleigh","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-78.638179,35.77959,"unclear_coded_by_hand","General Coordinates Used"
"Wiscata Wata Ranch","","Box 362, Spruce Pine, N.C. 28777 (704) 765-2372","Spruce Pine","NC","(P),(H)","Hotel",1982,"checked","","Box 362, Spruce Pine, N.C. 28777 (704) 765-2372, NC",-82.064561,35.915401,"unclear_coded_by_hand","General Coordinates Used"
"Hugh McRae Park","(AYOR-'Fuzz')","","Wilmington","NC","(AYOR),Cruisy Area","Cruising Areas",1982,"checked","",", NC",-77.881924,34.208175,"unclear_coded_by_hand","Found"
"U.S.S. N. Carolina Battleship","(park & museum (Summers))","","Wilmington","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-77.952398,34.235667,"unclear_coded_by_hand","Found"
"Sambo's","(Market St. nr. Holiday Inn)","","Wilmington","NC","(M),(R),(C),(AH)","Restaurant",1982,"checked","",", NC",-77.886812,34.210389,"unclear_coded_by_hand","General Coordinates Used"
"Wrightsville Beach","(N. end)","","Wilmington","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-77.796371,34.208504,"unclear_coded_by_hand","General Coordinates Used"
"Hanes Mall","","","Winston-Salem","NC","Cruisy Area","Cruising Areas",1982,"checked","",", NC",-80.301057,36.069938,"unclear_coded_by_hand","Found"
"Embers Lounge","(Town House Motor Inn)","","Bismark","ND","(M)","Hotel",1982,"checked","",", ND",-100.774521,46.824754,"unclear_coded_by_hand","General Coordinates Used"
"Broadway","(nights)","","Fargo","ND","Cruisy Area","Cruising Areas",1982,"checked","",", ND",-96.787519,46.901696,"unclear_coded_by_hand","General Coordinates Used"
"Univ. of N.D. Student Union","(T-Room - main floor *)","","Grand Forks","ND","Cruisy Area,(*)","Cruising Areas",1982,"checked","",", ND",-97.076801,47.922891,"unclear_coded_by_hand","Found"
"Crossroads","(Inquire locally)","","Grand Forks","ND","","Bars/Clubs",1982,"checked","",", ND",-97.032855,47.925257,"unclear_coded_by_hand","General Coordinates Used"
"Clance Parker Hotel Bar","","","Minot","ND","(M)","Hotel,Bars/Clubs",1982,"checked","",", ND",-101.292291,48.232967,"unclear_coded_by_hand","General Coordinates Used"
"Akron Steam & Sauna","","41 S. Case at Water","Akron","OH","","Bars/Clubs",1982,"checked","","41 S. Case at Water, OH",-81.488748,41.069043,"unclear_coded_by_hand","Found"
"Belden Village Mall","","","Akron","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.427799,40.856962,"unclear_coded_by_hand","Found"
"Nimisila Park","","","Akron","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.357472,40.807722,"unclear_coded_by_hand","Found"
"Quaker Square","(Sunday afternoons)","","Akron","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.514137,41.080918,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on I-77 (N & S))","","Akron","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.519005,41.081445,"unclear_coded_by_hand","General Coordinates Used"
"Ohio U.","(Baker Center - 2nd floor T-Room)","","Athens","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-82.101389,39.324358,"unclear_coded_by_hand","Found"
"Bus Station","","","Athens","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-82.101255,39.32924,"unclear_coded_by_hand","General Coordinates Used"
"Swanky's","(Hip)","","Athens","OH","(M),(Hip),Cruisy Area","Cruising Areas",1982,"checked","",", OH",-82.101255,39.32924,"unclear_coded_by_hand","General Coordinates Used"
"Arboretum Park","","","Canton","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.402827,40.839381,"unclear_coded_by_hand","Found"
"McKinley Tomb","(Memorial Park) (AYOR)","","Canton","OH","Cruisy Area,(AYOR)","Cruising Areas",1982,"checked","",", OH",-81.288701,40.791224,"unclear_coded_by_hand","Found"
"'Rest Stop'","(on Hwy. 77 S., -just N. of N. Canton)","","Canton","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.378447,40.798947,"unclear_coded_by_hand","General Coordinates Used"
"'The Block'","(around Andre's Restaurant on N.W. Cleveland - by foot or car)","","Canton","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-81.378447,40.798947,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","(1 1/2 mi. W. on Rte. 127)","","Carthegena","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-84.562182,40.437845,"unclear_coded_by_hand","General Coordinates Used"
"4th & Main to 5th & Sycamore","","","Cincinnati","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-84.508729,39.101292,"unclear_coded_by_hand","Found"
"Burnet Woods","","","Cincinnati","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-84.517631,39.1394,"unclear_coded_by_hand","Found"
"Eden Park","(Ohio River Overlook)","","Cincinnati","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-84.488329,39.11765,"unclear_coded_by_hand","Found"
"Fountain Square","","","Cincinnati","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-84.51245,39.101456,"unclear_coded_by_hand","Found"
"Mt. Airy Forest","","","Cincinnati","OH","Cruisy Area","Cruising Areas",1982,"checked","",", OH",-84.570543,39.181276,"unclear_coded_by_hand","Found"
"Royal Theatre","(AYOR)","","Cincinnati","OH","(AYOR),Cruisy Area","Cruising Areas,Theatre",1982,"checked","",", OH",-84.513971,39.103967,"unclear_coded_by_hand","Found"
