"title","description","streetaddress","city","state","amenityfeatures","unclear_address","Year","type","notes","full.address","lon","lat","geoAddress"
"Julie Mai's","784-6000 3pm-10pm, French/Vietnamese, full bar","5025 N Clark","Chicago","IL","",NA,1998,"Restaurants","Listed under ""Chicago - North Side""","5025 N Clark, Chicago, IL",-87.6678243,41.9732343,"5025 n clark st, chicago, il 60640, usa"
"Hank's","291-2399 noon-2am, patio","5026 Edgewater Dr","Orlando","FL","(M),(NH),(BW),(WC)",NA,1998,"Bars & Nightclubs","","5026 Edgewater Dr, Orlando, FL",-81.4085291,28.6046059,"5026 edgewater dr, orlando, fl 32810, usa"
"Bamboleo's","520-1124 9pm-2am, clsd Mon-Th","5027 Lemmon St","Dallas","TX","(MW),(MR-L),(WC)",NA,1998,"Bars & Nightclubs","","5027 Lemmon St, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa"
"Cruise One","#B-101 256-8082/(800) 200-3012","5030 Paradise Dr","Las Vegas","NV","(TA)",NA,1998,"Travel Agents","","5030 Paradise Dr, Las Vegas, NV",-115.0977205,36.0341407,"paradise pkwy, henderson, nv 89074, usa"
"Edgewater Inn","479-4011 non-smoking rms avail.","5054 Hwy 70 W","Eagle River","WI","(GF)",NA,1998,"Accommodations","","5054 Hwy 70 W, Eagle River, WI",-89.2739953,45.9153148,"5054 wi-70, eagle river, wi 54521, usa"
"Elsbree House","226-4133 nr. beach","5054 Narragansett Ave","San Diego","CA","(GF),(NS)",NA,1998,"Accommodations","","5054 Narragansett Ave, San Diego, CA",-117.2533595,32.7459981,"5054 narragansett ave, san diego, ca 92107, usa"
"Blue Mesa Grill","Addison  934-0165 11am-10pm, from 10am Sun, great fajitas, full bar","5100 Beltline Rd","Addison","TX","(*),(NS)",NA,1998,"Restaurants","Listed under ""Dallas, TX""","5100 Beltline Rd, Addison, TX",-96.820602,32.9515904,"5100 belt line rd, dallas, tx 75254, usa"
"The Patio Cafe","842-7273 7am-2pm","5100 N Classen","Oklahoma City","OK","(*),(NS)",NA,1998,"Restaurants","","5100 N Classen, Oklahoma City, OK",-97.5339589,35.522935,"5100 n classen blvd, oklahoma city, ok 73118, usa"
"Hot Spots","33334 928-1862/(800) 522-8775 weekly bar guide","5100 NE 12th Ave","Fort Lauderdale","FL","",NA,1998,"Publications","","5100 NE 12th Ave, Fort Lauderdale, FL",-80.1310384,26.1909693,"5100 ne 12th ave, oakland park, fl 33334, usa"
"Tipples","433-0357 noon-2am, patio","5101 E Ocean","Long Beach","CA","(*),(M),(D),(F),(E),(V),(YC)",NA,1998,"Bars & Nightclubs","","5101 E Ocean, Long Beach, CA",-118.1383949,33.7564609,"5101 e ocean blvd, long beach, ca 90803, usa"
"5101 Bar","7am-3am, til 4am Fri-Sat, noon-3am Sun","5101 S Dixie Hwy","West Palm Beach","FL","(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","5101 S Dixie Hwy, West Palm Beach, FL",-80.0555809,26.6673348,"5101 s dixie hwy, west palm beach, fl 33405, usa"
"John Will’s Barbecue Pit","761-5101 11am-9:30pm, til 10:30pm wknds, full bar","5101 Sanderland Dr","Memphis","TN","(*),(NS)",NA,1998,"Restaurants","","5101 Sanderland Dr, Memphis, TN",-89.8916567,35.1160851,"5101 sanderlin ave, memphis, tn 38137, usa"
"Country Comfort B&B","Orange 532-2802 full brkfst, hot tub, 7mi. from Disneyland","5104 E Valencia Dr","Anaheim","CA","(MW),(SW),(WC)",NA,1998,"Accommodations","","5104 E Valencia Dr, Anaheim, CA",-117.7985442,33.8083642,"5104 e valencia dr, orange, ca 92869, usa"
"Den","534-9526 10am-2am","5110 W Colfax Ave","Denver","CO","(MW),(NH),(F),(WC)",NA,1998,"Bars & Nightclubs","","5110 W Colfax Ave, Denver, CO",-105.0524766,39.7401405,"5110 w colfax ave, denver, co 80204, usa"
"Common Ground","(Covenant MCC) 599-3363/836-0300 coffeehouse for youthful gays and lesbians","5117 1st Ave N","Birmingham","AL","",NA,1998,"Info Lines & Services","","5117 1st Ave N, Birmingham, AL",-86.7589977,33.5363629,"5117 1st ave n, birmingham, al 35212, usa"
"Covenant MCC","599-3363 11am & 7pm Sun","5117 1st Ave N","Birmingham","AL","",NA,1998,"Spiritual Groups","","5117 1st Ave N, Birmingham, AL",-86.7589977,33.5363629,"5117 1st ave n, birmingham, al 35212, usa"
"First Class Limousine Service","559-4733/(800) 546-6112","5117 Vandelia St","Dallas","TX","(*),(NS)",NA,1998,"Info Lines & Services","","5117 Vandelia St, Dallas, TX",-96.8226856,32.8216351,"5117 vandelia st, dallas, tx 75235, usa"
"Tool Box","595-5120","5120 5th Ave S","Birmingham","AL","(MW),(NH),(D),(CW)",NA,1998,"Bars & Nightclubs","","5120 5th Ave S, Birmingham, AL",-86.7567022,33.5324438,"5120 5th ave s, birmingham, al 35212, usa"
"Katz's Deli","277-8814 7am-3pm, til 7:30pm Tue-Fri","5144 N Central","Phoenix","AZ","",NA,1998,"Restaurants","","5144 N Central, Phoenix, AZ",-112.0741019,33.5126619,"5144 n central ave, phoenix, az 85012, usa"
"Yacht Club","(5 mi. off of Rte. 15) 697-9780 7pm-3am, from 2pm Sun, Sun BBQ","5190 Berkshire Valley Rd","Oak Ridge","NJ","(*),(MW),(D),(V),(WC)",NA,1998,"Bars & Nightclubs","","5190 Berkshire Valley Rd, Oak Ridge, NJ",-74.5322803,40.9916634,"5190 berkshire valley rd, oak ridge, nj 07438, usa"
"The Millrace","448-3663 10am-midnight, til 2am Th-Sat, seafood","5201 Franklintown Rd","Baltimore","MD","",NA,1998,"Restaurants","","5201 Franklintown Rd, Baltimore, MD",-76.7110368,39.3031844,"5201 n franklintown rd, baltimore, md 21207, usa"
"The Travel Store","222-2100","5203 S Laburnum Ave","Richmond","VA","(TA)",NA,1998,"Travel Agents","","5203 S Laburnum Ave, Richmond, VA",-77.34911,37.5155101,"5203 s laburnum ave, henrico, va 23231, usa"
"Coffee Cow","282-9910, hrs vary","5204 NE Sacramento","Portland","OR","(*),(NS)",NA,1998,"Cafes","","5204 NE Sacramento, Portland, OR",-122.6096904,45.5399293,"5204 ne sacramento st, portland, or 97213, usa"
"Club 5211","428-5545 6am-2am, karaoke Wed","5211 N Atlantic St","Long Beach","CA","(M),(NH),(WC)",NA,1998,"Bars & Nightclubs","","5211 N Atlantic St, Long Beach, CA",-118.1839899,33.8417243,"5211 n atlantic pl, long beach, ca 90807, usa"
"Ming's Dynasty","462-2039 5pm-2am, clsd Mon","5221 Hollywood Blvd","Hollywood","CA","(M),(NH),(MR-A),(K)",NA,1998,"Bars & Nightclubs","Listed under ""L.A-Hollywood""","5221 Hollywood Blvd, Hollywood, CA",-118.3042997,34.1019041,"5221 hollywood blvd, los angeles, ca 90027, usa"
"Friends in Travel","W. Roxbury 327-8600/(800) 597-8267","5230 Washington St","Boston","MA","(TA)",NA,1998,"Travel Agents","included a neighborhood (W. Roxbury)","5230 Washington St, Boston, MA",-71.1578752,42.2601382,"5230 washington st, west roxbury, ma 02132, usa"
"Fred Greene","936-5862","5237-1 Cedarbend Dr","Fort Myers","FL","(TA)",NA,1998,"Travel Agents","","5237-1 Cedarbend Dr, Fort Myers, FL",-81.881126,26.5824359,"the village of cedarbend, 5237 cedarbend dr, fort myers, fl 33919, usa"
"I.Net@Cafe","2nd flr. 784-4075 11am-midnight, til 1am Sat, til 11pm Sun, espresso & deli, internet, gay-owned","5243 N Clark St","Chicago","IL","",NA,1998,"Cafes","Listed under ""Chicago - North Side""","5243 N Clark St, Chicago, IL",-87.6680989,41.9775162,"5243 n clark st, chicago, il 60640, usa"
"Mag Lounge","Van Nuys 981-6693 11am-2am","5248 N Van Nuys Blvd","Van Nuys","CA","(*),(M),(YC),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""L.A.-Valley""","5248 N Van Nuys Blvd, Van Nuys, CA",-118.4491724,34.2120048,"5248 n van nuys blvd w, panorama city, ca 91402, usa"
"The Patio Bar","445-6301 9pm-3am","5249 SW 8th St","Miami","FL","(M),(MR-L),(S)",NA,1998,"Bars & Nightclubs","","5249 SW 8th St, Miami, FL",-80.2809315,25.7639893,"5249 sw 8th st, miami, fl 33134, usa"
"Gemini Adult Books","287-1402","5265 University Ave","San Diego","CA","",NA,1998,"Erotica","","5265 University Ave, San Diego, CA",-117.0822698,32.7487791,"5265 university ave, san diego, ca 92105, usa"
"MCC","(Unitarian Church) 279-7894 5:30pm Sun","5280 Vaughn","Montgomery","AL","",NA,1998,"Spiritual Groups","","5280 Vaughn, Montgomery, AL",-86.2181145,32.3416987,"5280 vaughn rd, montgomery, al 36116, usa"
"On Broadway Bistro","421-0087 11am-3am, full bar","5300 N Broadway","St. Louis","MO","(WC)",NA,1998,"Restaurants","","5300 N Broadway, St. Louis, MO",-90.2091766,38.6793061,"5300 n broadway, st. louis, mo 63147, usa"
"Something Different","891-9056","5300 Tchoupitoulas","New Orleans","LA","",NA,1998,"Bookstores & Retail Shops","","5300 Tchoupitoulas, New Orleans, LA",-90.1150655,29.9159065,"5300 tchoupitoulas st, new orleans, la 70115, usa"
"Mick’s Hideaway","828-4222 3pm-2am, patio","5307 McCullough","San Antonio","TX","(MW),(NH),(WC)",NA,1998,"Bars & Nightclubs","","5307 McCullough, San Antonio, TX",-98.492356,29.4794995,"5307 mccullough ave, san antonio, tx 78212, usa"
"Madrigal's","334-3033 2pm-2am","5316 N Clark St","Chicago","IL","(MW),(S)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - North Side""","5316 N Clark St, Chicago, IL",-87.6685705,41.9785852,"5316 n clark st, chicago, il 60640, usa"
"KOPI: A Traveler's Cafe","989-5674 8am-11pm","5317 N Clark St","Chicago","IL","(E)",NA,1998,"Bookstores & Retail Shops","Listed under ""Chicago - North Side""","5317 N Clark St, Chicago, IL",-87.6680833,41.97861,"5317 n clark st, chicago, il 60640, usa"
"Tendino's","275-8100 11am -11pm, pizzeria, full bar","5335 N Sheridan","Chicago","IL","(WC)",NA,1998,"Restaurants","Listed under ""Chicago - North Side""","5335 N Sheridan, Chicago, IL",-87.6547005,41.979488,"5335 n sheridan rd, chicago, il 60640, usa"
"Laona Hostel","674-2615 dorm-style/youth hostel rms","5397 Beech St","Laona","WI","(GF)",NA,1998,"Accommodations","","5397 Beech St, Laona, WI",-88.6728174,45.5679437,"5397 beech st, laona, wi 54541, usa"
"Tomboy","907-0636 5pm-10pm, clsd Mon","5402 N Clark","Chicago","IL","(*),(BYOB),(WC)",NA,1998,"Restaurants","Listed under ""Chicago - North Side""","5402 N Clark, Chicago, IL",-87.668441,41.980081,"5402 n clark st, chicago, il 60640, usa"
"Video Magic","786-8125 clsd Sun","5445 Two Notch Rd","Columbia","SC","(*),(NS)",NA,1998,"Erotica","","5445 Two Notch Rd, Columbia, SC",-80.9847246,34.0506524,"5445 two notch rd, columbia, sc 29204, usa"
"Esquire Travel Service","#240 457-6696/(800) 786-6402","5446 Peachtree Industrial Bld","Atlanta","GA","(TA)",NA,1998,"Travel Agents","","5446 Peachtree Industrial Bld, Atlanta, GA",NA,NA,NA
"Blondies","783-5339 2pm-2am","5450 N Atlantic Ave","Cocoa Beach","FL","(MW),(NH),(D),(WC)",NA,1998,"Bars & Nightclubs","","5450 N Atlantic Ave, Cocoa Beach, FL",-80.6051125,28.3674209,"5450 n atlantic ave, cocoa beach, fl 32931, usa"
"Copa","351-4866 4pm-2am, more gay Sun-Wed","5454 International Dr","Orlando","FL","(GF),(D),(F),(WC)",NA,1998,"Bars & Nightclubs","","5454 International Dr, Orlando, FL",-81.4531758,28.4618953,"5454 international dr, orlando, fl 32819, usa"
"Travel Junction","#C 420-4646/ (800) 444-8980","5455 W 38th Ave","Denver","CO","",NA,1998,"Travel Agents","","5455 W 38th Ave, Denver, CO",-105.0560611,39.7698371,"5455 w 38th ave, wheat ridge, co 80212, usa"
"New Spirit MCC","(church) 681-9090 7pm Sun & Wed","5501 Hamilton Ave","Cincinatti","OH","",NA,1998,"Spiritual Groups","","5501 Hamilton Ave, Cincinatti, OH",-84.5464929,39.1911272,"5501 hamilton ave, cincinnati, oh 45224, usa"
"Boxers","489-7678 from 5pm","5504 Chapel Hill Blvd","Durham","NC","(M),(A),(P),(V),(YC)",NA,1998,"Bars & Nightclubs","","5504 Chapel Hill Blvd, Durham, NC",-78.9969317,35.9523914,"5504 durham-chapel hill blvd, durham, nc 27707, usa"
"Tempo","466-1094 from 8pm, from 6pm Sun til 4am wknds","5520 Santa Monica Blvd","Hollywood","CA","(M),(D),(MR-L),(E),(S)",NA,1998,"Bars & Nightclubs","Listed under ""L.A-Hollywood""","5520 Santa Monica Blvd, Hollywood, CA",-118.3101672,34.0902769,"5520 santa monica blvd, los angeles, ca 90038, usa"
"R' House","474-2929 4pm-2:30am, patio","5534 Secor Rd","Toledo","OH","(M),(D)",NA,1998,"Bars & Nightclubs","","5534 Secor Rd, Toledo, OH",-83.6236367,41.7162004,"5534 secor rd, toledo, oh 43623, usa"
"TGI Travel Agency","#A-102 Glendale 939-1445/(800)289-2172","5540 W Glendale Ave","Phoenix","AZ","(TA)",NA,1998,"Travel Agents","","5540 W Glendale Ave, Phoenix, AZ",-112.179069,33.5389025,"5540 w glendale ave, glendale, az 85301, usa"
"J.C.'s Fun One Lounge","Glendale 939-0528 11am-1am","5542 N 43rd Ave","Glendale","AZ","(MW),(D),(S),(WC)",NA,1998,"Bars & Nightclubs","Listed under Phoenix, AZ.","5542 N 43rd Ave, Glendale, AZ",-112.1515373,33.5179562,"5542 n 43rd ave, glendale, az 85301, usa"
"MCC of the Rainbow","#L 372-7979/373-8610x45 11:30am Sun","5565 Robinson Rd","Jackson","MS","",NA,1998,"Spiritual Groups","","5565 Robinson Rd, Jackson, MS",-90.2612728,32.2708969,"5565 robinson rd, jackson, ms 39204, usa"
"Sadie's Too","(at 231st St.) 548-9410, from 6pm","5592 Broadway","New York City","NY","(M),(NH)",NA,1998,"Bars & Nightclubs","Listed under ""N.Y.C. -- Bronx""","5592 Broadway, New York City, NY",-73.904243,40.879262,"5592 broadway, bronx, ny 10463, usa"
"The Edible Complex","658-2171 7:am-midnight, til 1am Fri-Sat, mostly students","5600 College","Oakland","CA","(*)",NA,1998,"Cafes","Listed under ""East Bay""","5600 College, Oakland, CA",-122.2711639,37.8043514,"oakland, ca, usa"
"Lavender's","#4 594-9499 noon-5pm, til 4pm Sat, clsd Sun-Mon, lesbigay book store & pride shop","5600 Trail Blvd","Naples","FL","",NA,1998,"Bookstores & Retail Shops","","5600 Trail Blvd, Naples, FL",-81.7988,26.2129925,"5600 trail blvd, naples, fl 34108, usa"
"Hacienda del Sol Guest Ranch Resort","299-1501/(800)728-6514 rms &casitas","5601 N Hacienda del Sol Rd","Tuscon","AZ","(GF),(F)",NA,1998,"Accommodations","","5601 N Hacienda del Sol Rd, Tuscon, AZ",-110.9152664,32.3043956,"5601 n hacienda del sol rd, tucson, az 85718, usa"
"Carousel Book Store","352-0855","5606 Charlotte","Nashville","TN","(*),(NS)",NA,1998,"Erotica","","5606 Charlotte, Nashville, TN",-86.8587377,36.1499482,"5606 charlotte pike, nashville, tn 37209, usa"
"Borders","849-8660 9am-10pm, 11am-6pm Sun","5612 Castleton Corner Ln","Indianapolis","IN","",NA,1998,"Bookstores & Retail Shops","","5612 Castleton Corner Ln, Indianapolis, IN",-86.07234,39.911889,"5612 castleton corner ln, indianapolis, in 46250, usa"
"Bryan Travel","Melrose Pl. 588-8166/(800) 234-8166","5614 Kingston Pike","Knoxville","TN","(TA)",NA,1998,"Travel Agents","","5614 Kingston Pike, Knoxville, TN",-83.9961964,35.9339086,"5614 kingston pike, knoxville, tn 37919, usa"
"Dignity/Integrity","(church) 298-4648 5pm 2nd Sat","5635 E 71st St","Tulsa","OK","(*),(NS)",NA,1998,"Spiritual Groups","","5635 E 71st St, Tulsa, OK",-95.913627,36.0615009,"5635 e 71st st, tulsa, ok 74136, usa"
"The North Hollywood Spa","760-6969 24hrs","5636 Vineland","Los Angeles","CA","(MO),(PC)",NA,1998,"Men's Clubs","Listed under ""L.A.-Valley""","5636 Vineland, Los Angeles, CA",-118.3700797,34.1732885,"5636 vineland ave, north hollywood, ca 91601, usa"
"About Travel","893-6888/(800) 783-6481","5637 Texoma Pkwy","Sherman","TX","(*),(NS)",NA,1998,"Travel Agents","","5637 Texoma Pkwy, Sherman, TX",-96.5763576,33.6941201,"5637 texoma pkwy, sherman, tx 75090, usa"
"Carrie-Me-Away Travel","987-9770","5650 Sterling Rd","Hollywood","FL","(TA)",NA,1998,"Travel Agents","","5650 Sterling Rd, Hollywood, FL",-80.2018465,26.0459681,"5650 stirling rd, hollywood, fl 33021, usa"
"Hollywood Adult Books","654-1169","5686 Telegraph Ave","Oakland","CA","",NA,1998,"Erotica","Listed under ""East Bay""","5686 Telegraph Ave, Oakland, CA",-122.2612636,37.8428422,"5686 telegraph ave, oakland, ca 94609, usa"
"B.G.'s Bar","7am-3am, from noon Sun","5700 S Dixie Hwy","West Palm Beach","FL","(M),(NH),(K),(S),(WC)",NA,1998,"Bars & Nightclubs","","5700 S Dixie Hwy, West Palm Beach, FL",-80.0554009,26.6631918,"5700 s dixie hwy, west palm beach, fl 33405, usa"
"Isis Bookstore","321-0867 10am-7pm, til 6pm Fri-Sat, noon-5pm Sun, new age, metaphysical","5701 E Colfax Ave","Denver","CO","(WC)",NA,1998,"Bookstores & Retail Shops","","5701 E Colfax Ave, Denver, CO",-104.9209308,39.7404797,"5701 e colfax ave, denver, co 80220, usa"
"Riverdale Travel Service","Riverdale 549-5950","5705 Mosholu Ave","Riverdale","NY","(TA)",NA,1998,"Travel Agents","Listed under ""N.Y.C. -- Queens""","5705 Mosholu Ave, Riverdale, NY",-73.9003234,40.9056972,"5705 mosholu ave, bronx, ny 10471, usa"
"Winks","265-9002 11am-1am","5707 N 7th St","Phoenix","AZ","(*),(MW),(F),(E),(S)",NA,1998,"Bars & Nightclubs","","5707 N 7th St, Phoenix, AZ",-112.064718,33.5205184,"5707 n 7th st, phoenix, az 85014, usa"
"Universal Travel Services","#611 345-0368","5728 Major Blvd","Orlando","FL","(TA)",NA,1998,"Travel Agents","","5728 Major Blvd, Orlando, FL",-81.4538214,28.4791301,"5728 major blvd, orlando, fl 32819, usa"
"MCC in the Valley","N Hollywood 762-1133 10am Sun","5730 Cahuenga Blvd","North Hollywood","CA","",NA,1998,"Spiritual Groups","Listed under ""L.A.-Valley""","5730 Cahuenga Blvd, North Hollywood, CA",-118.361284,34.1749821,"5730 cahuenga blvd, north hollywood, ca 91601, usa"
"Fireside","878-5942 11am-4am, full bar, patio","5739 N Ravenswood","Chicago","IL","(WC)",NA,1998,"Restaurants","Listed under ""Chicago - North Side""","5739 N Ravenswood, Chicago, IL",-87.6745133,41.986239,"5739 n ravenswood ave, chicago, il 60660, usa"
"Northwoods Retreat","697-8119/(800)767-3020 cabins, all meals included, veggie cuisine","5749 Mt Ash Dr","Full City","MN","(MW),(WC)",NA,1998,"Accommodations","","5749 Mt Ash Dr, Full City, MN",-93.5935624,47.0437808,"5749 mountain ash dr, hill city, mn 55748, usa"
"Apollos","277-9379 8am-1am, diverse crowd","5749 N 7th St","Phoenix","AZ","(M),(NH),(K)",NA,1998,"Bars & Nightclubs","","5749 N 7th St, Phoenix, AZ",-112.0647068,33.5217741,"5749 n 7th st, phoenix, az 85014, usa"
"Inergy","666-7310 8pm-2am, clsd Tue & Th","5750 Chimney Rock","Houston","TX","(D),(MR),(E),(*),(MW)",NA,1998,"Bars & Nightclubs","","5750 Chimney Rock, Houston, TX",-95.476839,29.7190179,"5750 chimney rock rd, houston, tx 77081, usa"
"The Bookstore Southwest","790-1550","5754 E Speedway Blvd","Tuscon","AZ","",NA,1998,"Erotica","","5754 E Speedway Blvd, Tuscon, AZ",-110.8691063,32.235824,"5754 e speedway blvd, tucson, az 85712, usa"
"Resurrection MCC","Hyde Park 288-1535 10:30am Sun","5757 S University","Hyde Park","IL","",NA,1998,"Spiritual Groups","Listed under ""Chicago - South Side""","5757 S University, Hyde Park, IL",-87.5972135,41.7898721,"5757 s university ave, chicago, il 60637, usa"
"Inn Exile","582-3510 6pm-2am, from noon Sun","5758 W 65th St","Chicago","IL","(M),(D),(V),(WC)",NA,1998,"Bars & Nightclubs","Listed under ""Chicago - South Side""","5758 W 65th St, Chicago, IL",-87.7663204,41.7745095,"5758 w 65th st, chicago, il 60638, usa"
"Kauai Waterfall B&B","823-9533/(800)996-9533. hot tub, overlooking Wailua River State Park  Waterfall","5783 Haaheo St","Kapaa, Kauai","HI","(GF),(SW)",NA,1998,"Accommodations","Listed under ""Kauai""","5783 Haaheo St, Kapaa, Kauai, HI",-159.3694081,22.0507321,"5783 haaheo st, kapaʻa, hi 96746, usa"
"Video West","248-7055 gay-owned/run","5785 W Tropicana","Las Vegas","NV","",NA,1998,"Erotica","","5785 W Tropicana, Las Vegas, NV",-115.2201368,36.0995055,"5785 w tropicana ave, las vegas, nv 89103, usa"
"The Lake House","on the Lake, Stone Lake 865-6803 full brkfst","5793 Division","Stone Lake","WI","(GF),(SW),(NS)",NA,1998,"Accommodations","Listed under ""Hayward, WI""","5793 Division, Stone Lake, WI",-91.5404467,45.8455083,"stone lake, wi 54876, usa"
"New York, New York","661-5600 4pm-2am, from 11am Sun","5801 Ellsworth Ave","Pittsburgh","PA","(F),(E),(K),(WC),(*),(M)",NA,1998,"Bars & Nightclubs","","5801 Ellsworth Ave, Pittsburgh, PA",-79.9307543,40.456257,"5801 ellsworth ave, pittsburgh, pa 15232, usa"
"Beit Tikvah","560-2062 7:30pm Fri & 10am Sat, welcoming Jewish congregation","5802 Roland Ave","Baltimore","MD","",NA,1998,"Spiritual Groups","","5802 Roland Ave, Baltimore, MD",-76.6349484,39.3685176,"5802 roland ave, baltimore, md 21210, usa"
"Midtowne Spa-Austin","302-9696 24hrs","5815 Airport Blvd","Austin","TX","(MO),(PC)",NA,1998,"Men's Clubs","","5815 Airport Blvd, Austin, TX",-97.7147273,30.3232586,"5815 airport blvd, austin, tx 78752, usa"
"Hollywood Metropolitan Hotel","962-5800/(800) 962-5800 also restaurant","5825 Sunset Blvd","Hollywood","CA","(GF)",NA,1998,"Accommodations","","5825 Sunset Blvd, Hollywood, CA",-118.3164373,34.0982168,"5825 sunset blvd, los angeles, ca 90028, usa"
"Holiday Travel","Bethel Park 835-8747","5832 Library Rd","Bethel Park","PA","(*),(NS)",NA,1998,"Travel Agents","Listed under ""Pittsburgh, PA""","5832 Library Rd, Bethel Park, PA",-80.0333416,40.3091169,"5832 library rd, bethel park, pa 15102, usa"
"Magnolia R&B Cafe","527-1611, 4pm-9pm, til 10pm Fri-Sat, clsd Sun","5853 Haines Rd N","St. Petersburg","FL","(E),(BW),(WC)",NA,1998,"Restaurants","","5853 Haines Rd N, St. Petersburg, FL",-82.6722903,27.8251392,"5853 haines rd n, st. petersburg, fl 33714, usa"
