"title","description","streetaddress","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","lon","lat","geoAddress","status"
"""Rest Stop'","on 1-30, 3 mi. W.","","Mount Vernon","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-95.221332,33.188727,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","on US 59 - 10 mi. S.","","Nacogdoches","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.655487,31.603513,"unclear_coded_by_hand","General Coordinates Used"
"Adult Book Store","","46th & Andrews","Odessa","TX","Cruisy Area,(F&S)","Cruising Areas,Book Store",1984,"checked","","46th & Andrews, TX",-102.386279,31.886701,"unclear_coded_by_hand","Found"
"Greyhound Bus Depot","","","Odessa","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-102.367643,31.845682,"unclear_coded_by_hand","General Coordinates Used"
"Hilton Hotel","T-Room","","Plainview","TX","Cruisy Area","Cruising Areas,Hotel",1984,"checked","",", TX",-101.706842,34.184794,"unclear_coded_by_hand","General Coordinates Used"
"Lighthouse Pub","Lighthouse Sq. across bridge
(Port Isabel)","","Port Isabel","TX","(M),(R)","Restaurant",1984,"checked","",", TX",-97.208584,26.073412,"unclear_coded_by_hand","General Coordinates Used"
"Brackenridge Park","#NAME?","","San Antonio","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.473758,29.46181,"unclear_coded_by_hand","Found"
"Northstar Mall","Fountains & T-Rooms","","San Antonio","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.498178,29.518505,"unclear_coded_by_hand","Found"
"Olmos Park","","","San Antonio","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.487517,29.478842,"unclear_coded_by_hand","Found"
"San Pedro Park","","","San Antonio","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.503563,29.448182,"unclear_coded_by_hand","Found"
"Travis Park","","","San Antonio","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.489147,29.428115,"unclear_coded_by_hand","Found"
"'The Jetties'","County Park at S. end Showers, Beach, T-Room, Parking lot etc.","","South Padre Island","TX","Cruisy Area,(*)","Cruising Areas",1984,"checked","",", TX",-97.167822,26.078522,"unclear_coded_by_hand","Found"
"Andy Bowie Beach","N. end of island","","South Padre Island","TX","(M),(BA),(AYOR),Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.171766,26.140921,"unclear_coded_by_hand","Found"
"Jake's Restaurant","","","South Padre Island","TX","(M)","Bars/Clubs,Restaurant",1984,"checked","",", TX",-97.166526,26.099243,"unclear_coded_by_hand","Found"
"Louie's Backyard","(Very M) On the Bay","","South Padre Island","TX","(M),(PE),(R)","Restaurant,Bars/Clubs",1984,"checked","",", TX",-97.168126,26.11184,"unclear_coded_by_hand","General Coordinates Used"
"Mac's Coney Island Arcade","","","South Padre Island","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.168126,26.11184,"unclear_coded_by_hand","General Coordinates Used"
"76 Truck Stop","W. on I-20","","Sweetwater","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-100.405938,32.470952,"unclear_coded_by_hand","General Coordinates Used"
"Central Mall","","","Texarkana","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.080566,33.455308,"unclear_coded_by_hand","Found"
"""Rest Stop' & Info Booth","on I-30 1/2 mi. W. of State line","","Texarkana","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-94.047688,33.425125,"unclear_coded_by_hand","General Coordinates Used"
"Bergfield Park","","","Tyler","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-95.301764,32.332912,"unclear_coded_by_hand","Found"
"Fun Forest Park","(Best nights)","","Tyler","TX","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", TX",-95.323049,32.360743,"unclear_coded_by_hand","Found"
"Austin Ave.","from 10th to 17th","","Waco","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.139114,31.550419,"unclear_coded_by_hand","Found"
"Baylor U.","Moody Library - 3rd floor T-Room","","Waco","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.117756,31.548825,"unclear_coded_by_hand","Found"
"Cameron Park","","","Waco","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.156257,31.583658,"unclear_coded_by_hand","Found"
"Denny's","1-435 at 8th St. exit","","Waco","TX","(M),(R),(C),(AH)","Restaurant",1984,"checked","",", TX",-97.124738,31.546698,"unclear_coded_by_hand","Found"
"Jay-Tee's","(Patio-BBQ pit) (Liquor)","5th & Jefferson","Waco","TX","(D),(*),(PT)","Bars/Clubs,Restaurant",1984,"checked","","5th & Jefferson, TX",-97.135205,31.559556,"unclear_coded_by_hand","Found"
"Midway Park","","","Waco","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-97.225013,31.524328,"unclear_coded_by_hand","Found"
"Adult Book Store","I-35 & Lake Brazos","","Waco","TX","","Book Store",1984,"checked","",", TX",-97.146669,31.549333,"unclear_coded_by_hand","General Coordinates Used"
"Lucy Park","","","Wichita Falls","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.516607,33.917338,"unclear_coded_by_hand","Found"
"Sike's Center Mall","","","Wichita Falls","TX","Cruisy Area","Cruising Areas",1984,"checked","",", TX",-98.532764,33.868974,"unclear_coded_by_hand","Found"
"'Rest Stop'","E. of town on Hwy. 89","","Logan","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.833836,41.73698,"unclear_coded_by_hand","General Coordinates Used"
"25th St.","betw. Wastington & Wall","","Ogden","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.955161,41.220415,"unclear_coded_by_hand","Found"
"Lorin Farr Park","","","Ogden","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.959483,41.23713,"unclear_coded_by_hand","Found"
"Mount Odgen Park","","","Ogden","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.939208,41.208086,"unclear_coded_by_hand","Found"
"Pine View Reservoir","Cemetary Point","","Ogden","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.794879,41.262437,"unclear_coded_by_hand","Found"
"'The Block'","- N. of 25th on Grant","","Ogden","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.97383,41.223,"unclear_coded_by_hand","General Coordinates Used"
"Castella Hot Springs","(Some W,SM,BA)(No. side
of Hwy)","","Panish Fork Canyon","UT","(W),(SM),(BA)","Cruising Areas",1984,"checked","",", UT",-111.59603,40.083845,"unclear_coded_by_hand","General Coordinates Used"
"B.Y.U.","Richards Bldg., Sauna, locker area,
Book Store & Smith Field House","","Provo","UT","Cruisy Area,(AYOR)","Cruising Areas,Book Store",1984,"checked","",", UT",-111.649316,40.251844,"unclear_coded_by_hand","Found"
"Crossroads Mall","(afternoons & early)","","Salt Lake City","UT","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", UT",-111.890115,40.768568,"unclear_coded_by_hand","Found"
"Liberty Park","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.919522,40.747018,"unclear_coded_by_hand","Found"
"U. of Utah","Orson Spencer Hall - Basement T-Room","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.84454,40.763463,"unclear_coded_by_hand","Found"
"Vicinity of Greyhound Bus Depot","","","Salt Lake City","UT","Cruisy Area","Cruising Areas",1984,"checked","",", UT",-111.908549,40.763425,"unclear_coded_by_hand","Found"
"'B.A.' Beach","nr. Salt Air Beach","","Salt Lake City","UT","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", UT",-112.187268,40.747813,"unclear_coded_by_hand","General Coordinates Used"
"Gay Help Line","(801) 533-0927","","Salt Lake City","UT","","Hotline",1984,"checked","",", UT",-111.891047,40.760779,"unclear_coded_by_hand","General Coordinates Used"
"Battery Park","(N. Public Beach)","","Burlington","VT","Cruisy Area","Cruising Areas",1984,"checked","",", VT",-73.219886,44.481301,"unclear_coded_by_hand","Found"
"Main Square","'-opp. Bus Terminal (Late)","","Burlington","VT","Cruisy Area","Cruising Areas",1984,"checked","",", VT",-73.212896,44.478825,"unclear_coded_by_hand","Found"
"Inwood Manor","Off Lower Waterford Rd. (802) 633-4047","","East Barnet","VT","(H),(R)","Restaurant,Hotel",1984,"checked","",", VT",-72.049378,44.296832,"unclear_coded_by_hand","General Coordinates Used"
"Buttermilk Falls","- Off Rte. 103 toward Chester","","Ludlow","VT","Cruisy Area","Cruising Areas",1984,"checked","",", VT",-72.700652,43.395906,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","N. & S. on Rte. 7 S. of Rte. 103
Nr. Clarendon","","Rutland","VT","Cruisy Area","Cruising Areas",1984,"checked","",", VT",-72.972606,43.610624,"unclear_coded_by_hand","General Coordinates Used"
"Bus Terminal","","","Rutland","VT","Cruisy Area","Cruising Areas",1984,"checked","",", VT",-72.972606,43.610624,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stops'","on I-91","","Springfield","VT","Cruisy Area","Cruising Areas",1984,"checked","",", VT",-72.482312,43.298408,"unclear_coded_by_hand","General Coordinates Used"
"Bell Haven Marina Park","","","Alexandria","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.048707,38.77677,"unclear_coded_by_hand","Found"
"Belhaven Marina","'T-Room' & Bird
Sanctuary","","Arlington","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.048707,38.77677,"unclear_coded_by_hand","Found"
"Geo. Washington Parkway","L.B.J. Park &
Turkey Creek Park","","Arlington","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.044775,38.815279,"unclear_coded_by_hand","Found"
"Iwo Jima Memorial","#NAME?","","Arlington","VA","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", VA",-77.069721,38.890437,"unclear_coded_by_hand","Found"
"Va. Tech","McBride Hall - 2nd Floor T-room","","Blacksburg","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-80.421745,37.230815,"unclear_coded_by_hand","Found"
"""Ruth Ann""","(Rest Stop NE on I-81 bet. exits 6&7)","","Bristol","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-82.188737,36.595142,"unclear_coded_by_hand","General Coordinates Used"
"Black Hourse Cellar","Downtowner Motor Inn","Main & N. Union","Danville","VA","(M)","Bars/Clubs",1984,"checked","","Main & N. Union, VA",-79.392578,36.587668,"unclear_coded_by_hand","Found"
"Hitchhikers on Rte. 1","","","Ft. Belvoir","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.154268,38.718872,"unclear_coded_by_hand","General Coordinates Used"
"Showplace Books","(Cruisy) Rte. 1","","Ft. Belvoir","VA","","Cruising Areas,Book Store",1984,"checked","",", VA",-77.154268,38.718872,"unclear_coded_by_hand","General Coordinates Used"
"Grandview Shores Beach Park","Walk past rock
mounds to 'B.A.' Beach","","Hampton","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.274619,37.082564,"unclear_coded_by_hand","Found"
"Gay Hotline","(804) 847-5242","","Lynchburg","VA","","Hotline",1984,"checked","",", VA",-79.142246,37.413754,"unclear_coded_by_hand","General Coordinates Used"
"'Rest Stop'","both sides of I-66","","Manassas","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.475267,38.750949,"unclear_coded_by_hand","General Coordinates Used"
"Bogie's","","Tidewater & E. Lafayette","Norfolk","VA","(L),(OC),(C&W)","Bars/Clubs",1984,"checked","","Tidewater & E. Lafayette, VA",-76.263533,36.877723,"unclear_coded_by_hand","Found"
"Military Circle Mall","T-Rooms","","Norfolk","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.205541,36.851665,"unclear_coded_by_hand","Found"
"Ocean View Public Park","(Seafood *)","","Norfolk","VA","Cruisy Area,(*)","Cruising Areas",1984,"checked","",", VA",-76.245377,36.950664,"unclear_coded_by_hand","Found"
"Old Dominion U.","Fine Arts (First floor)
T-Room","","Norfolk","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.300119,36.886062,"unclear_coded_by_hand","Found"
"Stockley Gardens","(Ghent area)
Sun. afternoon volleyball","","Norfolk","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.295658,36.86426,"unclear_coded_by_hand","Found"
"Tower Mall","T-Rooms","","Norfolk","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.355493,36.810276,"unclear_coded_by_hand","Found"
"Wayside Park","S. Military Hwy. (days)","","Norfolk","VA","Cruisy Area","Cruising Areas",1984,"checked","Address found here: https://dwr.virginia.gov/vbwt/sites/wayside-park/",", VA",-77.016916,38.359393,"unclear_coded_by_hand","Found"
"Dignity","(Church)","P.O. Box 434, Norfolk, VA. 23501","Norfolk","VA","","Religious Institution",1984,"checked","","P.O. Box 434, Norfolk, VA. 23501, VA",-76.285873,36.850769,"unclear_coded_by_hand","General Coordinates Used"
"Freemason","& surrounding streets","","Norfolk","VA","Cruisy Area,(*)","Cruising Areas",1984,"checked","",", VA",-76.285873,36.850769,"unclear_coded_by_hand","General Coordinates Used"
"Gay Info Line & M.C.C.","(804) 625-1130","","Norfolk","VA","(MCC)","Religious Institution,Hotline",1984,"checked","",", VA",-76.285873,36.850769,"unclear_coded_by_hand","General Coordinates Used"
"Greyhound Bus Depot","(Hustlers & Drags)","","Norfolk","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.285873,36.850769,"unclear_coded_by_hand","General Coordinates Used"
"Battlefield Park","","","Petersburg","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.382481,37.191817,"unclear_coded_by_hand","Found"
"'The Block'","Grace & Franklin betw. Adams & 3rd","","Richmond","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.442348,37.54388,"unclear_coded_by_hand","Found"
"Belle Isle","James River Park","","Richmond","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.418917,37.520208,"unclear_coded_by_hand","Found"
"Bryd Park","","","Richmond","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.473065,37.544727,"unclear_coded_by_hand","Found"
"Monrone Park","","","Richmond","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.450768,37.546819,"unclear_coded_by_hand","Found"
"'The Bushes""","at Battle Abbey","","Richmond","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.436048,37.540725,"unclear_coded_by_hand","General Coordinates Used"
"The Rocks","Maymont Park 'BA' at Riverfront","","Richmond","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-77.436048,37.540725,"unclear_coded_by_hand","General Coordinates Used"
"Adult Bookstores","(cruisy arcade)","Carver &
Williamsville Rds.","Roanoke","VA","","Book Store,Cruising Areas",1984,"checked","","Carver &
Williamsville Rds., VA",-79.941427,37.27097,"unclear_coded_by_hand","General Coordinates Used"
"Block around Library","Jefferson bet.
Elm & Williamson","","Roanoke","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-79.941427,37.27097,"unclear_coded_by_hand","General Coordinates Used"
"Palace Adult Store","","Williamsville Rd. nr. Sears","Roanoke","VA","","Erotic Shop",1984,"checked","","Williamsville Rd. nr. Sears, VA",-79.941427,37.27097,"unclear_coded_by_hand","General Coordinates Used"
"21st St. Beach","","","Virginia Beach","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-75.973896,36.84954,"unclear_coded_by_hand","Found"
"Merchants Square","at end of Duke of Glouchester St (early evenings)","","Williamsburg","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.706216,37.271943,"unclear_coded_by_hand","Found"
"William & Mary College","Student Union Basement T-Room","","Williamsburg","VA","Cruisy Area","Cruising Areas",1984,"checked","",", VA",-76.716247,37.270975,"unclear_coded_by_hand","Found"
"Cornwall Park","","","Bellingham","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.484679,48.776543,"unclear_coded_by_hand","Found"
"Whatcom Falls Park","","","Bellingham","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.426905,48.750448,"unclear_coded_by_hand","Found"
"'Rest Stops'","on 1-5 N. & S. about 5 mi.","","Blaine","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.747119,48.993723,"unclear_coded_by_hand","General Coordinates Used"
"Y.M.C.A.","","","Bremerton","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.626977,47.565007,"unclear_coded_by_hand","General Coordinates Used"
"Edmonds Beach Park","by ferry dock","","Edmonds","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.377355,47.810652,"unclear_coded_by_hand","General Coordinates Used"
"Sacajawea Park","","","Longview","WA","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", WA",-122.314857,47.335631,"unclear_coded_by_hand","Found"
"Hilltop Park","#NAME?","","Mt. Vernon","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.337454,48.420111,"unclear_coded_by_hand","Found"
"Sacajawea Park","","","Pasco","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.314857,47.335631,"unclear_coded_by_hand","Found"
"Pioneer Motel","","1201 Main St.","Pomeroy","WA","(H),(M)","Hotel",1984,"checked","","1201 Main St., WA",-117.594453,46.47423,"unclear_coded_by_hand","Found"
"W.S.U.","","Holland Bldg. T-Rooms","Pullman","WA","Cruisy Area","Cruising Areas",1984,"checked","","Holland Bldg. T-Rooms, WA",-117.163675,46.731338,"unclear_coded_by_hand","Found"
"Alki Beach","","","Seattle","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.405701,47.581499,"unclear_coded_by_hand","Found"
"Brass Connection","(Liquor) (Adjoins Brass Door)","","Seattle","WA","(R),(*)","Restaurant",1984,"checked","",", WA",-122.322344,47.614325,"unclear_coded_by_hand","Found"
"Broadway Playfield","Capitol Hill","","Seattle","WA","Cruisy Area","Cruising Areas",1984,"checked","",", WA",-122.319127,47.617019,"unclear_coded_by_hand","Found"
"Clock Restaurant","","Olive Way at Terry","Seattle","WA","(M),(R),(C),(AH)","Restaurant",1984,"checked","","Olive Way at Terry, WA",-122.332065,47.614802,"unclear_coded_by_hand","Found"
"First Ave. arcades","","","Seattle","WA","Cruisy Area,(AYOR)","Cruising Areas",1984,"checked","",", WA",-122.339726,47.60909,"unclear_coded_by_hand","Found"
"Golden Crown","(Liquor) (Some OC) (nr. 4th & Pine)","1608 Times Court","Seattle","WA","(R),(D),(E),(OC),(*)","Bars/Clubs,Restaurant",1984,"checked","","1608 Times Court, WA",-122.332071,47.60621,"unclear_coded_by_hand","Found"
